"","db","query","order","family","genus","genus_old"
"814","itis","Frankliniella","Thysanoptera","Thripidae","Frankliniella","Frankliniella"
"815","itis","Goniozus",NA,NA,NA,"Goniozus"
"816","itis","Heliothis","Lepidoptera","Noctuidae","Heliothis","Heliothis"
"817","itis","Hypasclera","Coleoptera","Oedemeridae","Hypasclera","Hypasclera"
"818","itis","Melipotis","Lepidoptera","Erebidae","Melipotis","Melipotis"
"819","itis","Metacanthus","Hemiptera","Berytidae","Metacanthus","Metacanthus"
"820","itis","Mythenteles","Diptera","Bombyliidae","Mythenteles","Mythenteles"
"821","itis","Naucles","Coleoptera","Scraptiidae","Naucles","Naucles"
"822","itis","Olcella","Diptera","Chloropidae","Olcella","Olcella"
"823","itis","Orthoperus","Coleoptera","Corylophidae","Orthoperus","Orthoperus"
"824","itis","Perepitragus",NA,NA,NA,"Perepitragus"
"825","itis","Rhinacloa","Hemiptera","Miridae","Rhinacloa","Rhinacloa"
"826","itis","Tetramorium","Hymenoptera","Formicidae","Tetramorium","Tetramorium"
"827","itis","Dasytidae",NA,"Dasytidae",NA,"Dasytidae"
"828","itis","Mordella","Coleoptera","Mordellidae","Mordella","Mordella"
"829","itis","Myrabilis",NA,NA,NA,"Myrabilis"
"830","itis","Papilion",NA,NA,NA,"Papilion"
"831","itis","Syrphidae","Diptera","Syrphidae",NA,"Syrphidae"
"832","itis","Trichodes","Coleoptera","Cleridae","Trichodes","Trichodes"
"833","itis","Vanesa",NA,NA,NA,"Vanesa"
"834","itis","Avibrissina",NA,NA,NA,"Avibrissina"
"835","itis","Argirophenga",NA,NA,NA,"Argirophenga"
"836","itis","Peremptor",NA,NA,NA,"Peremptor"
"837","itis","Veluta","Diptera","Agromyzidae","Liriomyza","Veluta"
"838","itis","Adoxia",NA,NA,NA,"Adoxia"
"839","itis","Apsonia",NA,NA,NA,"Apsonia"
"840","itis","Erythronychia",NA,NA,NA,"Erythronychia"
"841","itis","Heteria","Isopoda","Janiridae","Heterias","Heteria"
"842","itis","Occisor",NA,NA,NA,"Occisor"
"843","itis","Pilinasica",NA,NA,NA,"Pilinasica"
"844","itis","Procissio",NA,NA,NA,"Procissio"
"845","itis","Proscissio",NA,NA,NA,"Proscissio"
"846","itis","Zealandotachina",NA,NA,NA,"Zealandotachina"
"847","itis","Argyrophenga",NA,NA,NA,"Argyrophenga"
"848","itis","Asilis",NA,NA,NA,"Asilis"
"849","itis","Eudonia",NA,NA,NA,"Eudonia"
"850","itis","Eulalia",NA,NA,NA,"Eulalia"
"851","itis","Gracilicera",NA,NA,NA,"Gracilicera"
"852","itis","Hoplocneme",NA,NA,NA,"Hoplocneme"
"853","itis","Lepidomyia","Diptera","Syrphidae","Lepidomyia","Lepidomyia"
"854","itis","Mallochomacquartia",NA,NA,NA,"Mallochomacquartia"
"855","itis","Medinella",NA,NA,NA,"Medinella"
"856","itis","Neotachina",NA,NA,NA,"Neotachina"
"857","itis","Pasiphila","Lepidoptera","Geometridae","Pasiphila","Pasiphila"
"858","itis","Protohystricia",NA,NA,NA,"Protohystricia"
"859","itis","Rhopalomerus",NA,NA,"Rhopalomerus","Rhopalomerus"
"860","itis","Zorion",NA,NA,NA,"Zorion"
"861","itis","Appis",NA,NA,NA,"Appis"
"862","itis","Hybopygia",NA,NA,NA,"Hybopygia"
"863","itis","Protohystirica",NA,NA,NA,"Protohystirica"
"864","itis","Scoparia","Lamiales","Plantaginaceae","Scoparia","Scoparia"
"865","itis","Orocrambus",NA,NA,NA,"Orocrambus"
"866","itis","Pales",NA,NA,NA,"Pales"
"867","itis","Rictonis",NA,NA,NA,"Rictonis"
"868","itis","Arthracanthus",NA,NA,NA,"Arthracanthus"
"869","itis","Chelaner",NA,NA,NA,"Chelaner"
"870","itis","Declana",NA,NA,NA,"Declana"
"871","itis","Eucymatoge",NA,NA,NA,"Eucymatoge"
"872","itis","Helastia",NA,NA,NA,"Helastia"
"873","itis","Homodotis",NA,NA,NA,"Homodotis"
"874","itis","Hydriomena","Lepidoptera","Geometridae","Hydriomena","Hydriomena"
"875","itis","Pareromene",NA,NA,NA,"Pareromene"
"876","itis","Philia",NA,NA,NA,"Philia"
"877","itis","Agrotis","Lepidoptera","Noctuidae","Agrotis","Agrotis"
"878","itis","Austrocidaria",NA,NA,NA,"Austrocidaria"
"879","itis","Bothrophora",NA,NA,NA,"Bothrophora"
"880","itis","Calcager",NA,NA,NA,"Calcager"
"881","itis","Campylia",NA,NA,NA,"Campylia"
"882","itis","Ephiphyrne",NA,NA,NA,"Ephiphyrne"
"883","itis","Epiphryne",NA,NA,NA,"Epiphryne"
"884","itis","Evibrissa",NA,NA,NA,"Evibrissa"
"885","itis","Gelechia","Hymenoptera","Braconidae","Bracon","Gelechia"
"886","itis","Graphania",NA,NA,NA,"Graphania"
"887","itis","Ischalis",NA,NA,NA,"Ischalis"
"888","itis","Leucania","Lepidoptera","Noctuidae","Leucania","Leucania"
"889","itis","Mecyna",NA,NA,NA,"Mecyna"
"890","itis","Musc",NA,NA,NA,"Musc"
"891","itis","Notoreas",NA,NA,NA,"Notoreas"
"892","itis","Oreocalus",NA,NA,NA,"Oreocalus"
"893","itis","Perrissina",NA,NA,NA,"Perrissina"
"894","itis","Plagiomyia",NA,NA,NA,"Plagiomyia"
"895","itis","Proscission",NA,NA,NA,"Proscission"
"896","itis","Pseudocoremia",NA,NA,NA,"Pseudocoremia"
"897","itis","Pseudofoenus",NA,NA,NA,"Pseudofoenus"
"898","itis","Pyronola",NA,NA,NA,"Pyronola"
"899","itis","Sawpogon",NA,NA,NA,"Sawpogon"
"900","itis","Selenopalpus",NA,NA,NA,"Selenopalpus"
"901","itis","Sestra",NA,NA,NA,"Sestra"
"902","itis","Dasyuris","Lepidoptera","Geometridae","Dasyuris","Dasyuris"
"903","itis","Asaphodes",NA,NA,NA,"Asaphodes"
"904","itis","Rygmodus",NA,NA,NA,"Rygmodus"
"905","itis","Gelophaula",NA,NA,NA,"Gelophaula"
"906","itis","Peristoreus",NA,NA,NA,"Peristoreus"
"907","itis","Xenorhynchia",NA,NA,NA,"Xenorhynchia"
"908","itis","Melipona","Hymenoptera","Apidae","Melipona","Melipona"
"909","itis","Euglossa","Hymenoptera","Apidae","Euglossa","Euglossa"
"910","itis","Politmus",NA,NA,NA,"Politmus"
"911","itis","Augochloropsis","Hymenoptera","Halictidae","Augochloropsis","Augochloropsis"
"912","itis","Cerciris",NA,NA,NA,"Cerciris"
"913","itis","Polybia",NA,NA,NA,"Polybia"
"914","itis","Calicopis",NA,NA,NA,"Calicopis"
"915","itis","Augochlora","Hymenoptera","Halictidae","Augochlora","Augochlora"
"916","itis","Copestylum","Diptera","Syrphidae","Copestylum","Copestylum"
"917","itis","Dialictus",NA,NA,NA,"Dialictus"
"918","itis","Exomalopsis","Hymenoptera","Apidae","Exomalopsis","Exomalopsis"
"919","itis","Sphex","Hymenoptera","Sphecidae","Sphex","Sphex"
"920","itis","Eulaema","Hymenoptera","Apidae","Eulaema","Eulaema"
"921","itis","Pachodynerus","Hymenoptera","Vespidae","Pachodynerus","Pachodynerus"
"922","itis","Panoquina","Lepidoptera","Hesperiidae","Panoquina","Panoquina"
"923","itis","Psedagochloropsis",NA,NA,NA,"Psedagochloropsis"
"924","itis","Brachygastra","Hymenoptera","Vespidae","Brachygastra","Brachygastra"
"925","itis","Coereba","Passeriformes","Coerebidae","Coereba","Coereba"
"926","itis","Cyclocephala","Coleoptera","Scarabaeidae","Cyclocephala","Cyclocephala"
"927","itis","Cylindromia",NA,NA,NA,"Cylindromia"
"928","itis","Montezumia",NA,NA,NA,"Montezumia"
"929","itis","Oxybelus","Hymenoptera","Crabronidae","Oxybelus","Oxybelus"
"930","itis","Pepsis",NA,NA,NA,"Pepsis"
"931","itis","Pereirapsis",NA,NA,NA,"Pereirapsis"
"932","itis","Pyrrhogige",NA,NA,NA,"Pyrrhogige"
"933","itis","Sarcodexia","Diptera","Sarcophagidae","Sarcodexia","Sarcodexia"
"934","itis","Sticia",NA,NA,NA,"Sticia"
"935","itis","Tachites",NA,NA,NA,"Tachites"
"936","itis","Vehilius",NA,NA,NA,"Vehilius"
"937","itis","Zonotrichia","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia"
"938","itis","Augochlorensis",NA,NA,NA,"Augochlorensis"
"939","itis","Auhochloropsis",NA,NA,NA,"Auhochloropsis"
"940","itis","Palpada","Diptera","Syrphidae","Palpada","Palpada"
"941","itis","Pereirapis","Hymenoptera","Halictidae","Pereirapis","Pereirapis"
"942","itis","Pyrgus","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus"
"943","itis","Amazilia","Apodiformes","Trochilidae","Amazilia","Amazilia"
"944","itis","Athidium",NA,NA,NA,"Athidium"
"945","itis","Helicobia","Diptera","Sarcophagidae","Helicobia","Helicobia"
"946","itis","Heliopetes","Lepidoptera","Hesperiidae","Heliopetes","Heliopetes"
"947","itis","Oxyssarcodexia",NA,NA,NA,"Oxyssarcodexia"
"948","itis","Anthidiellum","Hymenoptera","Megachilidae","Anthidiellum","Anthidiellum"
"949","itis","Chrysagria","Diptera","Sarcophagidae","Chrysagria","Chrysagria"
"950","itis","Cogia","Lepidoptera","Hesperiidae","Cogia","Cogia"
"951","itis","Euhibus",NA,NA,NA,"Euhibus"
"952","itis","Extemnius",NA,NA,NA,"Extemnius"
"953","itis","Junonia","Lepidoptera","Nymphalidae","Junonia","Junonia"
"954","itis","Omicrom",NA,NA,NA,"Omicrom"
"955","itis","Pachodunerus",NA,NA,NA,"Pachodunerus"
"956","itis","Parancistrocerus",NA,NA,NA,"Parancistrocerus"
"957","itis","Phaenica","Hymenoptera","Apidae","Anthophora","Phaenica"
"958","itis","Pompeius","Lepidoptera","Hesperiidae","Pompeius","Pompeius"
"959","itis","Sarcophagula","Diptera","Sarcophagidae","Sarcophagula","Sarcophagula"
"960","itis","Trigona","Hymenoptera","Apidae","Trigona","Trigona"
"961","itis","Spallanzania","Diptera","Tachinidae","Spallanzania","Spallanzania"
"962","itis","Oscinis",NA,NA,NA,"Oscinis"
"963","itis","Agapostemon","Hymenoptera","Halictidae","Agapostemon","Agapostemon"
"964","itis","Anoplius","Hymenoptera","Pompilidae","Anoplius","Anoplius"
"965","itis","Anthocomus",NA,NA,NA,"Anthocomus"
"966","itis","Scatopse","Diptera","Scatopsidae","Scatopse","Scatopse"
"967","itis","Tachytes","Hymenoptera","Crabronidae","Tachytes","Tachytes"
"968","itis","Urosigalphus",NA,NA,NA,"Urosigalphus"
"969","itis","Eumyotheria",NA,NA,NA,"Eumyotheria"
"970","itis","Euphorus",NA,NA,NA,"Euphorus"
"971","itis","Triepeolus","Hymenoptera","Apidae","Triepeolus","Triepeolus"
"972","itis","Anthrenus","Coleoptera","Dermestidae","Anthrenus","Anthrenus"
"973","itis","Ceropales",NA,NA,NA,"Ceropales"
"974","itis","Evylaeus",NA,NA,NA,"Evylaeus"
"975","itis","Machaeris",NA,NA,NA,"Machaeris"
"976","itis","Corizus",NA,NA,NA,"Corizus"
"977","itis","Gnathias",NA,NA,NA,"Gnathias"
"978","itis","Hyalurgus","Diptera","Tachinidae","Hyalurgus","Hyalurgus"
"979","itis","Microbracon",NA,NA,"Microbracon","Microbracon"
"980","itis","Scenopinus","Diptera","Scenopinidae","Scenopinus","Scenopinus"
"981","itis","Phor",NA,NA,NA,"Phor"
"982","itis","Rhipiphorus",NA,NA,NA,"Rhipiphorus"
"983","itis","Trachandrena",NA,NA,NA,"Trachandrena"
"984","itis","Vipio",NA,NA,NA,"Vipio"
"985","itis","Opandrena",NA,NA,NA,"Opandrena"
"986","itis","Sapyga",NA,NA,NA,"Sapyga"
"987","itis","Carceris",NA,NA,NA,"Carceris"
"988","itis","Haltichella",NA,NA,NA,"Haltichella"
"989","itis","Xanthogramma","Diptera","Syrphidae","Xanthogramma","Xanthogramma"
"990","itis","Pachyophthalmus",NA,NA,NA,"Pachyophthalmus"
"991","itis","Chloralictus",NA,NA,NA,"Chloralictus"
"992","itis","Sphecodium",NA,NA,NA,"Sphecodium"
"993","itis","Parandrena",NA,NA,NA,"Parandrena"
"994","itis","Syntomopus","Anura",NA,"Atopophrynus","Syntomopus"
"995","itis","Polysphincta",NA,NA,NA,"Polysphincta"
"996","itis","Basilarchia",NA,NA,NA,"Basilarchia"
"997","itis","Elis",NA,NA,NA,"Elis"
"998","itis","Typocerus","Coleoptera","Cerambycidae","Typocerus","Typocerus"
"999","itis","Pseudopanurgus","Hymenoptera","Andrenidae","Pseudopanurgus","Pseudopanurgus"
"1000","itis","Saparnopolius",NA,NA,NA,"Saparnopolius"
"1001","itis","Holcopasites","Hymenoptera","Apidae","Holcopasites","Holcopasites"
"1002","itis","Trineura",NA,NA,NA,"Trineura"
"1003","itis","Morellia","Diptera","Muscidae","Morellia","Morellia"
"1004","itis","Diceratosmia",NA,NA,NA,"Diceratosmia"
"1005","itis","Melissodes","Hymenoptera","Apidae","Melissodes","Melissodes"
"1006","itis","Notoglossa",NA,NA,"Notoglossa","Notoglossa"
"1007","itis","Euchistus",NA,NA,NA,"Euchistus"
"1008","itis","Lampronota",NA,NA,NA,"Lampronota"
"1009","itis","Odontalictus",NA,NA,NA,"Odontalictus"
"1010","itis","Prosopis","Fabales","Fabaceae","Prosopis","Prosopis"
"1011","itis","Strangalia","Coleoptera","Cerambycidae","Strangalia","Strangalia"
"1012","itis","Themira","Diptera","Sepsidae","Themira","Themira"
"1013","itis","Hippelates","Diptera","Chloropidae","Hippelates","Hippelates"
"1014","itis","Neotrypetes",NA,NA,NA,"Neotrypetes"
"1015","itis","Anthemurgus",NA,NA,"Anthemurgus","Anthemurgus"
"1016","itis","Ageniella",NA,NA,NA,"Ageniella"
"1017","itis","Phorbia","Diptera","Anthomyiidae","Phorbia","Phorbia"
"1018","itis","Chilosia",NA,NA,NA,"Chilosia"
"1019","itis","Notozus",NA,NA,NA,"Notozus"
"1020","itis","Cemonus",NA,NA,"Cemonus","Cemonus"
"1021","itis","Calocoris","Hemiptera","Miridae","Calocoris","Calocoris"
"1022","itis","Siphonella","Diptera","Chloropidae","Siphonella","Siphonella"
"1023","itis","Ashmeadiella","Hymenoptera","Megachilidae","Ashmeadiella","Ashmeadiella"
"1024","itis","Batizonus",NA,NA,NA,"Batizonus"
"1025","itis","Acontia","Lepidoptera","Noctuidae","Acontia","Acontia"
"1026","itis","Blepharipeza",NA,NA,"Blepharipeza","Blepharipeza"
"1027","itis","Holonomada",NA,NA,NA,"Holonomada"
"1028","itis","Leionotus",NA,NA,"Leionotus","Leionotus"
"1029","itis","Tryphon",NA,NA,NA,"Tryphon"
"1030","itis","Culex","Diptera","Culicidae","Culex","Culex"
"1031","itis","Frontina",NA,NA,NA,"Frontina"
"1032","itis","Hypostena",NA,NA,NA,"Hypostena"
"1033","itis","Lispa",NA,NA,NA,"Lispa"
"1034","itis","Meromyza","Diptera","Chloropidae","Meromyza","Meromyza"
"1035","itis","Ochthera","Diptera","Ephydridae","Ochthera","Ochthera"
"1036","itis","Thecla",NA,NA,NA,"Thecla"
"1037","itis","Bracon","Hymenoptera","Braconidae","Bracon","Bracon"
"1038","itis","Centrinites","Coleoptera","Curculionidae","Centrinites","Centrinites"
"1039","itis","Hemiteles",NA,NA,NA,"Hemiteles"
"1040","itis","Cynomyia",NA,NA,NA,"Cynomyia"
"1041","itis","Notogonidea",NA,NA,"Notogonidea","Notogonidea"
"1042","itis","Chlorion","Hymenoptera","Sphecidae","Chlorion","Chlorion"
"1043","itis","Dacnusa","Hymenoptera","Braconidae","Dacnusa","Dacnusa"
"1044","itis","Gonia","Diptera","Tachinidae","Gonia","Gonia"
"1045","itis","Mesogramma",NA,NA,NA,"Mesogramma"
"1046","itis","Phyto","Diptera","Rhinophoridae","Phyto","Phyto"
"1047","itis","Photinus","Coleoptera","Lampyridae","Photinus","Photinus"
"1048","itis","Spilomyia","Diptera","Syrphidae","Spilomyia","Spilomyia"
"1049","itis","Limochores",NA,NA,"Limochores","Limochores"
"1050","itis","Nysson","Hymenoptera","Crabronidae","Nysson","Nysson"
"1051","itis","Xenoglossa","Hymenoptera","Apidae","Xenoglossa","Xenoglossa"
"1052","itis","Ocyptera",NA,NA,NA,"Ocyptera"
"1053","itis","Anthrax","Diptera","Bombyliidae","Anthrax","Anthrax"
"1054","itis","Ceratoma",NA,NA,NA,"Ceratoma"
"1055","itis","Pachyneuron",NA,NA,NA,"Pachyneuron"
"1056","itis","Perilampus","Hymenoptera","Perilampidae","Perilampus","Perilampus"
"1057","itis","Porizon","Hymenoptera","Formicidae","Aenictus","Porizon"
"1058","itis","Collops",NA,NA,NA,"Collops"
"1059","itis","Poecilopompilus",NA,NA,NA,"Poecilopompilus"
"1060","itis","Hesperia","Lepidoptera","Hesperiidae","Hesperia","Hesperia"
"1061","itis","Heterosarus",NA,NA,NA,"Heterosarus"
"1062","itis","Leucopis","Diptera","Chamaemyiidae","Leucopis","Leucopis"
"1063","itis","Phytocoris","Hemiptera","Miridae","Phytocoris","Phytocoris"
"1064","itis","Pterandrena",NA,NA,NA,"Pterandrena"
"1065","itis","Smicra",NA,NA,NA,"Smicra"
"1066","itis","Euphoria","Coleoptera","Scarabaeidae","Euphoria","Euphoria"
"1067","itis","Valgus","Coleoptera","Scarabaeidae","Valgus","Valgus"
"1068","itis","Alydus","Hemiptera","Alydidae","Alydus","Alydus"
"1069","itis","Hammomyia",NA,NA,NA,"Hammomyia"
"1070","itis","Linnaemyia",NA,NA,NA,"Linnaemyia"
"1071","itis","Mydaea","Diptera","Muscidae","Mydaea","Mydaea"
"1072","itis","Viviania",NA,NA,"Viviania","Viviania"
"1073","itis","Brachypalpus","Diptera","Syrphidae","Brachypalpus","Brachypalpus"
"1074","itis","Elachiptera","Diptera","Chloropidae","Elachiptera","Elachiptera"
"1075","itis","Elasmus",NA,NA,NA,"Elasmus"
"1076","itis","Perdita","Hymenoptera","Andrenidae","Perdita","Perdita"
"1077","itis","Acmaeodera","Coleoptera","Buprestidae","Acmaeodera","Acmaeodera"
"1078","itis","Borborus",NA,NA,NA,"Borborus"
"1079","itis","Clytiomyia",NA,NA,NA,"Clytiomyia"
"1080","itis","Hyptia","Hymenoptera","Evaniidae","Hyptia","Hyptia"
"1081","itis","Teleas",NA,NA,NA,"Teleas"
"1082","itis","Bicyrtes","Hymenoptera","Crabronidae","Bicyrtes","Bicyrtes"
"1083","itis","Corimelaena","Hemiptera","Thyreocoridae","Corimelaena","Corimelaena"
"1084","itis","Phyciodes","Lepidoptera","Nymphalidae","Phyciodes","Phyciodes"
"1085","itis","Plagiotoma",NA,NA,"Plagiotoma","Plagiotoma"
"1086","itis","Sayapis",NA,NA,NA,"Sayapis"
"1087","itis","Senotainia","Diptera","Sarcophagidae","Senotainia","Senotainia"
"1088","itis","Alophora",NA,NA,"Alophora","Alophora"
"1089","itis","Curtisapis",NA,NA,NA,"Curtisapis"
"1090","itis","Florilegus","Hymenoptera","Apidae","Florilegus","Florilegus"
"1091","itis","Pseudosiobla",NA,NA,NA,"Pseudosiobla"
"1092","itis","Bembix","Hymenoptera","Crabronidae","Bembix","Bembix"
"1093","itis","Phora","Diptera","Phoridae","Phora","Phora"
"1094","itis","Tachina","Diptera","Tachinidae","Tachina","Tachina"
"1095","itis","Conops","Diptera","Conopidae","Conops","Conops"
"1096","itis","Hister","Coleoptera","Histeridae","Hister","Hister"
"1097","itis","Leucosmia",NA,NA,NA,"Leucosmia"
"1098","itis","Limneria",NA,NA,NA,"Limneria"
"1099","itis","Myospila","Diptera","Muscidae","Myospila","Myospila"
"1100","itis","Orgilus","Araneae","Gnaphosidae","Drassyllus","Orgilus"
"1101","itis","Physocephala","Diptera","Conopidae","Physocephala","Physocephala"
"1102","itis","Pontia","Lepidoptera","Pieridae","Pontia","Pontia"
"1103","itis","Limonius","Coleoptera","Elateridae","Limonius","Limonius"
"1104","itis","Pompiloides",NA,NA,NA,"Pompiloides"
"1105","itis","Protothyreopus",NA,NA,"Protothyreopus","Protothyreopus"
"1106","itis","Sturmia",NA,NA,"Sturmia","Sturmia"
"1107","itis","Thanaos",NA,NA,"Thanaos","Thanaos"
"1108","itis","Xanthidium","Desmidiales","Desmidiaceae","Xanthidium","Xanthidium"
"1109","itis","Xanthomelana",NA,NA,"Xanthomelana","Xanthomelana"
"1110","itis","Epicauta","Coleoptera","Meloidae","Epicauta","Epicauta"
"1111","itis","Macrobasis",NA,NA,"Macrobasis","Macrobasis"
"1112","itis","Mallota","Diptera","Syrphidae","Mallota","Mallota"
"1113","itis","Anthedon",NA,NA,NA,"Anthedon"
"1114","itis","Chrysis","Hymenoptera","Chrysididae","Chrysis","Chrysis"
"1115","itis","Eugnamptus","Coleoptera","Attelabidae","Eugnamptus","Eugnamptus"
"1116","itis","Pentaria","Coleoptera","Scraptiidae","Pentaria","Pentaria"
"1117","itis","Achalarus","Lepidoptera","Hesperiidae","Achalarus","Achalarus"
"1118","itis","Chelynia",NA,NA,NA,"Chelynia"
"1119","itis","Eupsyche",NA,NA,NA,"Eupsyche"
"1120","itis","Eutrichosoma",NA,"Eutrichosomatidae",NA,"Eutrichosoma"
"1121","itis","Priocnemoides",NA,NA,NA,"Priocnemoides"
"1122","itis","Ptilandrena",NA,NA,NA,"Ptilandrena"
"1123","itis","Carneades",NA,NA,NA,"Carneades"
"1124","itis","Chlorops","Diptera","Chloropidae","Chlorops","Chlorops"
"1125","itis","Diabrotica","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica"
"1126","itis","Dolerus","Decapoda","Alpheidae","Alpheus","Dolerus"
"1127","itis","Glypta",NA,NA,NA,"Glypta"
"1128","itis","Loxostege",NA,NA,NA,"Loxostege"
"1129","itis","Microstelis",NA,NA,NA,"Microstelis"
"1130","itis","Phorantha",NA,NA,"Phorantha","Phorantha"
"1131","itis","Psammochares",NA,NA,NA,"Psammochares"
"1132","itis","Stictiella","Hymenoptera","Crabronidae","Stictiella","Stictiella"
"1133","itis","Stizus","Hymenoptera","Crabronidae","Stizus","Stizus"
"1134","itis","Trogus",NA,NA,NA,"Trogus"
"1135","itis","Alyson",NA,NA,NA,"Alyson"
"1136","itis","Chrysochlamys",NA,NA,NA,"Chrysochlamys"
"1137","itis","Drepanium",NA,NA,NA,"Drepanium"
"1138","itis","Eucerceris","Hymenoptera","Crabronidae","Eucerceris","Eucerceris"
"1139","itis","Heminomada",NA,NA,NA,"Heminomada"
"1140","itis","Hylotoma",NA,NA,NA,"Hylotoma"
"1141","itis","Pachymeria",NA,NA,NA,"Pachymeria"
"1142","itis","Sciara","Diptera","Sciaridae","Sciara","Sciara"
"1143","itis","Therioplectes",NA,NA,NA,"Therioplectes"
"1144","itis","Zendalia",NA,NA,NA,"Zendalia"
"1145","itis","Acmaeops",NA,NA,NA,"Acmaeops"
"1146","itis","Agrothereutes",NA,NA,NA,"Agrothereutes"
"1147","itis","Ancyloxypha","Lepidoptera","Hesperiidae","Ancyloxypha","Ancyloxypha"
"1148","itis","Archytas","Diptera","Tachinidae","Archytas","Archytas"
"1149","itis","Babia","Coleoptera","Chrysomelidae","Babia","Babia"
"1150","itis","Brachycoma",NA,NA,NA,"Brachycoma"
"1151","itis","Chrystogaster",NA,NA,NA,"Chrystogaster"
"1152","itis","Corticaria","Coleoptera","Latridiidae","Corticaria","Corticaria"
"1153","itis","Exoprosopa","Diptera","Bombyliidae","Exoprosopa","Exoprosopa"
"1154","itis","Leskia","Diptera","Tachinidae","Leskia","Leskia"
"1155","itis","Philampelus",NA,NA,NA,"Philampelus"
"1156","itis","Pimpla",NA,NA,NA,"Pimpla"
"1157","itis","Systoechus","Diptera","Bombyliidae","Systoechus","Systoechus"
"1158","itis","Tetrachrysis",NA,NA,NA,"Tetrachrysis"
"1159","itis","Xestocrabro",NA,NA,"Xestocrabro","Xestocrabro"
"1160","itis","Agromyza","Diptera","Agromyzidae","Agromyza","Agromyza"
"1161","itis","Aldrichia","Diptera","Bombyliidae","Aldrichia","Aldrichia"
"1162","itis","Ammobia",NA,NA,"Ammobia","Ammobia"
"1163","itis","Cryptorhopalum","Coleoptera","Dermestidae","Cryptorhopalum","Cryptorhopalum"
"1164","itis","Epigrimyia","Diptera","Tachinidae","Epigrimyia","Epigrimyia"
"1165","itis","Epimelissodes",NA,NA,NA,"Epimelissodes"
"1166","itis","Heodes",NA,NA,NA,"Heodes"
"1167","itis","Hyalomyodes",NA,NA,"Hyalomyodes","Hyalomyodes"
"1168","itis","Lygaeus","Hemiptera","Lygaeidae","Lygaeus","Lygaeus"
"1169","itis","Panzeria","Diptera","Tachinidae","Panzeria","Panzeria"
"1170","itis","Paradidyma","Diptera","Tachinidae","Paradidyma","Paradidyma"
"1171","itis","Priononyx",NA,NA,"Priononyx","Priononyx"
"1172","itis","Robertsonomyia","Diptera","Conopidae","Robertsonomyia","Robertsonomyia"
"1173","itis","Xenoglossodes",NA,NA,NA,"Xenoglossodes"
"1174","itis","Agrilus","Coleoptera","Buprestidae","Agrilus","Agrilus"
"1175","itis","Calliopsis","Hymenoptera","Andrenidae","Calliopsis","Calliopsis"
"1176","itis","Chrysocharis",NA,NA,NA,"Chrysocharis"
"1177","itis","Cremastogaster",NA,NA,NA,"Cremastogaster"
"1178","itis","Cyphopyga",NA,NA,NA,"Cyphopyga"
"1179","itis","Distichona","Diptera","Tachinidae","Distichona","Distichona"
"1180","itis","Enoplium",NA,NA,NA,"Enoplium"
"1181","itis","Epalpus","Diptera","Tachinidae","Epalpus","Epalpus"
"1182","itis","Epurea",NA,NA,NA,"Epurea"
"1183","itis","Hedychrum",NA,NA,NA,"Hedychrum"
"1184","itis","Scepsis",NA,NA,NA,"Scepsis"
"1185","itis","Batyle","Coleoptera","Cerambycidae","Batyle","Batyle"
"1186","itis","Bruchus","Coleoptera","Chrysomelidae","Bruchus","Bruchus"
"1187","itis","Calythea","Diptera","Anthomyiidae","Calythea","Calythea"
"1188","itis","Ceria",NA,NA,NA,"Ceria"
"1189","itis","Cordylura",NA,NA,NA,"Cordylura"
"1190","itis","Euptoieta","Lepidoptera","Nymphalidae","Euptoieta","Euptoieta"
"1191","itis","Metopius","Diptera","Stratiomyidae","Merosargus","Metopius"
"1192","itis","Planiceps",NA,NA,NA,"Planiceps"
"1193","itis","Telephorus",NA,NA,NA,"Telephorus"
"1194","itis","Carmenta",NA,NA,NA,"Carmenta"
"1195","itis","Cemolobus","Hymenoptera","Apidae","Cemolobus","Cemolobus"
"1196","itis","Chelostomoides","Hymenoptera","Megachilidae","Megachile","Chelostomoides"
"1197","itis","Clusia",NA,NA,NA,"Clusia"
"1198","itis","Crambus",NA,NA,NA,"Crambus"
"1199","itis","Euschistus","Hemiptera","Pentatomidae","Euschistus","Euschistus"
"1200","itis","Harrisina",NA,NA,NA,"Harrisina"
"1201","itis","Hoplisus",NA,NA,"Hoplisus","Hoplisus"
"1202","itis","Megilla",NA,NA,NA,"Megilla"
"1203","itis","Orphilus","Coleoptera","Dermestidae","Orphilus","Orphilus"
"1204","itis","Padabrus",NA,NA,NA,"Padabrus"
"1205","itis","Plusia","Lepidoptera","Noctuidae","Plusia","Plusia"
"1206","itis","Pseudagenia",NA,NA,NA,"Pseudagenia"
"1207","itis","Zanysson","Hymenoptera","Crabronidae","Zanysson","Zanysson"
"1208","itis","Callimorpha",NA,NA,NA,"Callimorpha"
"1209","itis","Chaerocampa",NA,NA,NA,"Chaerocampa"
"1210","itis","Ditemnus","Coleoptera","Cantharidae","Silis","Ditemnus"
"1211","itis","Ellychnia","Coleoptera","Lampyridae","Ellychnia","Ellychnia"
"1212","itis","Exetastes",NA,NA,NA,"Exetastes"
"1213","itis","Figites",NA,NA,NA,"Figites"
"1214","itis","Hilarella","Diptera","Sarcophagidae","Hilarella","Hilarella"
