"","db","query","order","family","genus","genus_old"
"1585","itis","Aphis","Hemiptera","Aphididae","Aphis","Aphis"
"1586","itis","Nesosydne","Hemiptera","Delphacidae","Nesosydne","Nesosydne"
"1587","itis","Braconidae","Hymenoptera","Braconidae",NA,"Braconidae"
"1588","itis","Bycertis",NA,NA,NA,"Bycertis"
"1589","itis","Crematogaster","Hymenoptera","Formicidae","Crematogaster","Crematogaster"
"1590","itis","Dorymyrmex","Hymenoptera","Formicidae","Dorymyrmex","Dorymyrmex"
"1591","itis","Kapala",NA,NA,NA,"Kapala"
"1592","itis","Scelionidae","Hymenoptera","Scelionidae",NA,"Scelionidae"
"1593","itis","Sierolomorphidae","Hymenoptera","Sierolomorphidae",NA,"Sierolomorphidae"
"1594","itis","Solenopsis","Hymenoptera","Formicidae","Solenopsis","Solenopsis"
"1595","itis","Nylanderia",NA,NA,NA,"Nylanderia"
"1596","itis","Aetole",NA,NA,NA,"Aetole"
"1597","itis","Agraulis","Lepidoptera","Nymphalidae","Agraulis","Agraulis"
"1598","itis","Amyna","Lepidoptera","Noctuidae","Amyna","Amyna"
"1599","itis","Anomis","Lepidoptera","Erebidae","Anomis","Anomis"
"1600","itis","Catabenoides","Lepidoptera","Noctuidae","Catabenoides","Catabenoides"
"1601","itis","Chionodes",NA,NA,NA,"Chionodes"
"1602","itis","Cyclophora",NA,NA,NA,"Cyclophora"
"1603","itis","Elaphria","Lepidoptera","Noctuidae","Elaphria","Elaphria"
"1604","itis","Erinnyis","Lepidoptera","Sphingidae","Erinnyis","Erinnyis"
"1605","itis","Galagete",NA,NA,NA,"Galagete"
"1606","itis","Gelechiidae","Lepidoptera","Gelechiidae",NA,"Gelechiidae"
"1607","itis","Gracillariidae","Lepidoptera","Gracillariidae",NA,"Gracillariidae"
"1608","itis","Heliocheilus","Lepidoptera","Noctuidae","Heliocheilus","Heliocheilus"
"1609","itis","Heliodines",NA,NA,NA,"Heliodines"
"1610","itis","Hemiargus","Lepidoptera","Lycaenidae","Hemiargus","Hemiargus"
"1611","itis","Hyles","Lepidoptera","Sphingidae","Hyles","Hyles"
"1612","itis","Hypena","Lepidoptera","Erebidae","Hypena","Hypena"
"1613","itis","Lantanophaga",NA,NA,NA,"Lantanophaga"
"1614","itis","Lepidoptera","Lepidoptera",NA,NA,"Lepidoptera"
"1615","itis","Loxomorpha",NA,NA,NA,"Loxomorpha"
"1616","itis","Neohelvibotys",NA,NA,NA,"Neohelvibotys"
"1617","itis","Nicetiodes",NA,NA,NA,"Nicetiodes"
"1618","itis","Noctuidae","Lepidoptera","Noctuidae",NA,"Noctuidae"
"1619","itis","Ommatochila","Lepidoptera","Erebidae","Ommatochila","Ommatochila"
"1620","itis","Ozarba","Lepidoptera","Noctuidae","Ozarba","Ozarba"
"1621","itis","Paraeuxesta",NA,NA,NA,"Paraeuxesta"
"1622","itis","Psara","Lepidoptera","Crambidae","Psara","Psara"
"1623","itis","Pseudoplusia",NA,NA,"Pseudoplusia","Pseudoplusia"
"1624","itis","Spageuia",NA,NA,NA,"Spageuia"
"1625","itis","Spoladea",NA,NA,NA,"Spoladea"
"1626","itis","Spragueia","Lepidoptera","Noctuidae","Spragueia","Spragueia"
"1627","itis","Tortricidae","Lepidoptera","Tortricidae",NA,"Tortricidae"
"1628","itis","Udea",NA,NA,NA,"Udea"
"1629","itis","Chrysopodes","Neuroptera","Chrysopidae","Chrysopodes","Chrysopodes"
"1630","itis","Ischnura","Odonata","Coenagrionidae","Ischnura","Ischnura"
"1631","itis","Acrididae","Orthoptera","Acrididae",NA,"Acrididae"
"1632","itis","Anaulocomera",NA,NA,NA,"Anaulocomera"
"1633","itis","Gryllidae","Orthoptera","Gryllidae",NA,"Gryllidae"
"1634","itis","Schistocerca","Orthoptera","Acrididae","Schistocerca","Schistocerca"
"1635","itis","Camarhynchus","Passeriformes","Thraupidae","Camarhynchus","Camarhynchus"
"1636","itis","Geospiza","Passeriformes","Thraupidae","Geospiza","Geospiza"
"1637","itis","Mimus","Passeriformes","Mimidae","Mimus","Mimus"
"1638","itis","Microlophus","Squamata","Tropiduridae","Microlophus","Microlophus"
"1639","itis","Haplothrips","Thysanoptera","Phlaeothripidae","Haplothrips","Haplothrips"
"1640","itis","Acmaeoderella",NA,NA,NA,"Acmaeoderella"
"1641","itis","Agapanthia",NA,NA,NA,"Agapanthia"
"1642","itis","Apidae","Hymenoptera","Apidae",NA,"Apidae"
"1643","itis","Arachnospila",NA,NA,NA,"Arachnospila"
"1644","itis","Asilidae","Diptera","Asilidae",NA,"Asilidae"
"1645","itis","Bembecinus","Hymenoptera","Crabronidae","Bembecinus","Bembecinus"
"1646","itis","Bombylella",NA,NA,NA,"Bombylella"
"1647","itis","Bombylidae",NA,NA,NA,"Bombylidae"
"1648","itis","Brachycoleus",NA,NA,NA,"Brachycoleus"
"1649","itis","Buprestidae","Coleoptera","Buprestidae",NA,"Buprestidae"
"1650","itis","Cacyreus",NA,NA,NA,"Cacyreus"
"1651","itis","Calamobius",NA,NA,NA,"Calamobius"
"1652","itis","Callophrys","Lepidoptera","Lycaenidae","Callophrys","Callophrys"
"1653","itis","Cantharis","Coleoptera","Cantharidae","Cantharis","Cantharis"
"1654","itis","Cerocoma",NA,NA,NA,"Cerocoma"
"1655","itis","Chasmatopterus",NA,NA,NA,"Chasmatopterus"
"1656","itis","Chrysura",NA,NA,NA,"Chrysura"
"1657","itis","Colpa",NA,NA,NA,"Colpa"
"1658","itis","Corynis",NA,NA,NA,"Corynis"
"1659","itis","Dasypoda","Hymenoptera","Melittidae","Dasypoda","Dasypoda"
"1660","itis","Dasypogon",NA,NA,NA,"Dasypogon"
"1661","itis","Derelomus","Coleoptera","Curculionidae","Derelomus","Derelomus"
"1662","itis","Dischistus",NA,NA,NA,"Dischistus"
"1663","itis","Eodynerus",NA,NA,NA,"Eodynerus"
"1664","itis","Eucera","Hymenoptera","Apidae","Eucera","Eucera"
"1665","itis","Euchloe","Lepidoptera","Pieridae","Euchloe","Euchloe"
"1666","itis","Flavipanurgus","Hymenoptera","Andrenidae","Flavipanurgus","Flavipanurgus"
"1667","itis","Glaucopsyche","Lepidoptera","Lycaenidae","Glaucopsyche","Glaucopsyche"
"1668","itis","Heliotaurus",NA,NA,NA,"Heliotaurus"
"1669","itis","Heriades","Hymenoptera","Megachilidae","Heriades","Heriades"
"1670","itis","Lachnaia",NA,NA,NA,"Lachnaia"
"1671","itis","Lasiglossum",NA,NA,NA,"Lasiglossum"
"1672","itis","Lomatia","Isopoda","Cymothoidae","Nerocila","Lomatia"
"1673","itis","Machimus","Diptera","Asilidae","Machimus","Machimus"
"1674","itis","Malachius",NA,NA,NA,"Malachius"
"1675","itis","Megalodontes","Hymenoptera","Megalodontesidae","Megalodontes","Megalodontes"
"1676","itis","Megascolia",NA,NA,NA,"Megascolia"
"1677","itis","Meloidae","Coleoptera","Meloidae",NA,"Meloidae"
"1678","itis","Merodon","Diptera","Syrphidae","Merodon","Merodon"
"1679","itis","Myathropa",NA,NA,NA,"Myathropa"
"1680","itis","Mycterus","Coleoptera","Mycteridae","Mycterus","Mycterus"
"1681","itis","Nemoptera",NA,NA,NA,"Nemoptera"
"1682","itis","Opsilia",NA,NA,NA,"Opsilia"
"1683","itis","Pangonius",NA,NA,NA,"Pangonius"
"1684","itis","Panurgus","Hymenoptera","Andrenidae","Panurgus","Panurgus"
"1685","itis","Parageron",NA,NA,NA,"Parageron"
"1686","itis","Pelecocera","Diptera","Syrphidae","Pelecocera","Pelecocera"
"1687","itis","Platynochaetus",NA,NA,NA,"Platynochaetus"
"1688","itis","Potosia",NA,NA,NA,"Potosia"
"1689","itis","Prionyx","Hymenoptera","Sphecidae","Prionyx","Prionyx"
"1690","itis","Pseudapis","Hymenoptera","Halictidae","Pseudapis","Pseudapis"
"1691","itis","Pseudoanthidium","Hymenoptera","Megachilidae","Pseudoanthidium","Pseudoanthidium"
"1692","itis","Pyronia",NA,NA,NA,"Pyronia"
"1693","itis","Reduviidae","Hemiptera","Reduviidae",NA,"Reduviidae"
"1694","itis","Rhodanthidium","Hymenoptera","Megachilidae","Rhodanthidium","Rhodanthidium"
"1695","itis","Rhyncomyia",NA,NA,NA,"Rhyncomyia"
"1696","itis","Systropha","Hymenoptera","Halictidae","Systropha","Systropha"
"1697","itis","Thomysus",NA,NA,NA,"Thomysus"
"1698","itis","Tropinota",NA,NA,NA,"Tropinota"
"1699","itis","Usia",NA,NA,NA,"Usia"
"1700","itis","Zerynthia",NA,NA,NA,"Zerynthia"
"1701","itis","Aphantopus",NA,NA,NA,"Aphantopus"
"1702","itis","Cateretes",NA,NA,NA,"Cateretes"
"1703","itis","Holoclera",NA,NA,NA,"Holoclera"
"1704","itis","Maniola",NA,NA,NA,"Maniola"
"1705","itis","Melinda",NA,NA,NA,"Melinda"
"1706","itis","Rhagonycha","Coleoptera","Cantharidae","Rhagonycha","Rhagonycha"
"1707","itis","Onesia",NA,NA,NA,"Onesia"
"1708","itis","Phaonia","Diptera","Muscidae","Phaonia","Phaonia"
"1709","itis","Anthobium",NA,NA,NA,"Anthobium"
"1710","itis","Brachicoma","Diptera","Sarcophagidae","Brachicoma","Brachicoma"
"1711","itis","Chloromyia","Diptera","Stratiomyidae","Chloromyia","Chloromyia"
"1712","itis","Cynthia",NA,NA,NA,"Cynthia"
"1713","itis","Dasyphora",NA,NA,NA,"Dasyphora"
"1714","itis","Polyommatus",NA,NA,NA,"Polyommatus"
"1715","itis","Aclonempis",NA,NA,NA,"Aclonempis"
"1716","itis","Alloestylus",NA,NA,NA,"Alloestylus"
"1717","itis","Apocrita","Hymenoptera",NA,NA,"Apocrita"
"1718","itis","Chloropsis",NA,NA,NA,"Chloropsis"
"1719","itis","Craspedochoeata",NA,NA,NA,"Craspedochoeata"
"1720","itis","Discocerina","Diptera","Ephydridae","Discocerina","Discocerina"
"1721","itis","Hercostomus","Diptera","Dolichopodidae","Hercostomus","Hercostomus"
"1722","itis","Oscinella","Diptera","Chloropidae","Oscinella","Oscinella"
"1723","itis","Stenocorus",NA,NA,NA,"Stenocorus"
"1724","itis","Stenotus",NA,NA,NA,"Stenotus"
"1725","itis","Alliopsis","Diptera","Anthomyiidae","Alliopsis","Alliopsis"
"1726","itis","Apion","Coleoptera","Apionidae","Apion","Apion"
"1727","itis","Azelia","Diptera","Muscidae","Azelia","Azelia"
"1728","itis","Calameuta",NA,NA,NA,"Calameuta"
"1729","itis","Cetonia",NA,NA,NA,"Cetonia"
"1730","itis","Chloropis",NA,NA,NA,"Chloropis"
"1731","itis","Conioscinella","Diptera","Chloropidae","Conioscinella","Conioscinella"
"1732","itis","Egle","Diptera","Anthomyiidae","Egle","Egle"
"1733","itis","Gastroidea",NA,NA,NA,"Gastroidea"
"1734","itis","Gorytes","Hymenoptera","Crabronidae","Gorytes","Gorytes"
"1735","itis","Grammoptra",NA,NA,NA,"Grammoptra"
"1736","itis","Gymnetron","Coleoptera","Curculionidae","Gymnetron","Gymnetron"
"1737","itis","Hadrodemus",NA,NA,NA,"Hadrodemus"
"1738","itis","Haematopota","Diptera","Tabanidae","Haematopota","Haematopota"
"1739","itis","Heteronychia",NA,NA,NA,"Heteronychia"
"1740","itis","Hilara","Diptera","Empididae","Hilara","Hilara"
"1741","itis","Hydrothassa",NA,NA,"Hydrothassa","Hydrothassa"
"1742","itis","Hylemya","Diptera","Anthomyiidae","Hylemya","Hylemya"
"1743","itis","Inachis",NA,NA,NA,"Inachis"
"1744","itis","Ischyrosyrphys",NA,NA,NA,"Ischyrosyrphys"
"1745","itis","Judolia","Coleoptera","Cerambycidae","Judolia","Judolia"
"1746","itis","Laria",NA,NA,NA,"Laria"
"1747","itis","Leptopterna","Hemiptera","Miridae","Leptopterna","Leptopterna"
"1748","itis","Liriomyza","Diptera","Agromyzidae","Liriomyza","Liriomyza"
"1749","itis","Lophosceles","Diptera","Muscidae","Lophosceles","Lophosceles"
"1750","itis","Meliscaeva","Diptera","Syrphidae","Meliscaeva","Meliscaeva"
"1751","itis","Morellis",NA,NA,NA,"Morellis"
"1752","itis","Nabis","Hemiptera","Nabidae","Nabis","Nabis"
"1753","itis","Ochlodes","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes"
"1754","itis","Orthelia",NA,NA,NA,"Orthelia"
"1755","itis","Orthops","Hemiptera","Miridae","Orthops","Orthops"
"1756","itis","Parhelophilus","Diptera","Syrphidae","Parhelophilus","Parhelophilus"
"1757","itis","Picromerus","Hemiptera","Pentatomidae","Picromerus","Picromerus"
"1758","itis","Platycherius",NA,NA,NA,"Platycherius"
"1759","itis","Poletes",NA,NA,NA,"Poletes"
"1760","itis","Pseudonapomyza","Diptera","Agromyzidae","Pseudonapomyza","Pseudonapomyza"
"1761","itis","Rhinoncus","Coleoptera","Curculionidae","Rhinoncus","Rhinoncus"
"1762","itis","Saldula","Hemiptera","Saldidae","Saldula","Saldula"
"1763","itis","Stratiomya",NA,NA,"Stratiomya","Stratiomya"
"1764","itis","Strophosomus",NA,NA,NA,"Strophosomus"
"1765","itis","Thrypticus","Diptera","Dolichopodidae","Thrypticus","Thrypticus"
"1766","itis","Wahlgrenia",NA,NA,NA,"Wahlgrenia"
"1767","itis","Asilus","Diptera","Asilidae","Asilus","Asilus"
"1768","itis","Andreana",NA,NA,NA,"Andreana"
"1769","itis","Rhynconycha",NA,NA,NA,"Rhynconycha"
"1770","itis","Pararge",NA,NA,NA,"Pararge"
"1771","itis","Acamptopoeum_argentinum","Hymenoptera","Andrenidae","Acamptopoeum","Acamptopoeum_argentinum"
"1772","itis","Acalyptrate_sp2",NA,NA,NA,"Acalyptrate_sp2"
"1773","itis","Acalyptrate_sp4",NA,NA,NA,"Acalyptrate_sp4"
"1774","itis","Acromyrmex_lobicornis","Hymenoptera","Formicidae","Acromyrmex","Acromyrmex_lobicornis"
"1775","itis","Agromizidae_sp1",NA,NA,NA,"Agromizidae_sp1"
"1776","itis","Alloscirtetica_brethesi","Hymenoptera","Apidae","Alloscirtetica","Alloscirtetica_brethesi"
"1777","itis","Alloscirtetica_segmentaria","Hymenoptera","Apidae","Alloscirtetica","Alloscirtetica_segmentaria"
"1778","itis","Alloscirtetica_sp","Hymenoptera","Apidae","Alloscirtetica","Alloscirtetica_sp"
"1779","itis","Ammophila_sp",NA,NA,NA,"Ammophila_sp"
"1780","itis","Ananthidium__inerme",NA,NA,NA,"Ananthidium__inerme"
"1781","itis","Anthidium_andinum","Hymenoptera","Megachilidae","Anthidium","Anthidium_andinum"
"1782","itis","Anthidium_decaspilum","Hymenoptera","Megachilidae","Anthidium","Anthidium_decaspilum"
"1783","itis","Anthidium_friesei","Hymenoptera","Megachilidae","Anthidium","Anthidium_friesei"
"1784","itis","Anthrax_oedipus_",NA,NA,NA,"Anthrax_oedipus_"
"1785","itis","Anthidium_rubripes","Hymenoptera","Megachilidae","Anthidium","Anthidium_rubripes"
"1786","itis","Anthidium_vigintipunctatum","Hymenoptera","Megachilidae","Anthidium","Anthidium_vigintipunctatum"
"1787","itis","Anthomyiidae_sp1",NA,NA,NA,"Anthomyiidae_sp1"
"1788","itis","Arhysosage_bifasciata","Hymenoptera","Andrenidae","Arhysosage","Arhysosage_bifasciata"
"1789","itis","Aristosyrphus",NA,NA,NA,"Aristosyrphus"
"1790","itis","Asilidae_sp1",NA,NA,NA,"Asilidae_sp1"
"1791","itis","Asilidae_sp2",NA,NA,NA,"Asilidae_sp2"
"1792","itis","Audre_sp",NA,NA,NA,"Audre_sp"
"1793","itis","Augochloropsis_sp","Hymenoptera","Halictidae","Augochloropsis","Augochloropsis_sp"
"1794","itis","Babia_elongata",NA,NA,NA,"Babia_elongata"
"1795","itis","Bibionidae_sp1",NA,NA,NA,"Bibionidae_sp1"
"1796","itis","Bicyrtes_sp",NA,NA,NA,"Bicyrtes_sp"
"1797","itis","Bombus_opifex","Hymenoptera","Apidae","Bombus","Bombus_opifex"
"1798","itis","Exoprosopa_sp2_",NA,NA,NA,"Exoprosopa_sp2_"
"1799","itis","Exoprosopa_sp1_",NA,NA,NA,"Exoprosopa_sp1_"
"1800","itis","Bombyliidae_sp_12",NA,NA,NA,"Bombyliidae_sp_12"
"1801","itis","Bombyliidae_sp14",NA,NA,NA,"Bombyliidae_sp14"
"1802","itis","Bombyliidae_sp15",NA,NA,NA,"Bombyliidae_sp15"
"1803","itis","Bombyliidae_sp16",NA,NA,NA,"Bombyliidae_sp16"
"1804","itis","Chrysanthrax_sp2_",NA,NA,NA,"Chrysanthrax_sp2_"
"1805","itis","Bryodemina_sp",NA,NA,NA,"Bryodemina_sp"
"1806","itis","Parasystoechus_sp",NA,NA,NA,"Parasystoechus_sp"
"1807","itis","Bombyliidae_sp9",NA,NA,NA,"Bombyliidae_sp9"
"1808","itis","Caenohalictus_sp",NA,NA,NA,"Caenohalictus_sp"
"1809","itis","Calliopsini_sp1",NA,NA,NA,"Calliopsini_sp1"
"1810","itis","Camponotus_punctulatus","Hymenoptera","Formicidae","Camponotus","Camponotus_punctulatus"
"1811","itis","Centris_brethesi","Hymenoptera","Apidae","Centris","Centris_brethesi"
"1812","itis","Centris_lyagbyei",NA,NA,NA,"Centris_lyagbyei"
"1813","itis","Centris_muralis","Hymenoptera","Apidae","Centris","Centris_muralis"
"1814","itis","Centris_vardyorum","Hymenoptera","Apidae","Centris","Centris_vardyorum"
"1815","itis","Chaetocrania_sp1",NA,NA,NA,"Chaetocrania_sp1"
"1816","itis","Chilicola_sp",NA,NA,NA,"Chilicola_sp"
"1817","itis","Chilicola_triconnata",NA,NA,NA,"Chilicola_triconnata"
"1818","itis","Cochliomyia_macellaria","Diptera","Calliphoridae","Cochliomyia","Cochliomyia_macellaria"
"1819","itis","Coccinellidae_sp1",NA,NA,NA,"Coccinellidae_sp1"
"1820","itis","Coccinella_sp2",NA,NA,NA,"Coccinella_sp2"
"1821","itis","Coelioxys_chilensis","Hymenoptera","Megachilidae","Coelioxys","Coelioxys_chilensis"
"1822","itis","Coelioxys_inconspicua","Hymenoptera","Megachilidae","Coelioxys","Coelioxys_inconspicua"
"1823","itis","Coelioxys_jorgenseni",NA,NA,NA,"Coelioxys_jorgenseni"
"1824","itis","Coelioxys_sp5",NA,NA,NA,"Coelioxys_sp5"
"1825","itis","Coelioxys_sp6",NA,NA,NA,"Coelioxys_sp6"
"1826","itis","Coelioxys_sp",NA,NA,NA,"Coelioxys_sp"
"1827","itis","Colletes_araucariae","Hymenoptera","Colletidae","Colletes","Colletes_araucariae"
"1828","itis","Colletes_bicolor","Hymenoptera","Colletidae","Colletes","Colletes_bicolor"
"1829","itis","Colletes_brethesi","Hymenoptera","Colletidae","Colletes","Colletes_brethesi"
"1830","itis","Colletes_cognatus","Hymenoptera","Colletidae","Colletes","Colletes_cognatus"
"1831","itis","Colletes_lycii","Hymenoptera","Colletidae","Colletes","Colletes_lycii"
"1832","itis","Colletes_sp1",NA,NA,NA,"Colletes_sp1"
"1833","itis","Colletes_sp2",NA,NA,NA,"Colletes_sp2"
"1834","itis","Coleoptera_sp2",NA,NA,NA,"Coleoptera_sp2"
"1835","itis","Chrysomelidae_sp4",NA,NA,NA,"Chrysomelidae_sp4"
"1836","itis","Chrysomelidae_sp5",NA,NA,NA,"Chrysomelidae_sp5"
"1837","itis","Chrysomelidae_sp6",NA,NA,NA,"Chrysomelidae_sp6"
"1838","itis","Compsomyiops_fulvicrura",NA,NA,NA,"Compsomyiops_fulvicrura"
"1839","itis","Copestylum_aricia",NA,NA,NA,"Copestylum_aricia"
"1840","itis","Copestylum_sp2",NA,NA,NA,"Copestylum_sp2"
"1841","itis","Copestylum_sp3",NA,NA,NA,"Copestylum_sp3"
"1842","itis","Cosmosatyrus_chilensis",NA,NA,NA,"Cosmosatyrus_chilensis"
"1843","itis","Crabronidae_sp1",NA,NA,NA,"Crabronidae_sp1"
"1844","itis","Diadasia_baraderensis","Hymenoptera","Apidae","Diadasia","Diadasia_baraderensis"
"1845","itis","Diadasia_patagonica","Hymenoptera","Apidae","Diadasia","Diadasia_patagonica"
"1846","itis","Diabrotica_sp1",NA,NA,NA,"Diabrotica_sp1"
"1847","itis","Dialictus_sp",NA,NA,NA,"Dialictus_sp"
"1848","itis","Dorymyrmex_sp","Hymenoptera","Formicidae","Dorymyrmex","Dorymyrmex_sp"
"1849","itis","Empididae_sp1",NA,NA,NA,"Empididae_sp1"
"1850","itis","Empididae_sp2",NA,NA,NA,"Empididae_sp2"
"1851","itis","Eumenidae_sp1",NA,NA,NA,"Eumenidae_sp1"
"1852","itis","Chrysanthrax_sp1_",NA,NA,NA,"Chrysanthrax_sp1_"
"1853","itis","Forelius_sp",NA,NA,NA,"Forelius_sp"
"1854","itis","Hemiptera_sp1",NA,NA,NA,"Hemiptera_sp1"
"1855","itis","Hemiptera_sp3",NA,NA,NA,"Hemiptera_sp3"
"1856","itis","Hemiptera_sp4",NA,NA,NA,"Hemiptera_sp4"
"1857","itis","Hemiptera_sp5",NA,NA,NA,"Hemiptera_sp5"
"1858","itis","Hemiptera_sp6",NA,NA,NA,"Hemiptera_sp6"
"1859","itis","Hemiptera_sp7",NA,NA,NA,"Hemiptera_sp7"
"1860","itis","Hirmoneura_sp",NA,NA,NA,"Hirmoneura_sp"
"1861","itis","Hymenoptera_sp3",NA,NA,NA,"Hymenoptera_sp3"
"1862","itis","Hymenoptera_sp4",NA,NA,NA,"Hymenoptera_sp4"
"1863","itis","Hymenoptera_sp6",NA,NA,NA,"Hymenoptera_sp6"
"1864","itis","Hymenoptera_sp7",NA,NA,NA,"Hymenoptera_sp7"
"1865","itis","Hymenoptera_sp8",NA,NA,NA,"Hymenoptera_sp8"
"1866","itis","Ichneumonidae_sp9",NA,NA,NA,"Ichneumonidae_sp9"
"1867","itis","Hypalastoroides_sp1",NA,NA,NA,"Hypalastoroides_sp1"
"1868","itis","Isepeolus_vachali","Hymenoptera","Apidae","Isepeolus","Isepeolus_vachali"
"1869","itis","Isepeolus_viperinus","Hymenoptera","Apidae","Isepeolus","Isepeolus_viperinus"
"1870","itis","Leioproctus_abdominalis","Hymenoptera","Colletidae","Leioproctus","Leioproctus_abdominalis"
"1871","itis","Leioproctus_cristariae","Hymenoptera","Colletidae","Leioproctus","Leioproctus_cristariae"
"1872","itis","Leioproctus_friesei","Hymenoptera","Colletidae","Leioproctus","Leioproctus_friesei"
"1873","itis","Leptometriella_nigra",NA,NA,NA,"Leptometriella_nigra"
"1874","itis","Lepidoptera_sp11",NA,NA,NA,"Lepidoptera_sp11"
"1875","itis","Lepidoptera_sp12",NA,NA,NA,"Lepidoptera_sp12"
"1876","itis","Lepidoptera_sp3",NA,NA,NA,"Lepidoptera_sp3"
"1877","itis","Lepidoptera_sp4",NA,NA,NA,"Lepidoptera_sp4"
"1878","itis","Lepidoptera_sp7",NA,NA,NA,"Lepidoptera_sp7"
"1879","itis","Liphantus_inornatus",NA,NA,NA,"Liphantus_inornatus"
"1880","itis","Liphantus_nigritus",NA,NA,NA,"Liphantus_nigritus"
"1881","itis","Lonchopria_chalybaea","Hymenoptera","Colletidae","Lonchopria","Lonchopria_chalybaea"
"1882","itis","Lonchopria_robertsi","Hymenoptera","Colletidae","Lonchopria","Lonchopria_robertsi"
"1883","itis","Lonchopria_sp",NA,NA,NA,"Lonchopria_sp"
"1884","itis","Megachile_sp","Hymenoptera","Megachilidae","Megachile","Megachile_sp"
"1885","itis","Megachile_argentina","Hymenoptera","Megachilidae","Megachile","Megachile_argentina"
"1886","itis","Megachile_ctenophora","Hymenoptera","Megachilidae","Megachile","Megachile_ctenophora"
"1887","itis","Megachile_gomphrenae","Hymenoptera","Megachilidae","Megachile","Megachile_gomphrenae"
"1888","itis","Megachile_hoffmannseggiae",NA,NA,NA,"Megachile_hoffmannseggiae"
"1889","itis","Megachile_joergenseni","Hymenoptera","Megachilidae","Megachile","Megachile_joergenseni"
"1890","itis","Megachile_spL",NA,NA,NA,"Megachile_spL"
"1891","itis","Megachile_luteipes","Hymenoptera","Megachilidae","Megachile","Megachile_luteipes"
"1892","itis","Melectoides_cockerelli","Hymenoptera","Apidae","Melectoides","Melectoides_cockerelli"
"1893","itis","Melissoptila_sp",NA,NA,NA,"Melissoptila_sp"
"1894","itis","Melectoides_sp",NA,NA,NA,"Melectoides_sp"
"1895","itis","Mesonychium_jenseni","Hymenoptera","Apidae","Mesonychium","Mesonychium_jenseni"
"1896","itis","Muscidae_sp1",NA,NA,NA,"Muscidae_sp1"
"1897","itis","Muscidae_sp2",NA,NA,NA,"Muscidae_sp2"
"1898","itis","Mutilidae_sp1",NA,NA,NA,"Mutilidae_sp1"
"1899","itis","Neuroptera_sp1",NA,NA,NA,"Neuroptera_sp1"
"1900","itis","Nezara_sp",NA,NA,NA,"Nezara_sp"
"1901","itis","Nitidulidae_sp1",NA,NA,NA,"Nitidulidae_sp1"
"1902","itis","Orthoptera_sp1",NA,NA,NA,"Orthoptera_sp1"
"1903","itis","Orthoptera_sp2",NA,NA,NA,"Orthoptera_sp2"
"1904","itis","Orthoptera_sp3",NA,NA,NA,"Orthoptera_sp3"
"1905","itis","Pachodynerus_argentinus",NA,NA,NA,"Pachodynerus_argentinus"
"1906","itis","Pyrgus_communis","Lepidoptera","Hesperiidae","Pyrgus","Pyrgus_communis"
"1907","itis","Platycheirus_sp1",NA,NA,NA,"Platycheirus_sp1"
"1908","itis","Polistes_cavapyta",NA,NA,NA,"Polistes_cavapyta"
"1909","itis","Pompillidae_sp1",NA,NA,NA,"Pompillidae_sp1"
"1910","itis","Pompillidae_sp2",NA,NA,NA,"Pompillidae_sp2"
"1911","itis","Pompillidae_sp3",NA,NA,NA,"Pompillidae_sp3"
"1912","itis","Psaenythia_philantoides",NA,NA,NA,"Psaenythia_philantoides"
"1913","itis","Psaenythia_rufipes","Hymenoptera","Andrenidae","Psaenythia","Psaenythia_rufipes"
"1914","itis","Pseudagapostemon_sp",NA,NA,NA,"Pseudagapostemon_sp"
"1915","itis","Rubrica_nasuta","Hymenoptera","Crabronidae","Rubrica","Rubrica_nasuta"
"1916","itis","Sarcophagidae_sp1",NA,NA,NA,"Sarcophagidae_sp1"
"1917","itis","Sciomyzidae_sp1",NA,NA,NA,"Sciomyzidae_sp1"
"1918","itis","Sphex_sp2",NA,NA,NA,"Sphex_sp2"
"1919","itis","Sphecidae_sp3",NA,NA,NA,"Sphecidae_sp3"
"1920","itis","Sphecidae_sp5",NA,NA,NA,"Sphecidae_sp5"
"1921","itis","Sphecidae_sp1",NA,NA,NA,"Sphecidae_sp1"
"1922","itis","Strymon_eurytulus",NA,NA,NA,"Strymon_eurytulus"
"1923","itis","Svastrides_bauni","Hymenoptera","Apidae","Svastrides","Svastrides_bauni"
"1924","itis","Svastra_bombylans",NA,NA,NA,"Svastra_bombylans"
"1925","itis","Svastrides_zebra","Hymenoptera","Apidae","Svastrides","Svastrides_zebra"
"1926","itis","Syrphus_sp",NA,NA,NA,"Syrphus_sp"
"1927","itis","Syrphidae_sp3",NA,NA,NA,"Syrphidae_sp3"
"1928","itis","Syrphidae_sp5",NA,NA,NA,"Syrphidae_sp5"
"1929","itis","Syrphidae_sp6",NA,NA,NA,"Syrphidae_sp6"
"1930","itis","Tachipompillus_sp",NA,NA,NA,"Tachipompillus_sp"
"1931","itis","Tachinidae_sp10",NA,NA,NA,"Tachinidae_sp10"
"1932","itis","Tachinidae_sp15",NA,NA,NA,"Tachinidae_sp15"
"1933","itis","Tachinidae_sp17",NA,NA,NA,"Tachinidae_sp17"
"1934","itis","Tachinidae_sp19",NA,NA,NA,"Tachinidae_sp19"
"1935","itis","Tachinidae_sp20",NA,NA,NA,"Tachinidae_sp20"
"1936","itis","Tachinidae_sp21",NA,NA,NA,"Tachinidae_sp21"
