,db,order,family,genus,genus_old
1327,itis,Hymenoptera,Sphecidae,Palmodes,Palmodes
1328,itis,Hymenoptera,Halictidae,Nomia,Paranomia
1329,itis,Diptera,Syrphidae,Psilota,Psilota
1330,itis,Hymenoptera,Halictidae,Sphecodes,Stelidium
1331,itis,Apodiformes,Trochilidae,Trochilus,Trochilus
1332,itis,Lepidoptera,Lycaenidae,Strymon,Uranotes
1333,itis,Hymenoptera,Megachilidae,Megachile,Xanthosarus
1334,itis,Diptera,Sarcophagidae,Amobia,Amobia
1335,itis,Hymenoptera,Braconidae,Bassus,Bassus
1336,itis,Hymenoptera,Cabronidae,Crossocerus,Blepharipus
1337,itis,Hymenoptera,Eurytomidae,Bruchophagus,Bruchophagus
1338,itis,Coleoptera,Lycidae,Calopteron,Calopteron
1339,itis,Hymenoptera,Apidae,Nomada,Centrias
1340,itis,Hymenoptera,Ichneumonidae,Ceratogastra,Ceratosoma
1341,itis,Lepidoptera,Lycaenidae,Chrysophanus,Chrysophanus
1342,itis,Diptera,Tachinidae,Neaera,Euryceromyia
1343,itis,Hymenoptera,Megachilidae,Osmia,Gnathosmia
1344,itis,Hemiptera,Rhopalidae,Harmostes,Harmostes
1345,itis,Coleoptera,Chrysomelidae,Lina,Lina
1346,itis,Coleoptera,Melyridae,Melyris,Melyris
1347,itis,Diptera,Sarcophagidae,Opsidia,Opsidia
1348,itis,Hymenoptera,Andrenidae,Perdita,Perditella
1349,itis,Diptera,Tachinidae,Lydina,Polidea
1350,itis,Hymenoptera,Cabronidae,Ectemnius,Pseudocrabro
1351,itis,Hymenoptera,Apidae,Bombus,Psithyrus
1352,itis,Hymenoptera,Vespidae,Pterocheilus,Pterochilus
1353,itis,Diptera,Tachinidae,Ptilodexia,Ptilodexia
1354,itis,Coleoptera,Meloidae,Pyrota,Pyrota
1355,itis,Coleoptera,Chrysomelidae,Rhabdopterus,Rhabdopterus
1356,itis,Coleoptera,Coccinellidae,Scymnus,Seymnus
1357,itis,Hemiptera,Reduviidae,Sinea,Sinea
1358,itis,Diptera,Conopidae,Stylogaster,Stylogaster
1359,itis,Lepidoptera,Hesperiidae,Atrytone,Atrytone
1360,itis,Diptera,Syrphidae,Belpharipeza,Belpharipeza
1361,itis,Diptera,Sarcophagidae,Boettcheria,Boettcheria
1362,itis,Coleoptera,Cerambycidae,Callimoxys,Callimoxys
1363,itis,Diptera,Tachinidae,Paradidyma,Ceratomyiella
1364,itis,Hymenoptera,Braconidae,Chelonus,Chelonus
1365,itis,Diptera,Psilidae,Chyliza,Chyliza
1366,itis,Hymenoptera,Cabronidae,Ectemnius,Clytochrysus
1367,itis,Coleoptera,Anthicidae,Corphyra,Corphyra
1368,itis,Hymenoptera,Apidae,Habropoda,Emphoropsis
1369,itis,Hymenoptera,Crabronidae,Entomognathus,Entomognathus
1370,itis,Diptera,Tephritidae,Euaresta,Euaresta
1371,itis,Diptera,Sciaridae,Eugnoriste,Eugnoriste
1372,itis,Lepidoptera,Nymphalidae,Euvanessa,Euvanessa
1373,itis,Diptera,Fanniidae,Fannia,Homalomyia
1374,itis,Lepidoptera,Hesperiidae,Hylephila,Hylephila
1375,itis,Hymenoptera,Braconidae,Iphiaulax,Iphiaulax
1376,itis,Coleoptera,Curculionidae,Limnobaris,Limnobaris
1377,itis,Hymenoptera,Braconidae,Bracon,Macrodyctium
1378,itis,NA,NA,NA,Mellota
1379,itis,Diptera,Milichiidae,Milichiella,Milichiella
1380,itis,Hymenoptera,Eumenidae,Monobia,Monobia
1381,itis,Coleoptera,Meloidae,Nemognatha,Nemognatha
1382,itis,Coleoptera,Chrysomelidae,Pachybrachys,Pachybrachys
1383,itis,Diptera,Tachinidae,Gnadochaeta,Phasioclista
1384,itis,Hymenoptera,Ichneumonidae,Proclitus,Proclitus
1385,itis,Coleoptera,Lampyridae,Pyractomena,Pyractomena
1386,itis,Coleoptera,Curculionidae,Rhodobaenus,Rhodobaenus
1387,itis,Hymenoptera,Braconidae,Toxoneuron,Toxoneuron
1388,itis,Diptera,Syrphidae,Tropidia,Tropidia
1389,itis,Hymenoptera,Andrenidae,Calliopsis,Verbenapis
1390,itis,Diptera,Sarcophagidae,Xyalosema,Xyalosema
1391,itis,Lepidoptera,Pieridae,Zerene,Zerene
1392,itis,Diptera,Stratiomyidae,Allognosta,Allognosta
1393,itis,Lepidoptera,Noctuidae,Alypia,Alypia
1394,itis,Lepidoptera,Hesperiidae,Amblyscirtes,Amblyscirtes
1395,itis,Hymenoptera,Figitidae,Prosaspicera,Aspicera
1396,itis,Coleoptera,Dermestidae,Attagenus,Attagenus
1397,itis,Hymenoptera,Ichneumonidae,Lissonota,Bathycetes
1398,itis,Diptera,Empididae,Brachystoma,Brachystoma
1399,itis,Diptera,Ulidiidae,Delphinia,Camptoneura
1400,itis,Diptera,Tachinidae,Celatoria,Celatoria
1401,itis,Diptera,Tachinidae,Chaetogaedia,Chaetogaedia
1402,itis,Diptera,Tachinidae,Celatoria,Chaetophleps
1403,itis,Hymenoptera,Sphecidae,Chalybion,Chalybion
1404,itis,Lepidoptera,NA,NA,Chloerocampa
1405,itis,Coleoptera,Chrysomelidae,Chrysomela,Chrysomela
1406,itis,Diptera,Tabanidae,Chrysops,Chrysops
1407,itis,Diptera,Tachinidae,Cistogaster,Cistogaster
1408,itis,Hymenoptera,NA,Dialonia,Dialonia
1409,itis,Hymenoptera,Megachilidae,Dianthidium,Dianthidium
1410,itis,Hymenoptera,Ichneumonidae,Diaplazon,Diaplazon
1411,itis,Hymenoptera,Pompilidae,Episyron,Epysiron
1412,itis,Lepidoptera,Hesperiidae,Euphyes,Euphyes
1413,itis,Hymenoptera,Eurytomidae,Eurytoma,Eurytoma
1414,itis,Diptera,Otitidae,Euxesta,Euxesta
1415,itis,Hymenoptera,Aulacidae,Aulacus,Foenus
1416,itis,Coleoptera,Chrysomelidae,Glyptina,Glyptina
1417,itis,Hymenoptera,Braconidae,Habrobracon,Habrobracon
1418,itis,Hymenoptera,Andrenidae,Perditina,Hallictoides
1419,itis,Coleoptera,Coccinellidae,Hippodamia,Hippodamea
1420,itis,Diptera,Anthomyiidae,Hydrophoria,Hydrophoria
1421,itis,Hymenoptera,Cabronidae,Ectemius,Hypocrabro
1422,itis,Hymenoptera,Ichneumonidae,Idiolespa,Idiolespa
1423,itis,Diptera,Milichiidae,Pholeomyia,Lobioptera
1424,itis,Hymenoptera,Thynnidae,Methocha,Methoca
1425,itis,Hymenoptera,Ichneumonidae,Terophilus,Microdus
1426,itis,Hymenoptera,Crabronidae,Mimesa,Mimesa
1427,itis,Coleoptera,Cerambycidae,Molorchus,Molorchus
1428,itis,Hymenoptera,Megachilidae,Osmia,Monilosmia
1429,itis,Chromalinales,Chromulinaceae,Monochrysis,Monochrysis
1430,itis,Diptera,Conopidae,Myopa,Myopa
1431,itis,Diptera,Sepsidae,Nemopoda,Nemopoda
1432,itis,Diptera,Tachinidae,Solieria,Neofischeria
1433,itis,Diptera,Ephydridae,Notiphila,Notiphila
1434,itis,Hymenoptera,Braconidae,Opius,Opius
1435,itis,NA,NA,NA,Parempis
1436,itis,Hemiptera,Reduviidae,Phymata,Phymata
1437,itis,Diptera,Piophilidae,Piophila,Piophila
1438,itis,Hemiptera,Miridae,Plagiognathus,Plagiognathus
1439,itis,Hymenoptera,Ichneumonidae,Polyblastus,Polyblastus
1440,itis,Diptera,Anthomyiidae,Proboscimyia,Proboscimyia
1441,itis,Diptera,Calliphoridae,Protocalliphora,Protocalliphora
1442,itis,Hymenoptera,Cynipidae,Psilodora,Psilodora
1443,itis,Diptera,Stratiomyidae,Sargus,Sargus
1444,itis,Hymenoptera,Megachilidae,Megachile,Sarogaster
1445,itis,Lepidoptera,Noctuidae,Schinia,Schinia
1446,itis,Diptera,Syrphidae,Seoptera,Seoptera
1447,itis,NA,NA,NA,Silaon
1448,itis,Lepidoptera,Nymphalidae,Speyeria,Speyeria
1449,itis,Lepidoptera,Sphingidae,Sphinx,Sphinx
1450,itis,Hymenoptera,Eumenidae,Symmorphus,Symmorphus
1451,itis,Diptera,Bombyliidae,Systropus,Systropus
1452,itis,Diptera,Hybotidae,Tachydromia,Tachydromia
1453,itis,Coleoptera,Chrysomelidae,Trirhabda,Trirhabda
1454,itis,Diptera,Tachinidae,Winthemia,Winthemia
1455,itis,Lepidoptera,Pieridae,Xanthidia,Xanthidia
1456,itis,Hymenoptera,Apidae,Bombus,Pyrobombus
1457,itis,Diptera,Syrphidae,Sericomyia,Sercomyia
1458,itis,Lepidoptera,Adelidae,Adela,Adela
1459,itis,Coleoptera,Melolonthidae,Macrodactylus,Macrodactlyus
1460,itis,Diptera,Syrphidae,Sphaerophoria,Shaerophoria
1461,itis,Diptera,Tabanidae,Hybomitra,Hybomitra
1462,itis,Diptera,Syrphidae,Pyrophaena,Pyrophaena
1463,itis,Lepidoptera,Hesperiidae,Thymelicus,Thymelicus
1464,itis,Hymenoptera,Megachilidae,Megachile,Acentron_lentifera
1465,itis,Lepidoptera,Nymphalidae,Agraulis,Agraulis_vanillae_maculosa
1466,itis,Coleoptera,Buprestidae,Agrilus,Agrilus_sp
1467,itis,Hymenoptera,Apidae,Alepidosceles,Alepidosceles_imitatrix
1468,itis,Lepidoptera,Nymphalidae,Anthanassa,Anthanassa_frisia_herma
1469,itis,Hymenoptera,Apidae,Apis,Apis_mellifera
1470,itis,Lepidoptera,Lycaenidae,Apodemia,Apodemia_sp
1471,itis,Hymenoptera,Andrenidae,Arhysosage,Arhysosage_melanica
1472,itis,Lepidoptera,Lycaenidae,Aricoris,Aricoris_sp
1473,itis,Lepidoptera,Pieridae,Ascia,Ascia_monuste
1474,itis,Araneae,Corinnidae,Battalus,Attalus_sp
1475,itis,Hymenoptera,Halictidae,Augochlora,Augochlora_semiramis
1476,itis,Coleoptera,Chrysomelidae,Babiohaltica,Babiohaltica_sp
1477,itis,Coleoptera,Chrysomelidae,Bruchini,Bruchini_sp
1478,itis,Hymenoptera,Formicidae,Camponotus,Camponotus_crassus
1479,itis,Hymenoptera,Formicidae,Camponotus,Camponotus_crispulus
1480,itis,Hymenoptera,Formicidae,Camponotus,Camponotus_mus
1481,itis,Coleoptera,Nitidulidae,Camptodes,Camptodes_vittata
1482,itis,Hymenoptera,Apidae,Centris,Centris_fuscata
1483,itis,Hymenoptera,Apidae,Centris,Centris_sp
1484,itis,Hymenoptera,Apidae,Centris,Centris_tarsata
1485,itis,Hymenoptera,Apidae,Centris,Centris_varia
1486,itis,Hymenoptera,Halictidae,Ceratalictus,Ceratalictus_sp
1487,itis,Hymenoptera,Apidae,Ceratina,Ceratina_
1488,itis,Lepidoptera,Hesperiidae,Chioides,Chioides_catillus
1489,itis,Diptera,Chloropidae,NA,Chloropidae_sp
1490,itis,Diptera,Calliphoridae,Chloroprocta,Chloroprocta_idioidea
1491,itis,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon_lucidus
1492,itis,Diptera,Bombyliidae,Chrysanthrax,Chrysanthrax_sp
1493,itis,Diptera,Syrphidae,Copestylum,Copestylum_sp
1494,itis,Diptera,Culicidae,NA,Culicidae_sp
1495,itis,Hymenoptera,Formicidae,Dolichoderus,Dolichoderus_bispinosus
1496,itis,Hymenoptera,Megachilidae,Epanthidium,Epanthidium_bicoloratum
1497,itis,Coleoptera,Tenebrionidae,Epitragus,Epitragus_sp
1498,itis,Coleoptera,Curculionidae,Eudiagogini,Eudiagogini_sp
1499,itis,Lepidoptera,Pieridae,Eurema,Eurema_elathea
1500,itis,Diptera,Bombyliidae,Exoprosopa,Exoprosopa_sp
1501,itis,Coleoptera,Curculionidae,Geraeus,Geraeus_sp
1502,itis,Diptera,Bombyliidae,Geron,Geron_sp
1503,itis,Lepidoptera,Pieridae,Glutophrissa,Glutophrissa_drusilla_drusilla
1504,itis,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus_hanno
1505,itis,Diptera,Calliphoridae,Hemilucilia,Hemilucilia_segmentaria
1506,itis,Lepidoptera,Hesperiidae,NA,Hesperiinae_sp
1507,itis,Lepidoptera,Hesperiidae,Hylephila,Hylephila_phyleus
1508,itis,Hymenoptera,Megachilidae,Larocanthidium,Larocanthidium_próx
1509,itis,Hymenoptera,Megachilidae,Megachile,Megachile_
1510,itis,Hymenoptera,Vespidae,Mischocyttarus,Mischocyttarus_sp
1511,itis,Hymenoptera,Formicidae,Nylanderia,Nylanderia_fulva
1512,itis,Diptera,Syrphidae,Palpada,Palpada_sp
1513,itis,Lepidoptera,Nymphalidae,Phystis,Phystis_simois_variegata
1514,itis,Hymenoptera,Apidae,Plebeia,Plebeia_catamarcensis
1515,itis,Diptera,Bombyliidae,Poecilognathus,Poecilognathus_sp
1516,itis,Hymenoptera,Eumenidae,Polistes,Polistes_sp
1517,itis,Hymenoptera,Megachilidae,Megachile,Pseudocentron_curvipes
1518,itis,Hymenoptera,Megachilidae,Megachile,Pseudocentron_sp
1519,itis,Diptera,Syrphidae,Pseudodorus,Pseudodorus_sp
1520,itis,Hymenoptera,Formicidae,Pseudomyrmex,Pseudomyrmex_gracilis
1521,itis,Hymenoptera,Colletidae,Ptiloglossa,Ptiloglossa_willinki
1522,itis,Lepidoptera,Hesperiidae,NA,Pyrginae_sp
1523,itis,Lepidoptera,Pieridae,Pyrisitia,Pyrisitia_leuce_leuce
1524,itis,Lepidoptera,Pieridae,Pyrisitia,Pyrisitia_nise
1525,itis,Lepidoptera,Riodinidae,NA,Riodinidae_sp
1526,itis,Diptera,Sarcophagidae,NA,Sarcophagidae_sp
1527,itis,Coleoptera,Chrysomelidae,Spintherophyta,Spintherophyta__sp
1528,itis,Lepidoptera,Lycaenidae,Strymon,Strymon_sp
1529,itis,Hymenoptera,Apidae,Tetragonisca,Tetragonisca_angustula
1530,itis,Coleoptera,Buprestidae,Tetragonoschema,Tetragonoschema_missionarium
1531,itis,Diptera,Syrphidae,Toxomerus,Toxomerus_sp
1532,itis,Diptera,Bombyliidae,Toxophora,Toxophora_aurea
1533,itis,Lepidoptera,Hesperiidae,Urbanus,Urbanus_dorantes
1534,itis,Hymenoptera,Vespidae,NA,Vespidae_sp
1535,itis,Hymenoptera,Apidae,Xylocopa,Xylocopa_aff
1536,itis,Hymenoptera,Apidae,Xylocopa,Xylocopa_sp
1537,itis,Hymenoptera,Apidae,Xylocopa,Xylocopa_splendidula
1538,itis,Lepidoptera,Nymphalidae,Yphthimoides,Yphthimoides_celmis
1539,itis,Blattodea,Blattellidae,Symploce,Symploce
1540,itis,Coleoptera,Chrysomelidae,Acanthoscelides,Acanthoscelides
1541,itis,Coleoptera,Nitidulidae,Conotelus,Conotelus
1542,itis,Coleoptera,Curculionidae,NA,Curculionidae
1543,itis,Coleoptera,Coccinellidae,Cycloneda,Cycloneda
1544,itis,Coleoptera,Chrysomelidae,Docema,Docema
1545,itis,Coleoptera,Cerambycidae,Euburia,Euburia
1546,itis,Coleoptera,Bostrichidae,Amphicerus,Galapaganus
1547,itis,Coleoptera,Laemophloeidae,Lathropus,Lathropus
1548,itis,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus
1549,itis,Coleoptera,Oedemeridae,Paroxacis,Paroxacis
1550,itis,Coleoptera,Curculionidae,Sitophilus,Sitophilus
1551,itis,Coleoptera,Tenebrionidae,Stomion,Stomion
1552,itis,Diptera,Chironomidae,Ablabesmyia,Ablabesmyian
1553,itis,Diptera,Asteiidae,NA,Asteiidae
1554,itis,Diptera,Sarcophagidae,Blaesoxipha,Balaesoxipha
1555,itis,Diptera,Tephritidae,Campiglossa,Campiglossa
1556,itis,Diptera,Canacidae,NA,Canaecidae
1557,itis,Diptera,Carnidae,NA,Carnidae
1558,itis,Diptera,Chamaemyiidae,NA,Chamaemyiidae
1559,itis,Diptera,Chloropidae,NA,Chloropidae
1560,itis,Diptera,Bombyliidae,Chrysanthrax,Chrysanthrax
1561,itis,Diptera,Muscidae,Cyrtoneuropsis,Cyrtoneuropsis
1562,itis,Diptera,NA,NA,Desyhela
1563,itis,Diptera,Drosophilidae,NA,Drosophilidae
1564,itis,Diptera,NA,NA,Ellioponeura
1565,itis,Hymenoptera,Encyrtidae,NA,Encyrtidae
1566,itis,Diptera,NA,NA,Galapagomya
1567,itis,Diptera,Sphaeroceridae,NA,Homalomitrinae
1568,itis,Diptera,Chloropidae,Liohippelates,Liohippelates
1569,itis,Diptera,Sarcophagidae,NA,Miltogramminae
1570,itis,Diptera,Mycetophilidae,NA,Mycetophilidae
1571,itis,Diptera,Asilidae,Ommatius,Ommatius
1572,itis,Diptera,Sarcophagidae,Oxysarcodexia,Oxysarcodexia
1573,itis,Diptera,Bombyliidae,Pieza,Pieza
1574,itis,Diptera,Syrphidae,Pseudodorus,Pseudodorus
1575,itis,Diptera,Psychodidae,NA,Psychodidae
1576,itis,Diptera,Sciaridae,NA,Sciaridae
1577,itis,Diptera,Tethinidae,NA,Tethinidae
1578,itis,Orthoptera,Tettigoniidae,NA,Tettigonidae
1579,itis,Diptera,Sarcophagidae,Tricharaea,Tricharaea
1580,itis,Diptera,Heleomyzidae,Trixoscelis,Trixoscelis
1581,itis,Hemiptera,Coreidae,Anasa,Anasa
1582,itis,Hemiptera,Miridae,Engytatus,Engytatus
1583,itis,Hemiptera,Rhopalidae,Niesthrea,Niesthrea
1584,itis,Hemiptera,Lygaeidae,Xyonysius,Xyonysius
1585,itis,Hemiptera,Aphididae,Aphis,Aphis
1586,itis,Hemiptera,Delphacidae,Nesosydne,Nesosydne
1587,itis,Hymenoptera,Braconidae,NA,Braconidae
1588,itis,Hymenoptera,NA,NA,Bycertis
1589,itis,Hymenoptera,Formicidae,Crematogaster,Crematogaster
1590,itis,Hymenoptera,Formicidae,Dorymyrmex,Dorymyrmex
1591,itis,Hymenoptera,Eucharitidae,Kapala,Kapala
1592,itis,Hymenoptera,Scelionidae,NA,Scelionidae
1593,itis,Hymenoptera,Sierolomorphidae,NA,Sierolomorphidae
1594,itis,Hymenoptera,Formicidae,Solenopsis,Solenopsis
1595,itis,Hymenoptera,Formicidae,Nylanderia,Nylanderia
1596,itis,Lepidoptera,Heliodinidae,NA,Aetole
1597,itis,Lepidoptera,Nymphalidae,Agraulis,Agraulis
1598,itis,Lepidoptera,Noctuidae,Amyna,Amyna
1599,itis,Lepidoptera,Erebidae,Anomis,Anomis
1600,itis,Lepidoptera,Noctuidae,Catabenoides,Catabenoides
1601,itis,Lepidoptera,Gelechiidae,Chionodes,Chionodes
1602,itis,Lepidoptera,Geometridae,Cyclophora,Cyclophora
1603,itis,Lepidoptera,Noctuidae,Elaphria,Elaphria
1604,itis,Lepidoptera,Sphingidae,Erinnyis,Erinnyis
1605,itis,Lepidoptera,Gelechiidae,Galagete,Galagete
1606,itis,Lepidoptera,Gelechiidae,NA,Gelechiidae
1607,itis,Lepidoptera,Gracillariidae,NA,Gracillariidae
1608,itis,Lepidoptera,Noctuidae,Heliocheilus,Heliocheilus
1609,itis,Lepidoptera,Heliodinidae,Heliodines,Heliodines
1610,itis,Lepidoptera,Lycaenidae,Hemiargus,Hemiargus
1611,itis,Lepidoptera,Sphingidae,Hyles,Hyles
1612,itis,Lepidoptera,Erebidae,Hypena,Hypena
1613,itis,Lepidoptera,Pterophoridae,Lantanophaga,Lantanophaga
1614,itis,Lepidoptera,NA,NA,Lepidoptera
1615,itis,Lepidoptera,Crambidae,Loxomorpha,Loxomorpha
1616,itis,Lepidoptera,Crambidae,Neohelvibotys,Neohelvibotys
1617,itis,Lepidoptera,Pyralidae,Nicetiodes,Nicetiodes
1618,itis,Lepidoptera,Noctuidae,NA,Noctuidae
1619,itis,Lepidoptera,Erebidae,Ommatochila,Ommatochila
1620,itis,Lepidoptera,Noctuidae,Ozarba,Ozarba
1621,itis,Lepidoptera,NA,NA,Paraeuxesta
1622,itis,Lepidoptera,Crambidae,Psara,Psara
1623,itis,Lepidoptera,Noctuidae,Pseudoplusia,Pseudoplusia
1624,itis,Lepidoptera,NA,NA,Spageuia
1625,itis,Lepidoptera,Crambidae,Spoladea,Spoladea
1626,itis,Lepidoptera,Noctuidae,Spragueia,Spragueia
1627,itis,Lepidoptera,Tortricidae,NA,Tortricidae
1628,itis,Lepidoptera,Crambidae,Udea,Udea
1629,itis,Neuroptera,Chrysopidae,Chrysopodes,Chrysopodes
1630,itis,Odonata,Coenagrionidae,Ischnura,Ischnura
1631,itis,Orthoptera,Acrididae,NA,Acrididae
1632,itis,Orthoptera,Tettigoniidae,Anaulocomera,Anaulocomera
1633,itis,Orthoptera,Gryllidae,NA,Gryllidae
1634,itis,Orthoptera,Acrididae,Schistocerca,Schistocerca
1635,itis,Passeriformes,Thraupidae,Camarhynchus,Camarhynchus
1636,itis,Passeriformes,Thraupidae,Geospiza,Geospiza
1637,itis,Passeriformes,Mimidae,Mimus,Mimus
1638,itis,Squamata,Tropiduridae,Microlophus,Microlophus
1639,itis,Thysanoptera,Phlaeothripidae,Haplothrips,Haplothrips
1640,itis,Coleoptera,Buprestidae,Acmaeoderella,Acmaeoderella
1641,itis,Coleoptera,Cerambycidae,Agapanthia,Agapanthia
1642,itis,Hymenoptera,Apidae,NA,Apidae
1643,itis,Hymenoptera,Pompilidae,Arachnospila,Arachnospila
1644,itis,Diptera,Asilidae,NA,Asilidae
1645,itis,Hymenoptera,Crabronidae,Bembecinus,Bembecinus
1646,itis,Diptera,Bombyliidae,Bombylella,Bombylella
1647,itis,Diptera,Bombyliidae,Bombylella,Bombylidae
1648,itis,Hemiptera,Miridae,Brachycoleus,Brachycoleus
1649,itis,Coleoptera,Buprestidae,NA,Buprestidae
1650,itis,Lepidoptera,Lycaenidae,Cacyreus,Cacyreus
1651,itis,Coleoptera,Cerambycidae,Calamobius,Calamobius
1652,itis,Lepidoptera,Lycaenidae,Callophrys,Callophrys
1653,itis,Coleoptera,Cantharidae,Cantharis,Cantharis
1654,itis,Coleoptera,Meloidae,Cerocoma,Cerocoma
1655,itis,Coleoptera,Melolonthidae,Chasmatopterus,Chasmatopterus
1656,itis,Hymenoptera,Chrysididae,Chrysura,Chrysura
1657,itis,Hymenoptera,Scoliidae,Colpa,Colpa
1658,itis,Hymenoptera,Cimbicidae,Corynis,Corynis
1659,itis,Hymenoptera,Melittidae,Dasypoda,Dasypoda
1660,itis,Diptera,Asilidae,Dasypogon,Dasypogon
1661,itis,Coleoptera,Curculionidae,Derelomus,Derelomus
1662,itis,Diptera,Bombyliidae,Dischistus,Dischistus
1663,itis,Hymenoptera,Vespidae,Euodynerus,Eodynerus
1664,itis,Hymenoptera,Apidae,Eucera,Eucera
1665,itis,Lepidoptera,Pieridae,Euchloe,Euchloe
1666,itis,Hymenoptera,Andrenidae,Flavipanurgus,Flavipanurgus
1667,itis,Lepidoptera,Lycaenidae,Glaucopsyche,Glaucopsyche
1668,itis,Coleoptera,Tenebrionidae,Heliotaurus,Heliotaurus
1669,itis,Hymenoptera,Megachilidae,Heriades,Heriades
1670,itis,Coleoptera,Chrysomelidae,Lachnaia,Lachnaia
1671,itis,Hymenoptera,Halictidae,Lasioglossum,Lasiglossum
1672,itis,Isopoda,Cymothoidae,Nerocila,Lomatia
1673,itis,Diptera,Asilidae,Machimus,Machimus
1674,itis,Coleoptera,Melyridae,Malachius,Malachius
1675,itis,Hymenoptera,Megalodontesidae,Megalodontes,Megalodontes
1676,itis,Hymenoptera,Scoliidae,Megascolia,Megascolia
1677,itis,Coleoptera,Meloidae,NA,Meloidae
1678,itis,Diptera,Syrphidae,Merodon,Merodon
1679,itis,Diptera,Syrphidae,Myathropa,Myathropa
1680,itis,Coleoptera,Mycteridae,Mycterus,Mycterus
1681,itis,Neuroptera,Nemopteridae,Nemoptera,Nemoptera
1682,itis,Coleoptera,Cerambycidae,Opsilia,Opsilia
1683,itis,Diptera,Tabanidae,Pangonius,Pangonius
1684,itis,Hymenoptera,Andrenidae,Panurgus,Panurgus
1685,itis,Diptera,Bombyliidae,Parageron,Parageron
1686,itis,Diptera,Syrphidae,Pelecocera,Pelecocera
1687,itis,Diptera,Syrphidae,Platynochaetus,Platynochaetus
1688,itis,Coleoptera,Cetoniidae,Protaetia,Potosia
1689,itis,Hymenoptera,Sphecidae,Prionyx,Prionyx
1690,itis,Hymenoptera,Halictidae,Pseudapis,Pseudapis
1691,itis,Hymenoptera,Megachilidae,Pseudoanthidium,Pseudoanthidium
1692,itis,Lepidoptera,Nymphalidae,Pyronia,Pyronia
1693,itis,Hemiptera,Reduviidae,NA,Reduviidae
1694,itis,Hymenoptera,Megachilidae,Rhodanthidium,Rhodanthidium
1695,itis,Diptera,Calliphoridae,Rhyncomyia,Rhyncomyia
1696,itis,Hymenoptera,Halictidae,Systropha,Systropha
1697,itis,Araneae,Thomisidae,Thomisus,Thomysus
1698,itis,Coleoptera,Cetoniidae,Tropinota,Tropinota
1699,itis,Diptera,Bombyliidae,Usia,Usia
1700,itis,Lepidoptera,Papilionidae,Zerynthia,Zerynthia
1701,itis,Lepidoptera,Nymphalidae,Aphantopus,Aphantopus
1702,itis,Coleoptera,Nitidulidae,Cateretes,Cateretes
1703,itis,Diptera,Empididae,Rhamphomyia,Holoclera
1704,itis,Lepidoptera,Nymphalidae,Maniola,Maniola
1705,itis,Diptera,Calliphoridae,Melinda,Melinda
1706,itis,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha
1707,itis,Diptera,Calliphoridae,Onesia,Onesia
1708,itis,Diptera,Muscidae,Phaonia,Phaonia
1709,itis,Coleoptera,Staphylinidae,Anthobium,Anthobium
1710,itis,Diptera,Sarcophagidae,Brachicoma,Brachicoma
1711,itis,Diptera,Stratiomyidae,Chloromyia,Chloromyia
1712,itis,Lepidoptera,Nymphalidae,Cynthia,Cynthia
1713,itis,Diptera,Muscidae,Dasyphora,Dasyphora
1714,itis,Lepidoptera,Lycaenidae,Polyommatus,Polyommatus
1715,itis,Diptera,Empididae,Rhamphomyia,Aclonempis
1716,itis,Diptera,Muscidae,Alloestylus,Alloestylus
1717,itis,Hymenoptera,NA,NA,Apocrita
1718,itis,Passeriformes,Chloropseidae,Chloropsis,Chloropsis
1719,itis,NA,NA,NA,Craspedochoeata
1720,itis,Diptera,Ephydridae,Discocerina,Discocerina
1721,itis,Diptera,Dolichopodidae,Hercostomus,Hercostomus
1722,itis,Diptera,Chloropidae,Oscinella,Oscinella
1723,itis,Coleoptera,Cerambycidae,Stenocorus,Stenocorus
1724,itis,Hemiptera,Miridae,Stenotus,Stenotus
1725,itis,Diptera,Anthomyiidae,Alliopsis,Alliopsis
1726,itis,Coleoptera,Apionidae,Apion,Apion
1727,itis,Diptera,Muscidae,Azelia,Azelia
1728,itis,Hymenoptera,Cephidae,Calameuta,Calameuta
1729,itis,Coleoptera,Cetoniidae,Cetonia,Cetonia
1730,itis,NA,NA,NA,Chloropis
1731,itis,Diptera,Chloropidae,Conioscinella,Conioscinella
1732,itis,Diptera,Anthomyiidae,Egle,Egle
1733,itis,Coleoptera,Chrysomelidae,Gastrophysa,Gastroidea
1734,itis,Hymenoptera,Crabronidae,Gorytes,Gorytes
1735,itis,Coleoptera,Cerambycidae,Grammoptera,Grammoptra
1736,itis,Coleoptera,Curculionidae,Gymnetron,Gymnetron
1737,itis,Hemiptera,Miridae,Hadrodemus,Hadrodemus
1738,itis,Diptera,Tabanidae,Haematopota,Haematopota
1739,itis,Diptera,Sarcophagidae,Heteronychia,Heteronychia
1740,itis,Diptera,Empididae,Hilara,Hilara
1741,itis,Coleoptera,Chrysomelidae,Hydrothassa,Hydrothassa
1742,itis,Diptera,Anthomyiidae,Hylemya,Hylemya
1743,itis,Lepidoptera,Nymphalidae,Aglais,Inachis
1744,itis,NA,NA,NA,Ischyrosyrphys
1745,itis,Coleoptera,Cerambycidae,Judolia,Judolia
