"","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Clusters"
"Acer saccharinum","Monoecious","monoecious","none",-0.844229699342505,"Open","actinomorphic",0.915351482981664,-0.130931217024407,-0.481273648378263,-0.641854940387504,-0.467922456376089,-0.178527306323144,-0.126980973876071,"tree","Perennial",7.57825215686786,4
"Achillea millefolium","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.211212022858246,-0.106725206451757,-0.146620526808462,-0.661333984470315,-0.50312694044596,-0.455098788277695,-0.120166398566761,"herb","Perennial",-0.396102042899081,4
"Achillea wilsoniana","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.142238746990497,1.76924061292863,-0.793616561843411,-0.471413304662909,-0.409248316259637,-0.399784491886785,-0.120166398566761,"herb","Perennial",-0.396102042899081,3
"Achyranthes bidentata","Hermaphrodite","self_compatible","none",0.419325841776479,"Tube","actinomorphic",-0.222707568836204,-0.106725206451757,-0.59282468890153,-0.690552550594531,-0.350574176143186,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Aciphylla glacialis","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.11924765503458,0.316879978569621,3.53456381045935,-0.654029342939261,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"Aciphylla scott-thomsonii","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.228455341825184,-0.0462101800201317,2.41905340522668,-0.654029342939261,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"Aciphylla simplicifolia","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.11924765503458,2.25336082438164,3.53456381045935,-0.678378148042774,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"Aciphylla subflabellata","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.176725384924371,1.04306029574913,2.41905340522668,-0.678378148042774,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"Aconitum piepunense","Hermaphrodite","self_compatible","high",2.24587439450366,"Open","zygomorphic",-0.228455341825184,-0.0462101800201317,-0.414343024064303,-0.130530033213718,-0.203888825852058,-0.455098788277695,-0.0935276041758222,"herb","Perennial",-0.396102042899081,5
"Acrothamnus montanus","Hermaphrodite","self_compatible","none",0.152436311408467,"Tube","actinomorphic",-0.147986519979476,-0.118828211738082,-0.481273648378263,-0.641854940387504,-0.482590991405202,-0.621041677450426,-0.126980973876071,"shrub","Perennial",-0.396102042899081,3
"Actaea rubra","Hermaphrodite","self_compatible","medium",0.384788974346311,"Open","actinomorphic",-0.205464249869267,-0.0704161905927819,-0.481273648378263,-0.520110914869936,1.18199436369852,-0.565727381059515,-0.115829850642655,"herb","Perennial",-0.396102042899081,1
"Actaea yunnanensis","Hermaphrodite","self_compatible","none",0.0593852180592783,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.481273648378263,-0.374018084248854,-0.403949540122331,-0.565727381059515,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Actinidia arguta","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.199716476880288,-0.130931217024407,0.0764815542380725,0.0155627974073632,-0.350574176143186,-0.0125844171504139,0.242245106519269,"vine","Perennial",0.489937312630578,4
"Actinidia rufa","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.199716476880288,-0.130931217024407,-0.648600209163163,-0.154878838317232,-0.350574176143186,-0.399784491886785,0.242245106519269,"shrub","Perennial",1.37597666816024,4
"Adenophora capillaris","Hermaphrodite","self_incompatible","low",-0.56331114535649,"Campanulate","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.648600209163163,-0.154878838317232,0.177493084904876,1.48090158540416,-0.035293960623537,"herb","Perennial",-0.396102042899081,2
"Adenophora jasionifolia","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.233053560216367,-0.143034222310732,-0.481273648378263,0.210353238235472,0.438006267021921,1.48090158540416,-0.00989417992519986,"herb","Perennial",-0.396102042899081,2
"Adenophora khasiana","Hermaphrodite","self_incompatible","low",-0.422851868363482,"Campanulate","actinomorphic",-0.222707568836204,0.0748198728431192,-0.146620526808462,0.94081739134088,0.564155668272291,1.92341595653144,0.0910854360218479,"herb","Perennial",-0.396102042899081,2
"Adenostyles alpina","Hermaphrodite","self_incompatible","none",-0.666942356802519,"Capitulum","actinomorphic",-0.211212022858246,0.0748198728431192,1.30354299999401,-0.174357882400043,-0.174551755793832,0.927758621495059,-0.124502946490868,"herb","Perennial",-0.396102042899081,3
"Aeginetia indica","Hermaphrodite","self_compatible","high",0.828779019986136,"Tube","zygomorphic",-0.234088159354383,-0.164819631826118,-0.418805065685233,0.346706546815148,1.55633537764148,0.651187139540508,-0.094766617868424,"herb","Perennial",-0.396102042899081,5
"Aeschynomene mollicula","Hermaphrodite","self_compatible","high",1.13523731965773,"Papilionaceous","zygomorphic",-0.233628337515265,-0.155137227597058,-0.880626373451559,-0.661333984470315,-0.227358481898638,-0.178527306323144,-0.120166398566761,"shrub","Perennial",-0.396102042899081,5
"Aeschynomene pratensis","Hermaphrodite","self_compatible","low",-0.0250009662807887,"Papilionaceous","zygomorphic",-0.232478782917469,-0.159978429711588,-0.860547186157371,-0.61750613528399,-0.174551755793832,-0.178527306323144,-0.120166398566761,"herb","Perennial",-0.396102042899081,2
"Aesculus glabra","Monoecious","self_compatible","none",0.13909563835477,"Tube","zygomorphic",0.915351482981664,-0.0462101800201317,0.857338837900942,-0.130530033213718,0.646886205836487,3.69347344104057,-0.125741960183469,"tree","Perennial",3.738748282906,3
"Aesculus hippocastanum","Hermaphrodite","self_compatible","none",-0.19505952479274,"Open","zygomorphic",2.06490608077749,0.0748198728431192,1.74974716208708,0.575585314788176,0.12468635880007,1.09370151066779,-0.125741960183469,"tree","Perennial",4.92013409027888,3
"Agalinis auriculata","Hermaphrodite","self_compatible","high",2.49167812924142,"Campanulate","zygomorphic",-0.233053560216367,-0.143034222310732,-0.258171567331729,-0.174357882400043,0.118818944788425,0.485244250367777,0.00407569945888559,"herb","Short lived",-0.396102042899081,5
"Agalinis purpurea","Hermaphrodite","self_compatible","high",2.24587439450366,"Campanulate","zygomorphic",-0.222707568836204,0.0748198728431192,0.411134675807874,0.0399116025108768,0.418057059382327,0.927758621495059,0.00931053231012824,"herb","Short lived",-0.396102042899081,5
"Agalinis tenuifolia","Hermaphrodite","self_compatible","high",2.24587439450366,"Campanulate","zygomorphic",-0.222707568836204,0.0748198728431192,-0.481273648378263,-0.252274058731286,0.0894818747301994,0.485244250367777,-0.0755619056330959,"herb","Short lived",1.996204217031,5
"Agarista salicifolia","Hermaphrodite","self_compatible","none",0.213319544930246,"Tube","actinomorphic",-0.00429219525499729,-0.0946222011654321,-0.704375729424797,-0.54445971997345,-0.145214685735606,0.0427298792404962,-0.125122453337168,"tree","Perennial",2.39492192701935,3
"Agastache nepetoides","Hermaphrodite","self_compatible","high",2.24587439450366,"Tube","zygomorphic",-0.0617699251447886,0.0748198728431192,-0.258171567331729,-0.612636374263288,-0.174551755793832,0.485244250367777,-0.126980973876071,"herb","Perennial",-0.204126849200988,5
"Agastache scrophulariaefolia","Hermaphrodite","self_compatible","high",0.984414208148561,"Tube","zygomorphic",-0.176725384924371,0.0748198728431192,-0.258171567331729,-0.568808525076963,-0.168684341782187,0.485244250367777,-0.126980973876071,"herb","Perennial",-0.337032752530437,5
"Ageratum conyzoides","Hermaphrodite","self_compatible","medium",0.981740901566593,"Capitulum","actinomorphic",-0.228455341825184,-0.130931217024407,-0.782461457791084,-0.447064499559395,-0.467922456376089,-0.621041677450426,-0.104678727409239,"herb","Short lived",-0.396102042899081,1
"Agrimonia pilosa","Hermaphrodite","self_compatible","none",0.391830241801281,"Open","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.52589406458757,-0.398366889352368,-0.585270736608992,-0.399784491886785,-0.128219987568673,"herb","Perennial",-0.396102042899081,3
"Agrimonia striata","Hermaphrodite","self_compatible","none",0.393367041426725,"Open","actinomorphic",-0.227305787227388,-0.0220041694474815,-0.52589406458757,-0.412976172414476,-0.585270736608992,-0.399784491886785,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Ajuga dictyocarpa","Hermaphrodite","self_compatible","high",1.01444208156834,"Tube","zygomorphic",-0.232478782917469,-0.155137227597058,-0.369722607854996,-0.422715694455882,-0.286032622015089,-0.0678987135413241,-0.126980973876071,"herb","Perennial",-0.396102042899081,5
"Ajuga forrestii","Hermaphrodite","self_compatible","high",1.43728316474555,"Tube","zygomorphic",-0.225006678031796,0.0264078516978189,-0.392032815959649,-0.325320474041827,-0.168684341782187,-0.0678987135413241,-0.126980973876071,"herb","Short lived",-0.396102042899081,5
"Ajuga reptans","Dioecious","self_compatible","none",-0.844229699342505,"Papilionaceous","zygomorphic",-0.227305787227388,-0.0220041694474815,-0.258171567331729,-0.203576448524259,0.265504295079554,0.374615657585957,-0.126980973876071,"herb","Perennial",-0.396102042899081,3
"Akebia quinata","Monoecious","monoecious","none",-0.844229699342505,"Open","actinomorphic",-0.228455341825184,-0.130931217024407,0.0764815542380725,-0.033134812799664,-0.497259526434314,-0.399784491886785,-0.106136986636838,"vine","Perennial",1.08063021631702,4
"Alangium platanifolium","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Tube","actinomorphic",0.340574184083751,-0.118828211738082,-0.59282468890153,-0.033134812799664,-0.0278664055027034,0.595872843149598,-0.110179948204391,"shrub","Perennial",0.194590860787359,3
"Albizia julibrissin","Hermaphrodite","self_incompatible","low",-0.387737049115231,"Brush","actinomorphic",2.06490608077749,-0.106725206451757,0.0764815542380725,-0.666203745491018,-0.409248316259637,0.817130028713238,-0.123263932798266,"tree","Perennial",1.96666957184668,2
"Alisma gramineum","Hermaphrodite","self_compatible","none",0.433880849950087,"Open","actinomorphic",-0.230754451020775,-0.0946222011654321,-0.793616561843411,-0.471413304662909,-0.497259526434314,-0.621041677450426,-0.117068864335257,"herb","Perennial",-0.396102042899081,3
"Allium ampeloprasum","Hermaphrodite","self_compatible","low",-0.141933314377467,"Open","actinomorphic",-0.205464249869267,0.437910031432872,0.18803259476134,-0.471413304662909,-0.350574176143186,3.19564477352238,-0.125741960183469,"herb","Perennial",-0.322265429938276,2
"Allium atrosanguineum","Hermaphrodite","self_compatible","low",-0.387737049115231,"Tube","actinomorphic",-0.228455341825184,-0.0462101800201317,-0.704375729424797,0.116273606296084,0.14040176723631,-0.150870158127689,-0.125741960183469,"herb","Perennial",-0.396102042899081,2
"Allium cyathophorum","Hermaphrodite","self_compatible","low",-0.387737049115231,"Tube","actinomorphic",-0.147986519979476,-0.106725206451757,-0.537049168639896,-0.593157330180477,-0.0588487040292298,-0.344470195495875,-0.12629951634514,"herb","Perennial",-0.396102042899081,2
"Allium macranthum","Hermaphrodite","self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.230179673721877,-0.082519195879107,2.19595132418015,0.210353238235472,0.822908626185842,0.817130028713238,-0.124502946490868,"herb","Perennial",-0.396102042899081,2
"Allium wallichii","Hermaphrodite","self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.230179673721877,-0.082519195879107,0.857338837900942,0.112958017821418,-0.350574176143186,0.263987064804137,-0.125741960183469,"herb","Perennial",-0.396102042899081,2
"Alocasia odora","Hermaphrodite","self_compatible","low",-0.387737049115231,"Spike","actinomorphic",-0.192819149293513,0.704176147732024,2.41905340522668,-0.666203745491018,-0.585270736608992,-0.621041677450426,-0.125741960183469,"herb","Perennial",-0.322265429938276,2
"Aloysia gratissima","Hermaphrodite","self_compatible","medium",1.54357800953862,"Tube","actinomorphic",-0.00429219525499729,-0.0462101800201317,-0.704375729424797,-0.661333984470315,-0.51486176846925,-0.510413084668605,-0.128219987568673,"shrub","Perennial",-0.174592204016666,1
"Alpinia","Hermaphrodite","self_compatible","low",0.446913675119666,"Tube","actinomorphic",-0.230179673721877,-0.082519195879107,0.0764815542380725,0.411943164428863,0.573385899033269,1.48090158540416,-0.055118179705166,"herb","Perennial",-0.236682457471118,2
"Alpinia formosana","Hermaphrodite","self_compatible","low",-0.387737049115231,"Tube","zygomorphic",-0.230179673721877,-0.082519195879107,0.0764815542380725,0.020432558428066,0.529537925603585,1.48090158540416,-0.101581193177734,"herb","Perennial",-0.0269189780950563,2
"Alpinia intermedia","Hermaphrodite","self_compatible","low",-0.387737049115231,"Tube","zygomorphic",-0.226156232629592,0.00220184112516868,0.0764815542380725,-0.033134812799664,0.236167225021328,1.48090158540416,-0.103439713716637,"herb","Perennial",-0.322265429938276,2
"Alstonia macrophylla","Hermaphrodite","self_compatible","none",-0.149444895189156,"Tube","actinomorphic",0.513007373753125,0.14743790456107,1.30354299999401,-0.154878838317232,-0.32123710608496,-0.178527306323144,-0.0860935220202114,"tree","Perennial",4.35897583177676,3
"Alternanthera echinocephala","Hermaphrodite","self_compatible","low",-0.791557470470127,"Campanulate","actinomorphic",0.340574184083751,-0.0704161905927819,-0.258171567331729,-0.2766228638348,-0.174551755793832,-0.621041677450426,-0.128839494414974,"shrub","Perennial",-0.322265429938276,2
"Alternanthera filifolia","Hermaphrodite","self_compatible","none",0.339796980624165,"Tube","actinomorphic",0.340574184083751,-0.0704161905927819,-0.258171567331729,-0.408106411393773,-0.168097600381022,-0.621041677450426,-0.128839494414974,"shrub","Perennial",-0.396102042899081,3
"Ambrosia trifida","Monoecious","monoecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.11924765503458,2.25336082438164,-0.146620526808462,-0.641854940387504,-0.497259526434314,-0.510413084668605,-0.110179948204391,"herb","Short lived",-0.0564536232793784,4
"Amelanchier arborea","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Open","actinomorphic",0.915351482981664,-0.155137227597058,1.30354299999401,0.453841289270608,0.236167225021328,-0.421910210443149,-0.123263932798266,"tree","Perennial",1.52364989408185,3
"Ammannia coccinea","Hermaphrodite","self_compatible","high",2.24587439450366,"Tube","actinomorphic",-0.193968703891309,-0.155137227597058,-0.59282468890153,-0.54445971997345,-0.409248316259637,-0.565727381059515,-0.128839494414974,"herb","Short lived",-0.396102042899081,1
"Amorpha canescens","Hermaphrodite","self_compatible","medium",0.999298311190719,"Tube","zygomorphic",0.110663264524585,0.232158941565345,-0.59282468890153,-0.654029342939261,-0.379911246201412,-0.455098788277695,-0.128219987568673,"shrub","Perennial",-0.396102042899081,1
"Amorpha fruticosa","Hermaphrodite","self_compatible","high",0.82262350732991,"Tube","zygomorphic",0.340574184083751,0.0264078516978189,-0.59282468890153,-0.629680537835747,-0.379911246201412,-0.233841602714055,-0.128219987568673,"shrub","Perennial",-0.174592204016666,5
"Ampelamus laevis","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Open","actinomorphic",-0.225581455330694,-0.0220041694474815,-0.258171567331729,-0.412976172414476,-0.291900036026735,-0.0678987135413241,-0.0855747178993998,"herb","Perennial",1.08063021631702,3
"Ampelopsis glandulosa","Hermaphrodite","self_compatible","none",-0.209552455461811,"Open","actinomorphic",0.915351482981664,0.0748198728431192,-0.704375729424797,-0.690552550594531,-0.386415512207541,-0.621041677450426,-0.126980973876071,"vine","Perennial",0.785283764473798,3
"Amphicarpaea bracteata","Hermaphrodite","self_compatible","high",2.24587439450366,"Papilionaceous","zygomorphic",-0.199716476880288,-0.118828211738082,-0.59282468890153,-0.471413304662909,0.236167225021328,-0.0125844171504139,-0.126980973876071,"herb","Short lived",-0.396102042899081,5
"Anaphalioides alpinum","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.233858248434824,-0.164819631826118,-0.436653232168956,0.307748458649526,-0.0572034755609291,-0.322344476939511,-0.0160892483882089,"shrub","Perennial",0.194590860787359,3
"Anaphalioides bellidioides","Hermaphrodite","self_incompatible","none",0.213428656414842,"Capitulum","actinomorphic",-0.228455341825184,-0.164819631826118,-0.537049168639896,0.088609212717904,-0.291900036026735,-0.322344476939511,-0.0235233305438198,"herb","Perennial",-0.396102042899081,3
"Anaphalis nepalensis","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.233053560216367,-0.143034222310732,-0.612903876195718,-0.0769626619859885,-0.0572034755609291,-0.621041677450426,-0.0675083166311842,"herb","Perennial",-0.396102042899081,3
"Anchusa azurea","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Tube","actinomorphic",-0.228455341825184,-0.130931217024407,0.18803259476134,-0.203576448524259,-0.174551755793832,-0.233841602714055,-0.126980973876071,"herb","Perennial",-0.396102042899081,3
"Andromeda glaucophylla","Hermaphrodite","partially_self_compatible","low",0.56036307058757,"Campanulate","actinomorphic",-0.142238746990497,-0.138193020196202,-0.481273648378263,-0.54445971997345,-0.403380902247992,-0.460630217916786,-0.100342179485132,"shrub","Perennial",-0.396102042899081,2
"Andryala integrifolia","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Capitulum","actinomorphic",-0.231904005618571,-0.135772419138937,-0.603979792953857,-0.0574836179031776,-0.409248316259637,0.374615657585957,-0.0829959877887068,"herb","Perennial",-0.396102042899081,3
"Anemone demissa","Hermaphrodite","self_compatible","none",-0.133545087740064,"Open","actinomorphic",-0.232478782917469,-0.155137227597058,2.41905340522668,1.76867676486034,-0.403380902247992,-0.521475943946787,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Anemone hepatica","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Open","actinomorphic",-0.232478782917469,-0.164819631826118,-0.369722607854996,0.453841289270608,-0.585270736608992,-0.510413084668605,-0.120166398566761,"herb","Perennial",-0.396102042899081,2
"Anemone rivularis","Hermaphrodite","self_compatible","medium",0.033640781863792,"Open","actinomorphic",-0.231904005618571,-0.164819631826118,-0.481273648378263,0.210353238235472,-0.350574176143186,-0.621041677450426,-0.0675083166311842,"herb","Perennial",-0.396102042899081,1
"Anemone rupestris","Hermaphrodite","self_compatible","none",0.268904687505056,"Open","actinomorphic",-0.232478782917469,-0.164819631826118,-0.369722607854996,0.453841289270608,-0.227358481898638,-0.344470195495875,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Anemonella thalictroides","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Open","actinomorphic",-0.232478782917469,-0.164819631826118,-0.514738960535243,0.137306822924931,-0.350574176143186,-0.621041677450426,-0.128839494414974,"herb","Perennial",-0.396102042899081,3
"Anethum graveolens","Hermaphrodite","self_compatible","high",0.721457334491151,"Open","actinomorphic",-0.0502743791668304,3.70572145874065,0.18803259476134,-0.714901355698045,-0.579403322597346,-0.621041677450426,-0.128219987568673,"herb","Short lived",-0.396102042899081,1
"Angelica archangelica","Hermaphrodite","partially_self_compatible","none",-0.293425508518991,"Open","actinomorphic",-0.00429219525499729,4.67396188164665,1.30354299999401,-0.54445971997345,-0.585270736608992,-0.565727381059515,-0.128219987568673,"herb","Perennial",-0.396102042899081,3
"Angelica polymorpha","Hermaphrodite","self_compatible","none",0.308632493694759,"Open","actinomorphic",-0.11924765503458,2.25336082438164,0.18803259476134,-0.714901355698045,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,3
"Angelica pubescens","Hermaphrodite","self_compatible","none",0.268717512901954,"Open","actinomorphic",-0.0502743791668304,3.70572145874065,0.18803259476134,-0.714901355698045,-0.585270736608992,-0.621041677450426,-0.125741960183469,"herb","Perennial",-0.248428816977471,3
"Angelica sylvestris","Hermaphrodite","self_compatible","none",-0.0200085390560466,"Open","actinomorphic",-0.0617699251447886,3.46366135301415,2.97680860784302,-0.54445971997345,-0.585270736608992,-0.565727381059515,-0.128219987568673,"herb","Perennial",-0.174592204016666,3
"Anisotome aromatica","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.211212022858246,0.316879978569621,-0.59282468890153,-0.568808525076963,-0.585270736608992,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,4
"Anisotome flexuosa","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.176725384924371,-0.152716626539793,-0.59282468890153,-0.568808525076963,-0.585270736608992,-0.621041677450426,-0.128219987568673,"shrub","Perennial",-0.396102042899081,4
"Antennaria alpina","Monoecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.233628337515265,-0.155137227597058,-0.72668593752945,-0.714901355698045,-0.359375297160654,-0.178527306323144,-0.0922885904832204,"herb","Perennial",-0.396102042899081,4
"Antennaria plantaginifolia","Dioecious","dioecious","none",-0.844229699342505,"Capitulum","actinomorphic",-0.232478782917469,-0.130931217024407,-0.233184134254517,-0.471413304662909,-0.403380902247992,-0.178527306323144,-0.0922885904832204,"herb","Perennial",-0.396102042899081,4
"Anthemis cotula","Hermaphrodite","partially_self_compatible","low",-0.387737049115231,"Capitulum","actinomorphic",-0.233053560216367,-0.164819631826118,-0.458963440273609,-0.61750613528399,-0.0865405456191548,-0.399784491886785,-0.0582157139366706,"herb","Short lived",-0.396102042899081,1
"Anthriscus sylvestris","Monoecious","self_compatible","medium",0.929068672694215,"Open","zygomorphic",-0.142238746990497,1.76924061292863,-0.62629000105851,-0.54445971997345,-0.537838307789187,-0.621041677450426,-0.128219987568673,"herb","Perennial",-0.396102042899081,5
"Antidesma japonicum","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",-0.11924765503458,-0.0946222011654321,-0.704375729424797,-0.702726953146288,-0.570602201579879,-0.621041677450426,-0.128777543730344,"shrub","Perennial",0.785283764473798,4
"Antidesma madagascariense","Dioecious","dioecious","none",-0.844229699342505,"Open","actinomorphic",0.340574184083751,-0.0462101800201317,-0.704375729424797,-0.666203745491018,-0.52659659649254,-0.621041677450426,-0.128219987568673,"tree","Perennial",1.996204217031,4
"Antirhea borbonica","Hermaphrodite","self_compatible","none",0.390579455611285,"Tube","actinomorphic",-0.00429219525499729,-0.106725206451757,-0.704375729424797,-0.714901355698045,-0.344706762131541,-0.455098788277695,-0.128219987568673,"shrub","Perennial",0.489937312630578,3
"Aphloia theiformis","Hermaphrodite","dioecious","none",-0.727148363887864,"Brush","actinomorphic",-0.00429219525499729,-0.152716626539793,0.857338837900942,0.210353238235472,-0.110010201665735,-0.621041677450426,-0.125741960183469,"tree","Perennial",0.785283764473798,3
"Apios americana","Hermaphrodite","partially_self_compatible","none",-0.844229699342505,"Open","zygomorphic",-0.176725384924371,-0.082519195879107,0.18803259476134,-0.0769626619859885,0.030807734613748,-0.609978818172244,-0.122334672528814,"herb","Perennial",0.194590860787359,3
"Apocynum cannabinum","Hermaphrodite","self_incompatible","none",-0.844229699342505,"Campanulate","actinomorphic",-0.142238746990497,0.0264078516978189,-0.369722607854996,-0.641854940387504,-0.462055042364444,-0.621041677450426,0.0737392443254225,"herb","Perennial",-0.322265429938276,3
"Aquilegia canadensis","Hermaphrodite","self_compatible","none",0.841281624573585,"Open","actinomorphic",-0.232478782917469,-0.164819631826118,-0.389801795149184,0.410013440084284,0.594079479731681,0.60693570242778,-0.0559854892899873,"herb","Perennial",-0.396102042899081,3
"Arabis alpina","Hermaphrodite","self_compatible","high",2.24587439450366,"Tube","actinomorphic",-0.232478782917469,-0.130931217024407,-0.0350694862851946,-0.320450713021124,-0.203888825852058,-0.621041677450426,-0.127910234145523,"herb","Perennial",-0.396102042899081,1
"Aralia cordata","Hermaphrodite","self_compatible","none",0.0339607957775377,"Open","actinomorphic",0.398051913973542,2.73748103583464,-0.704375729424797,-0.666203745491018,-0.585270736608992,-0.609978818172244,-0.12636146702977,"herb","Perennial",-0.396102042899081,3
"Aralia elata","Monoecious","monoecious","none",-0.568088416973103,"Open","actinomorphic",1.49012878187958,4.67396188164665,-0.704375729424797,-0.690552550594531,-0.585270736608992,-0.609978818172244,-0.12636146702977,"tree","Perennial",0.785283764473798,4
"Arctium lappa","Hermaphrodite","self_compatible","medium",0.929068672694215,"Capitulum","actinomorphic",-0.222707568836204,-0.159978429711588,-0.291636879488709,0.624282924995203,0.321107791700818,1.48090158540416,-0.104678727409239,"herb","Short lived",-0.218894171793149,1
"Arctium minus","Hermaphrodite","self_compatible","medium",0.929068672694215,"Capitulum","actinomorphic",-0.231329228319673,-0.147875424425262,0.411134675807874,2.15825764651656,1.70302072793261,0.927758621495059,-0.110873795872248,"herb","Short lived",-0.396102042899081,1
