"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Staphylea bumalda","Crossosomatales","Staphyleaceae","Staphylea","Staphylea bumalda","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",750,5,12,2.1,6.1,7,24,"shrub","Perennial",3.5
"Staphylea trifolia","Ericales","Ericaceae","Staphylea","Staphylea trifolia","Hermaphrodite","partially_self_compatible","none",0,"Campanulate","actinomorphic",400,5,35,6.5,7,5,24,"shrub","Perennial",3.5
"Stauntonia hexaPhylla","Ranunculales","Lardizabalaceae","Stauntonia","Stauntonia hexaphylla","Monoecious","monoecious","none",0,"Campanulate","actinomorphic",1500,15,75,15,15,5,314.340564252009,"vine","Perennial",3.5
"Stegolepsis angustata","Poales","Rapateaceae","Stegolepis","Stegolepis angustata","Hermaphrodite","partially_self_compatible","low",23,"Tube","actinomorphic",35,35,25,12,19.5,20,15.68,"herb","Perennial",0.001
"Steironema quadriflorum","Ericales","Primulaceae","Steironema","Steironema quadriflorum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,14.5,14.5,4,4.75,25,"herb","Perennial",0.001
"Stellaria graminea","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria graminea","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",10,5,9.5,9.5,2,3,60,"herb","Perennial",0.001
"Stellaria longifolia","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria longifolia","Hermaphrodite","self_compatible","none",35.4408813407727,"Open","actinomorphic",20,5,9,9,1.1,1,60,"herb","Perennial",0.001
"Stellaria longipes","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria longipes","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",40,3,9.1,9.1,2,2.25,60,"herb","Perennial",0.001
"Stellaria palustris","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria palustris","Hermaphrodite","self_compatible","none",33.6028948036194,"Open","actinomorphic",3,1,16,16,3.2,3,60,"herb","Perennial",0.001
"Stellaria uchiyamana","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uchiyamana","Hermaphrodite","self_compatible","none",35.0613156627811,"Open","actinomorphic",15,1,10,10,2,0.001,60,"herb","Perennial",0.001
"Stellaria alsine","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria uliginosa","Hermaphrodite","self_compatible","none",36.0737347005498,"Open","actinomorphic",10,1,6,6,2,0.001,60,"herb","Perennial",0.001
"Stellaria yunnanensis","Caryophyllales","Caryophyllaceae","Stellaria","Stellaria yunnanensis","Hermaphrodite","self_compatible","none",34.9225219650631,"Open","actinomorphic",40,5,10.5,10.5,2,4.5,60,"herb","Perennial",0.001
"Stellera chamaejasme","Malvales","Thymelaeaceae","Stellera","Stellera chamaejasme","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",1000,25,30,6,18,3,31.12,"herb","Perennial",0.001
"Stenactis annuus","Asterales","Asteraceae","Stenactis","Stenactis annua","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",10,5,31.12,31.12,8,2.2,200,"herb","Short lived",0.001
"Stenanthium angustifolium","Liliales","Melanthiaceae","Stenanthium","Stenanthium gramineum","Hermaphrodite","self_compatible","none",21.8731618874779,"Open","actinomorphic",150,150,45,15,7.5,0.001,21,"herb","Perennial",0.001
"Stephanandra incisa","Rosales","Rosaceae","Stephanandra","Stephanandra incisa","Hermaphrodite","self_compatible","none",18.0621114911524,"Open","actinomorphic",75,20,20,4.5,2,2,2,"shrub","Perennial",1.25
"Stillingia lineata","Malpighiales","Euphorbiaceae","Stillingia","Stillingia lineata","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,15,5,1,1,1,3,"shrub","Perennial",4.1
"Strophostyles helvola","Fabales","Fabaceae","Strophostyles","Strophostyles helvula","Hermaphrodite","self_compatible","high",67.4542330013523,"Papilionaceous","zygomorphic",15,1,12.1,12.1,10.1,10,10,"vine","Short lived",2
"Strophostyles pauciflora","Fabales","Fabaceae","Strophostyles","Strophostyles leiosperma","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",1,1,7,7,6,6,5.3,"vine","Short lived",0.001
"Stylidium graminifolium","Asterales","Stylidiaceae","Stylidium","Stylidium graminifolium","Hermaphrodite","partially_self_compatible","low",13,"Tube","actinomorphic",25,25,50,10,7.5,5,117.6,"herb","Perennial",0.001
"Stylosanthes biflora","Fabales","Fabaceae","Stylosanthes","Stylosanthes biflora","Hermaphrodite","self_compatible","high",59.8556185415406,"Papilionaceous","zygomorphic",10,1,8.1,8.1,9,9.5,2,"herb","Perennial",2.4
"Stylosanthes hamata","Fabales","Fabaceae","Stylosanthes","Stylosanthes hamata","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",5,1,4.5,4.5,4.5,4.5,2.5,"herb","Short lived",0.001
"Succisa pratensis","Dipsacales","Caprifoliaceae","Succisa","Succisa pratensis","Dioecious","self_compatible","none",0,"Capitulum","actinomorphic",450,50,25,3.5,3.37482271672141,8,1,"herb","Perennial",0.001
"Suriana maritima","Fabales","Surianaceae","Suriana","Suriana maritima","Hermaphrodite","self_compatible","low",20,"Open","actinomorphic",200,1,20,20,3,4,10,"shrub","Perennial",2.5
"Swertia bimaculata","Gentianales","Gentianaceae","Swertia","Swertia bimaculata","Hermaphrodite","self_compatible","medium",36.4,"Open","actinomorphic",10,25,70,22.5,5,5,73.3,"herb","Short lived",1.15
"Swertia forrestii","Gentianales","Gentianaceae","Swertia","Swertia forrestii","Hermaphrodite","self_compatible","none",22.5573243012413,"Open","actinomorphic",10,10,35,17.5,6.81142472552384,0.001,73.3,"herb","Perennial",0.001
"Symphoricarpos orbicularis","Dipsacales","Caprifoliaceae","Symphoricarpos","Symphoricarpos orbicularis","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",1532.86760598638,25,20,2.5,4,1.5,2,"shrub","Perennial",1
"Aster anomalus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum anomalus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,4,25,25,7,5,70,"herb","Perennial",1.2
"Aster sagittifolius","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum cordifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,15,50,15.5,5,5,28.5,"herb","Perennial",0.001
"Aster ericoides villosus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum ericoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,15,50,12,8.1,3.8,28.5,"herb","Perennial",0.001
"Aster paniculatus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",150,10,90,28.1,8,5,28.5,"herb","Perennial",1.3
"Aster lateriflorus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",50,15,50,12,4,5,30,"herb","Perennial",0.001
"Aster novaeangliae","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum nova-angliciae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,25,60,28,21.1,4,70,"herb","Perennial",0.001
"Aster turbinellus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum turbinellum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,5,27.1,27.1,20.1,5,34.5,"herb","Perennial",0.001
"Symplocos microcalyx","Ericales","Symplocaceae","Symplocos","Symplocos microcalyx","Hermaphrodite","self_incompatible","none",0,"Brush","actinomorphic",1000,15,10,10,5.29829980027094,3,8,"shrub","Perennial",2
"Symplocos chinensis","Ericales","Symplocaceae","Symplocos","Symplocos paniculata","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",7000,15,9,9,4.95829561482809,3,8,"shrub","Perennial",2
"Synqonanthus caulescens","Poales","Eriocaulaceae","Syngonanthus","Syngonanthus caulescens","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,1,5,2,1,0.001,2,"herb","Perennial",0.001
"Syzygium commersonii","Myrtales","Myrtaceae","Syzygium","Syzygium commersonii","Hermaphrodite","self_compatible","none",28.9960885031574,"Open","actinomorphic",1779.92900335316,250,36.9271340193564,15.2784980495054,11.6983105476553,6.96478942044281,32,"shrub","Perennial",0.001
"Syzygium coriaceum","Myrtales","Myrtaceae","Syzygium","Syzygium coriaceum","Hermaphrodite","self_compatible","high",39.3040817608112,"Open","actinomorphic",500,25,33.5968095403271,12.9826179725307,10.3799019883929,6.67343503756544,32,"herb","Perennial",1.36778588973642
"Syzygium glomeratum","Myrtales","Myrtaceae","Syzygium","Syzygium glomeratum","Hermaphrodite","self_compatible","none",19.2905362995636,"Brush","actinomorphic",1000,25,48.4417244519549,9.52430454370553,7.77871866406477,1,15,"tree","Perennial",5
"Syzygium jambos","Myrtales","Myrtaceae","Syzygium","Syzygium jambos","Hermaphrodite","self_compatible","medium",72.5,"Brush","actinomorphic",1000,25,150,75,75,40,60,"tree","Perennial",9.5
"Syzygium mauritianum","Myrtales","Myrtaceae","Syzygium","Syzygium mauritianum","Hermaphrodite","self_compatible","low",13,"Brush","actinomorphic",7765.98279695449,5,80,19.1,20,15.25,32,"tree","Perennial",4.5
"Syzygium petrinese","Myrtales","Myrtaceae","Syzygium","Syzygium petrinense","Hermaphrodite","self_compatible","none",19.0639841880616,"Brush","actinomorphic",7040.17082150874,100,47.4219855753823,10.2355808085241,8.21743956596767,5.61026813326253,32,"tree","Perennial",4.75125131677819
"Syzygium venosum","Myrtales","Myrtaceae","Syzygium","Syzygium venosum","Hermaphrodite","self_compatible","none",17.0928316560855,"Brush","actinomorphic",2500,35,50,16,14.9028681378892,12.5,18,"tree","Perennial",4.5
"Syzygium wrightii","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17
"Tabernaemontana persicarifolia","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1345.75797264546,10,43.9857701915461,18.9401536968594,10.3428019010324,5.2474489177839,80,"herb","Perennial",1.58424494783654
"Taenidia integerrima","Apiales","Apiaceae","Taenidia","Taenidia integerrima","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",250,250,100,3,3,2,1.1,"herb","Perennial",0.001
"Talinum triangulare","Caryophyllales","Talinaceae","Talinum","Talinum fruticosum","Hermaphrodite","self_compatible","high",94,"Open","actinomorphic",15,5,20,20,7,1.2,50,"herb","Perennial",0.001
"Tamarindus indica","Fabales","Fabaceae","Tamarindus","Tamarindus indica","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",5000,15,40,20,20,5,14,"tree","Perennial",19.1
"Tambourissa peltata","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","Dioecious","dioecious","none",0,"Open","zygomorphic",25,1,15.5,15.5,8,0.001,450,"tree","Perennial",13.5
"Taraxacum arctogenum","Asterales","Asteraceae","Taraxacum","Taraxacum arctogenum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,22.5,22.5,19,10,45,"herb","Perennial",0.001
"Taraxacum vulgare","Asterales","Asteraceae","Taraxacum","Taraxacum campylodes","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,29.1,29.1,8.5,12,45,"herb","Perennial",0.001
"Taraxacum mongolicum","Asterales","Asteraceae","Taraxacum","Taraxacum mongolicum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,2,32.5,32.5,12.1025705587364,6,45,"herb","Perennial",0.001
"Taraxacum phymatocarpum","Asterales","Asteraceae","Taraxacum","Taraxacum phymatocarpum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,22.5,22.5,15.1,10,45,"herb","Perennial",0.001
"Tephrosia virginiana","Fabales","Fabaceae","Tephrosia","Tephrosia virginiana","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",15,15,40,17.5,17.5,9.5,8,"herb","Perennial",0.001
"Ternstroemia crassifolia","Ericales","Pentaphylacaceae","Ternstroemia","Ternstroemia crassifolia","Monoecious","partially_self_compatible","low",1.6,"Open","actinomorphic",7893.72745573361,15,30,15,10,0.001,3.12,"tree","Perennial",5.51290840704685
"Euodia meliifolia","Sapindales","Rutaceae","Tetradium","Tetradium glabrifolium","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,200,150,3,3,0.001,9,"tree","Perennial",12.5
"Tetramerium nervosum","Lamiales","Acanthaceae","Tetramerium","Tetramerium nervosum","Hermaphrodite","self_compatible","medium",54.2,"Tube","zygomorphic",10,10,35,11,14.1,14,4,"herb","Perennial",0.001
"Teucrium canadense","Lamiales","Lamiaceae","Teucrium","Teucrium canadense","Hermaphrodite","self_compatible","high",42.7912651895813,"Open","zygomorphic",40,40,30,3.5,8,15,4,"herb","Perennial",0.001
"Teucrium fruticans","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","Hermaphrodite","partially_self_compatible","none",24.1822197963629,"Open","zygomorphic",200,15,50,9,19.1,22,4,"shrub","Perennial",1.25
"Thalia geniculata","Zingiberales","Marantaceae","Thalia","Thalia geniculata","Hermaphrodite","self_compatible","high",47.2391173769515,"Open","zygomorphic",50,10,5,5,9.5,4,3,"herb","Perennial",1.75
"Thalictrum dasycarpum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","Dioecious","dioecious","none",0,"Brush","actinomorphic",650,650,120,3,5,4,12,"shrub","Perennial",1.2
"Thalictrum delavayi","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum delavayi","Hermaphrodite","self_compatible","none",21.6808862848749,"Open","actinomorphic",300,50,200,19.1,2.1,4,18.5,"herb","Perennial",1.3
"Thalictrum rostellatum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum rostellatum","Hermaphrodite","self_compatible","none",35.2562174792693,"Open","actinomorphic",150,30,20,5,1,3,5.5,"herb","Perennial",0.001
"Thapsia villosa","Apiales","Apiaceae","Thapsia","Thapsia villosa","Monoecious","self_compatible","none",21.3953594113599,"Open","actinomorphic",250,250,10,10,2,0.001,1,"herb","Perennial",1
"Thaspium aureum atropurpurem","Apiales","Apiaceae","Thaspium","Thaspium trifoliatum","Hermaphrodite","partially_self_compatible","low",21.25,"Open","actinomorphic",150,150,65,2.5,1,1.42,2,"herb","Perennial",0.001
"Thespesia populnea","Malvales","Malvaceae","Thespesia","Thespesia populnea","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",1000,3,60,60,60,4,22.5,"tree","Perennial",7.5
"Thlaspi arvense","Brassicales","Brassicaceae","Thlaspi","Thlaspi arvense","Hermaphrodite","partially_self_compatible","medium",40,"Open","actinomorphic",150,30,30,5,5.62129789309704,0.001,12,"herb","Short lived",0.001
"Thymelaea hirusta","Malvales","Thymelaeaceae","Thymelaea","Thymelaea hirsuta","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",400,3,11,3.75,2.5,0.001,1,"shrub","Perennial",1.5
"Thymophylla_pentachaeta","Asterales","Asteraceae","Thymophylla","Thymophylla pentachaeta","Hermaphrodite","self_compatible","none",29.8204064940902,"Open","actinomorphic",10,1,8.5,8.5,5.5,3,120,"herb","Perennial",0.001
"Thymus mastichina","Lamiales","Lamiaceae","Thymus","Thymus mastichina","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,15,55,3,14,20,4,"shrub","Perennial",0.001
"Tibetia himalaica","Fabales","Fabaceae","Tibetia","Tibetia himalaica","Hermaphrodite","self_compatible","high",63.0400513646469,"Papilionaceous","zygomorphic",1,1,8,8,2.5,1,94.1858653031551,"herb","Perennial",0.001
"Tibouchina fraterna","Myrtales","Melastomataceae","Tibouchina","Tibouchina fraterna","Hermaphrodite","self_compatible","low",0,"Open","actinomorphic",150,4,100,30,5,15,78.77,"shrub","Perennial",2.18980790278075
"Tilia americana","Malvales","Malvaceae","Tilia","Tilia americana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5000,5,90,12,11,5,10,"tree","Perennial",30
"Tillandsia didisticha","Poales","Bromeliaceae","Tillandsia","Tillandsia didisticha","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,25,4,17.5,8.1,131,"herb","Perennial",0.001
"Timonius flavescens","Gentianales","Rubiaceae","Timonius","Timonius sechellensis","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,5,3,3,6.5,6,4,"tree","Perennial",6
"Tiquilia darwinii","Boraginales","Boraginaceae","Tiquilia","Tiquilia darwinii","Hermaphrodite","self_compatible","none",36.6792491838852,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.001,4,"herb","Perennial",0.001
"Tiquilia fusca","Boraginales","Boraginaceae","Tiquilia","Tiquilia fusca","Hermaphrodite","self_compatible","none",36.6784624291196,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.001,4,"herb","Perennial",0.001
"Tococa nitens","Myrtales","Melastomataceae","Tococa","Tococa nitens","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1000,20,60,22,5,12.1,239.83,"shrub","Perennial",3.25
"Toddalia asiatica","Sapindales","Rutaceae","Toddalia","Toddalia asiatica","Dioecious","dioecious","none",0,"Open","actinomorphic",750,30,4.9,3.1,1,2,2,"vine","Perennial",8.5
"Torilis japonica","Apiales","Apiaceae","Torilis","Torilis japonica","Hermaphrodite","self_compatible","high",55.0961368130104,"Open","zygomorphic",80,80,100,5,1,0.001,4,"herb","Short lived",0.001
"Tournefortia psilostachya","Boraginales","Boraginaceae","Tournefortia","Tournefortia psilostachya","Hermaphrodite","self_compatible","low",24.6,"Tube","actinomorphic",3836.67454265797,50,90,5,5,1,4,"tree","Perennial",0.001
"Tournefortia pubescens","Boraginales","Boraginaceae","Tournefortia","Tournefortia pubescens","Hermaphrodite","self_compatible","low",9.7,"Tube","actinomorphic",500,100,90,3.26,3.91,1,3.1,"shrub","Perennial",2.5
"Tournefortia rufo-sericea","Boraginales","Boraginaceae","Tournefortia","Tournefortia rufo-sericea","Hermaphrodite","self_compatible","high",80,"Tube","actinomorphic",854.175012562499,40,60,4,5,1,4,"shrub","Perennial",1.5
"Rhus toxicodendron","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron pubescens","Hermaphrodite","self_compatible","none",17.7986019559522,"Open","actinomorphic",75,75,35,2.1,0.001,0.001,1,"shrub","Perennial",0.001
"Tradescantia pilosa","Commelinales","Commelinaceae","Tradescantia","Tradescantia subaspera","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,2,25,25,1.5,4,6,"herb","Perennial",0.001
"Tradescantia brevicaulis","Commelinales","Commelinaceae","Tradescantia","Tradescantia virginiana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3,3,35,35,10,3,6,"herb","Perennial",0.001
"Trema orientalis","Rosales","Cannabaceae","Trema","Trema orientalis","Dioecious","dioecious","none",0,"Open","actinomorphic",12143.4837778323,15,15,3.5,3.5,2.1,1,"tree","Perennial",7.5
"Tribulus cistoides","Zygophyllales","Zygophyllaceae","Tribulus","Tribulus cistoides","Hermaphrodite","self_compatible","medium",36,"Open","actinomorphic",30,1,25,25,0.001,4,17.5,"herb","Short lived",2.8
