"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Salix aurita","Malpighiales","Salicaceae","Salix","Salix aurita","Dioecious","dioecious","none",0,"Brush","zygomorphic",10418.0585346034,70,12.5,0.001,2.5,0.001,22,"shrub","Perennial",1.5
"Salix cinerea","Malpighiales","Salicaceae","Salix","Salix cinerea","Dioecious","dioecious","none",0,"Brush","actinomorphic",35000,120,8.5,0.001,2.5,1.15,24,"shrub","Perennial",5.5
"Salix cordata","Malpighiales","Salicaceae","Salix","Salix cordata","Dioecious","dioecious","none",0,"Open","actinomorphic",3000,100,10,0.001,3.5,1.15,17.5,"shrub","Perennial",1.7
"Salix fragilis","Malpighiales","Salicaceae","Salix","Salix fragilis","Dioecious","dioecious","none",0,"Spike","actinomorphic",45000,90,10,1,1,0.001,23,"tree","Perennial",12
"Salix humilis","Malpighiales","Salicaceae","Salix","Salix humilis","Dioecious","dioecious","none",0,"Open","actinomorphic",45000,75,1.1,1.1,3.225,0.001,9,"shrub","Perennial",1.65
"Salix lanata","Malpighiales","Salicaceae","Salix","Salix lanata","Dioecious","dioecious","none",0,"Brush","actinomorphic",10000,200,20,1,1,1.88,59,"shrub","Perennial",0.001
"Salix longifolia","Malpighiales","Salicaceae","Salix","Salix longifolia","Dioecious","dioecious","none",0,"Open","actinomorphic",12154.5554758713,60,8,0.001,2,0.001,21,"tree","Perennial",7.5
"Salix nigra","Malpighiales","Salicaceae","Salix","Salix nigra","Dioecious","dioecious","none",0,"Brush","zygomorphic",17711.2706811935,90,10,1,1,0.001,14,"tree","Perennial",18
"Salix polaris","Malpighiales","Salicaceae","Salix","Salix polaris","Dioecious","dioecious","none",0,"Brush","actinomorphic",200,8,9,0.001,2,0.001,14.5,"shrub","Perennial",0.001
"Salix repens","Malpighiales","Salicaceae","Salix","Salix repens","Dioecious","dioecious","none",0,"Brush","actinomorphic",4500,60,8.5,0.001,1,1.15,23,"herb","Perennial",0.001
"Salix reticulata","Malpighiales","Salicaceae","Salix","Salix reticulata","Dioecious","dioecious","none",0,"Brush","actinomorphic",750,50,4.5,0.001,1.35,0.001,26,"shrub","Perennial",0.001
"Salsola komarovii","Caryophyllales","Amaranthaceae","Salsola","Salsola komarovii","Monoecious","self_compatible","high",88,"Open","actinomorphic",100,1,8,8,1,1,1,"herb","Short lived",0.001
"Salvia_gilliesii","Lamiales","Lamiaceae","Salvia","Salvia cuspidata","Hermaphrodite","self_compatible","high",43.9349196717422,"Tube","zygomorphic",375,15,30,13,13,6.5,4,"shrub","Perennial",1.15
"Salvia flava","Lamiales","Lamiaceae","Salvia","Salvia flava","Hermaphrodite","self_compatible","high",48.6005361285153,"Tube","zygomorphic",12,12,25,13.25,26.5,26.5,4,"herb","Perennial",0.001
"Salvia przewalskii","Lamiales","Lamiaceae","Salvia","Salvia przewalskii","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",18,18,15,15,30,30,4,"herb","Perennial",0.001
"Sambucus canadensis","Dipsacales","Adoxaceae","Sambucus","Sambucus canadensis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",10000,200,100,5,2,1,4,"shrub","Perennial",3.5
"Samolus floribundus","Ericales","Primulaceae","Samolus","Samolus floribundus","Hermaphrodite","partially_self_compatible","none",22.917505850702,"Open","actinomorphic",50,5,30,3,0.001,0.001,40,"herb","Perennial",0.001
"Sanguinaria canadensis","Ranunculales","Papaveraceae","Sanguinaria","Sanguinaria canadensis","Hermaphrodite","self_compatible","high",100,"Open","actinomorphic",1,1,35,35,12,3,37,"herb","Short lived",0.001
"Sanicula canadensis","Apiales","Apiaceae","Sanicula","Sanicula canadensis","Monoecious","monoecious","none",0,"Open","actinomorphic",20,5,15,1.5,1.15,4,2,"herb","Short lived",0.001
"Sanicula marilandica","Apiales","Apiaceae","Sanicula","Sanicula marilandica","Monoecious","monoecious","none",0,"Open","actinomorphic",200,25,40,5,2,4,2,"herb","Perennial",1
"Sanicula odorata","Apiales","Apiaceae","Sanicula","Sanicula odorata","Monoecious","monoecious","medium",50.5,"Tube","actinomorphic",150,250,20,2.4,0.001,1.3,2,"herb","Perennial",0.001
"Saponaria officinalis","Caryophyllales","Caryophyllaceae","Saponaria","Saponaria officinalis","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",10,10,60,33.7,24,13.5,85,"herb","Perennial",0.001
"Sarcostemma angustissimum","Gentianales","Apocynaceae","Sarcostemma","Sarcostemma angustissimum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",8,8,3,0.001,0.001,0.001,60.7,"herb","Perennial",1.5
"Sassafras variifolium","Laurales","Lauraceae","Sassafras","Sassafras albidum","Dioecious","dioecious","none",0,"Open","actinomorphic",14211.6512549017,50,55,8,2,2.5,1,"tree","Perennial",13.5
"Saussurea wardii","Asterales","Asteraceae","Saussurea","Saussurea wardii","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",15,15,50,30,12.5,15,20,"herb","Perennial",0.001
"Sauvagesia angustifolia","Malpighiales","Ochnaceae","Sauvagesia","Sauvagesia angustifolia","Hermaphrodite","self_compatible","medium",29,"Tube","actinomorphic",10,10,13,13,2,2,30,"herb","Perennial",0.001
"Sauvagesia rubiginosa","Malpighiales","Ochnaceae","Sauvagesia","Sauvagesia rubiginosa","Hermaphrodite","self_compatible","low",7.07,"Open","actinomorphic",15,15,13,13,2,2,30,"herb","Perennial",0.001
"Saxifraga aizoides","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga aizoides","Hermaphrodite","self_compatible","high",100,"Open","actinomorphic",35,5,33,11.5,2.63294092578974,2.75,150,"shrub","Perennial",0.001
"Saxifraga cernua","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga cernua","Hermaphrodite","self_compatible","low",5.5,"Campanulate","actinomorphic",25,1,24,12,6,1.45,267,"herb","Perennial",0.001
"Saxifraga hirculus","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga hirculus","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",5,1,24.1,24.1,14.1,1.4,500,"herb","Perennial",0.001
"Saxifraga oppositifolia","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga oppositifolia","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",45,1,100,24.1,10,6.5,112.6,"herb","Perennial",0.001
"Saxifraga tricuspidata","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga tricuspidata","Hermaphrodite","self_compatible","medium",45,"Open","actinomorphic",50,5,40,12,6,1,75,"herb","Perennial",0.001
"Scabiosa atropurpurea","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa atropurpurea","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",150,15,30,10,15,15,1,"herb","Short lived",0.001
"Scabiosa stellata","Dipsacales","Caprifoliaceae","Scabiosa","Scabiosa stellata","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",200,40,30,2.4,9.1,14,2,"herb","Short lived",0.001
"Scaveola plumieri","Asterales","Goodeniaceae","Scaevola","Scaevola plumieri","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",20,20,12,12,22.5,15,2,"shrub","Perennial",0.001
"Scaevola frutescens","Asterales","Goodeniaceae","Scaevola","Scaevola taccada","Hermaphrodite","partially_self_compatible","low",12,"Tube","zygomorphic",100,20,21,21,15,14,4,"shrub","Perennial",1.5
"Scalesia affinis","Asterales","Asteraceae","Scalesia","Scalesia affinis","Hermaphrodite","partially_self_compatible","low",13,"Capitulum","actinomorphic",20,1,60,60,10,5,25,"shrub","Perennial",1.75
"Scalesia beurii","Asterales","Asteraceae","Scalesia","Scalesia baurii","Hermaphrodite","self_compatible","medium",45.2,"Capitulum","actinomorphic",1,1,15,15,4,5,50,"shrub","Perennial",1.75
"Scalesia helleri","Asterales","Asteraceae","Scalesia","Scalesia helleri","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",600,1,17,17,3.14096357090708,5,65,"shrub","Perennial",1.75
"Scalesia pedunculata","Asterales","Asteraceae","Scalesia","Scalesia pedunculata","Hermaphrodite","self_compatible","high",100,"Capitulum","actinomorphic",600,3,15,15,3.33592915464636,5,100,"tree","Perennial",10
"Schefflera octophylla","Apiales","Araliaceae","Schefflera","Schefflera heptaphylla","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",8000,350,50,8.5,1.5,1.5,6.1,"tree","Perennial",8.5
"Schima wallichii","Ericales","Theaceae","Schima","Schima wallichii","Hermaphrodite","partially_self_compatible","medium",15,"Brush","actinomorphic",1400,5,90,32.5,10,5.5,20,"tree","Perennial",17.5
"Schinus fasciculata","Sapindales","Anacardiaceae","Schinus","Schinus fasciculata","Dioecious","dioecious","none",0,"Open","actinomorphic",5500,15,10,2,1,2,1,"tree","Perennial",2
"Shultesia brachyptera","Gentianales","Gentianaceae","Schultesia","Schultesia brachyptera","Hermaphrodite","self_compatible","none",22.6705528947634,"Campanulate","actinomorphic",3,3,42.5,42.5,42.5,12.5,744.9757194752,"herb","Perennial",0.001
"Scleria terrestris","Poales","Cyperaceae","Scleria","Scleria terrestris","Monoecious","monoecious","none",0,"Brush","actinomorphic",100,100,2,2,2,0.001,1,"herb","Perennial",2.3
"Scolymus hispanicus","Asterales","Asteraceae","Scolymus","Scolymus hispanicus","Hermaphrodite","self_compatible","none",21.6204122141325,"Capitulum","actinomorphic",20,20,32.5,32.5,32.5,19,20,"herb","Short lived",0.001
"Scoparia montevidensis","Lamiales","Plantaginaceae","Scoparia","Scoparia montevidensis","Hermaphrodite","self_compatible","high",48.2203497546168,"Open","actinomorphic",60,5,4,4,2.25,15,100,"herb","Short lived",0.001
"Scorzonera humilis","Asterales","Asteraceae","Scorzonera","Scorzonera humilis","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",5,1,27.5,27.5,5.1,3,35,"herb","Perennial",0.001
"Scrophularia marilandica","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia marilandica","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",100,100,50,3.5,8.5,4.5,310.173546017525,"herb","Perennial",1.7
"Scutellaria hypericifolia","Lamiales","Lamiaceae","Scutellaria","Scutellaria hypericifolia","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,10,30,15,26.5,26.5,4,"herb","Perennial",0.001
"Scutellaria canescans","Lamiales","Lamiaceae","Scutellaria","Scutellaria incana","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",60,60,100,14,25,25,4,"herb","Perennial",0.001
"Scutellaria lateriflora","Lamiales","Lamiaceae","Scutellaria","Scutellaria lateriflora","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,10,10,2.4,6,6,4,"herb","Perennial",0.001
"Scutellaria versicolor","Lamiales","Lamiaceae","Scutellaria","Scutellaria ovata","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",25,25,50,20,18,23,4,"herb","Short lived",0.001
"Scutellaria parvula","Lamiales","Lamiaceae","Scutellaria","Scutellaria parvula","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,10,25,4,8,8,4,"herb","Perennial",0.001
"Scutia spicata","Rosales","Rhamnaceae","Scutia","Scutia spicata","Hermaphrodite","self_compatible","low",5.3,"Open","actinomorphic",1669.99140514632,40,8,2.1,0.001,0.001,1.1,"shrub","Perennial",1.5
"Sedum formosanum","Saxifragales","Crassulaceae","Sedum","Sedum formosanum","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",75,20,50,11,12.4255082550955,1,15,"herb","Perennial",0.001
"Rhodiola rosea","Saxifragales","Crassulaceae","Sedum","Sedum roseum","Dioecious","dioecious","none",0,"Open","actinomorphic",700,35,10,1.75,1,0.001,15,"herb","Perennial",0.001
"Sedum sediforme","Saxifragales","Crassulaceae","Sedum","Sedum sediforme","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",30,30,50,12.6,3,2,15,"herb","Perennial",0.001
"Senecio aureus","Asterales","Asteraceae","Senecio","Senecio aureus","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",100,10,19,19,6,4.5,15,"herb","Perennial",0.001
"Senecio gunnii","Asterales","Asteraceae","Senecio","Senecio gunnii","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",20,20,3,3,2,0.001,32.5,"herb","Perennial",0.001
"Senecio lautus","Asterales","Asteraceae","Senecio","Senecio lautus","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",20,5,18,18,2,4.5,67.5,"herb","Short lived",0.001
"Senecio nikoensis","Asterales","Asteraceae","Senecio","Senecio nikoensis","Hermaphrodite","self_incompatible","none",7.38453275366437,"Capitulum","actinomorphic",20,20,31.12,31.12,5.75,4.5,87,"herb","Perennial",0.001
"Senecio pectinatus","Asterales","Asteraceae","Senecio","Senecio pectinatus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3,3,25,25,8,4.5,87,"herb","Perennial",0.001
"Senecio pinnatus","Asterales","Asteraceae","Senecio","Senecio pinnatus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,3,45,15,5,5.35,87,"herb","Perennial",0.001
"Senna aphylla","Fabales","Fabaceae","Senna","Senna aphylla","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",200,25,80,20,10,10,24,"shrub","Perennial",1.5
"Cassia marilandica","Fabales","Fabaceae","Senna","Senna marilandica","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",70,70,45,14,3,3,24,"shrub","Perennial",1.3
"Cassia occidentalis","Fabales","Fabaceae","Senna","Senna occidentalis","Hermaphrodite","partially_self_compatible","low",0.2,"Open","zygomorphic",50,7,25,25,17.1945281852493,4,24,"shrub","Short lived",1.25
"Cassia picta","Fabales","Fabaceae","Senna","Senna pistaciifolia","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",1600,40,20,20,20,5.5,23.5,"herb","Perennial",1
"Sesuvium portulacastrum","Caryophyllales","Aizoaceae","Sesuvium","Sesuvium portulacastrum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,1,9,9,5,6.5,45,"herb","Perennial",1
"Setaria geniculta","Poales","Poaceae","Setaria","Setaria parviflora","Hermaphrodite","self_compatible","high",61.4473697253449,"Open","zygomorphic",40,40,10,1,1,1,1,"herb","Short lived",0.001
"Sicyos angulatus","Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus","Monoecious","monoecious","none",0,"Campanulate","actinomorphic",30,10,10,2.1,1.1,1.4,1,"vine","Short lived",4
"Sida acuta","Malvales","Malvaceae","Sida","Sida acuta","Hermaphrodite","self_compatible","medium",63,"Open","actinomorphic",50,1,15,15,4.5,4.75,5,"shrub","Perennial",0.001
"Sida rhombifolia","Malvales","Malvaceae","Sida","Sida rhombifolia","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",50,3,17.5,17.5,2,4.75,7.5,"shrub","Perennial",1.3
"Sida spinosa","Malvales","Malvaceae","Sida","Sida spinosa","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",25,5,8,8,5,8,5,"herb","Short lived",0.001
"Sida paniculata","Malvales","Malvaceae","Sidastrum","Sidastrum paniculatum","Hermaphrodite","self_compatible","none",27.7476107253734,"Open","actinomorphic",25,25,3,3,1.1,4.5,5,"herb","Perennial",1.1
"Sideroxylon cinereum","Ericales","Sapotaceae","Sideroxylon","Sideroxylon cinereum","Dioecious","dioecious","none",0,"Open","actinomorphic",14752.7080961751,2,30,5.1,4.5,2,4.5,"tree","Perennial",12.5
"Sideroxylon puberulum","Ericales","Sapotaceae","Sideroxylon","Sideroxylon puberulum","Dioecious","dioecious","none",0,"Open","actinomorphic",12204.2135544472,2,30,7.1,4.5,2,4.5,"tree","Perennial",7.5
"Silene acaulis","Caryophyllales","Caryophyllaceae","Silene","Silene acaulis","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",120,1,12,12,9,9,13,"herb","Perennial",0.001
"Silene chungtienensis","Caryophyllales","Caryophyllaceae","Silene","Silene chungtienensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",10,4,60,23,19.5,19.5,172,"herb","Perennial",0.001
"Silene dioica","Caryophyllales","Caryophyllaceae","Silene","Silene dioica","Dioecious","dioecious","none",0,"Tube","actinomorphic",10,2,50,25,8.32757323715402,9.88,250,"herb","Perennial",0.001
"Lychnis flos-cuculi","Caryophyllales","Caryophyllaceae","Silene","Silene flos-cuculi","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",12,10,65,32.5,17,3,92,"herb","Perennial",0.001
"Silene gracilicaulis","Caryophyllales","Caryophyllaceae","Silene","Silene gracilicaulis","Hermaphrodite","self_compatible","low",13,"Tube","actinomorphic",6,6,10,4,13,15,60,"herb","Perennial",0.001
"Silene nivea","Caryophyllales","Caryophyllaceae","Silene","Silene nivea","Hermaphrodite","self_compatible","high",39.7512658843605,"Tube","actinomorphic",3,3,7,7,15.5,15,4,"herb","Perennial",0.001
"Silene stellata","Caryophyllales","Caryophyllaceae","Silene","Silene stellata","Hermaphrodite","self_compatible","low",20,"Tube","actinomorphic",20,20,80,19,3,5,25,"herb","Perennial",0.001
"Viscaria alpina","Caryophyllales","Caryophyllaceae","Silene","Silene suecica","Dioecious","self_compatible","low",13,"Tube","actinomorphic",15,15,100,20,20,6.5,92,"herb","Perennial",0.001
"Melandrium triflorum","Caryophyllales","Caryophyllaceae","Silene","Silene taimyrensis","Hermaphrodite","self_compatible","none",34.5986697131083,"Campanulate","actinomorphic",10,2,10,5,5,5,50,"herb","Perennial",0.001
"Silene vulgaris","Caryophyllales","Caryophillaceae","Silene","Silene vulgaris","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",120,15,25,25,25,25,146,"herb","Perennial",0.001
"Silene yunnanensis","Caryophyllales","Caryophyllaceae","Silene","Silene yunnanensis","Hermaphrodite","self_compatible","high",39.8207655635555,"Tube","actinomorphic",15,3,15,3.5,15,15,109,"herb","Perennial",0.001
"Silphium integrifolium","Asterales","Asteraceae","Silphium","Silphium integrifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,5,8.3,8.3,7.5,8.5,50,"herb","Perennial",0.001
"Silphium laciniatum","Asterales","Asteraceae","Silphium","Silphium laciniatum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,5,80,80,25,8.75,50,"herb","Perennial",1.8
"Silphium perfoliatum","Asterales","Asteraceae","Silphium","Silphium perfoliatum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,5,63,63,8.21,12.5,50,"herb","Perennial",1.25
"Silphium terebinthinaceum","Asterales","Asteraceae","Silphium","Silphium terebinthinaceum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",35,3,25,25,5,6,50,"herb","Perennial",1.8
"Sipanea galioides","Gentianales","Rubiaceae","Sipanea","Sipanea galioides","Hermaphrodite","self_compatible","none",28.1575248237458,"Tube","actinomorphic",3,3,29.1,29.1,19,12,61.13,"herb","Perennial",0.001
"Siphanthera cordifolia","Myrtales","Melastomataceae","Siphanthera","Siphanthera cordifolia","Hermaphrodite","self_compatible","none",30.3363638940013,"Open","actinomorphic",25,25,30,2,3,3,112,"herb","Perennial",1.15091425075893
"Sisyrinchium angustifolium","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium angustifolium","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,3,6,6,1.2,1,60.5,"herb","Perennial",0.001
"Sium cicutaefolium","Apiales","Apiaceae","Sium","Sium suave","Monoecious","self_compatible","none",20.4700590614585,"Open","actinomorphic",200,200,45,2.1,2.5,0.001,2,"herb","Perennial",0.001
"Smilax anceps","Liliales","Smilacaceae","Smilax","Smilax anceps","Dioecious","dioecious","none",0,"Open","actinomorphic",120,15,15,3.1,4,3,3,"vine","Perennial",2.5
"Smilax herbacea","Liliales","Smilacaceae","Smilax","Smilax herbacea","Dioecious","dioecious","none",0,"Open","actinomorphic",360,45,60,12,1.2,2.5,3.5,"herb","Perennial",1.25
"Smilax hispida","Liliales","Smilacaceae","Smilax","Smilax hispida","Dioecious","dioecious","none",0,"Open","actinomorphic",150,15,6,6,1,1,2,"vine","Perennial",4.5
"Sobralia liliastrum","Asparagales","Orchidaceae","Sobralia","Sobralia liliastrum","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",1,1,100,100,65,35,15000,"herb","Perennial",1.7
"Solanum americanum","Solanales","Solanaceae","Solanum","Solanum americanum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,4,30,10,3.3,3.25,45,"herb","Short lived",0.001
"Solanum carolinense","Solanales","Solanaceae","Solanum","Solanum carolinense","Dioecious","self_incompatible","low",13,"Open","actinomorphic",10,5,50,24.1,6.1,12.5,45,"herb","Perennial",0.001
"Lycopersicon cheesmanii","Solanales","Solanaceae","Solanum","Solanum cheesmaniae","Hermaphrodite","self_compatible","none",30.1383241227756,"Open","actinomorphic",10,5,50,23,2,5.5,45,"herb","Perennial",1
"Solanum rostratum","Solanales","Solanaceae","Solanum","Solanum rostratum","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",40,9,50,25,7,13.5,63.2,"herb","Short lived",0.001
"Solidago canadensis","Asterales","Asteraceae","Solidago","Solidago canadensis","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",800,800,50,7.5,2.1,4,16,"herb","Perennial",1.5
"Solidago nemoralis","Asterales","Asteraceae","Solidago","Solidago nemoralis","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",250,250,50,12,3.55,4.25,14.5,"herb","Perennial",0.001
"Solidago rigida","Asterales","Asteraceae","Solidago","Solidago rigida","Hermaphrodite","self_compatible","medium",52.5,"Capitulum","actinomorphic",200,200,200,8.7,5.5,4.4,22.5,"herb","Perennial",0.001
"Solidago sempervirens","Asterales","Asteraceae","Solidago","Solidago sempervirens","Monoecious","self_compatible","low",13,"Capitulum","actinomorphic",100,100,200,12,5,3.8,16,"herb","Perennial",1.2
"Solidago serotina","Asterales","Asteraceae","Solidaga","Solidago serotina","Hermaphrodite","self_incompatible","none",1.98162547046214,"Capitulum","actinomorphic",200,200,150,10,10,10,16,"herb","Perennial",1.5
"Solidago speciosa","Asterales","Asteraceae","Solidago","Solidago speciosa","Hermaphrodite","self_incompatible","none",10.6854730560226,"Capitulum","actinomorphic",50,50,30,6.35,6.5,5.15,16.5,"herb","Perennial",0.001
"Solidago ulmifolia","Asterales","Asteraceae","Solidago","Solidago ulmifolia","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",250,50,30,6.35,6.5,3.1,10,"herb","Perennial",0.001
"Solidago virgaurea","Asterales","Asteraceae","Solidago","Solidago virgaurea","Hermaphrodite","partially_self_compatible","medium",50.5,"Capitulum","actinomorphic",50,10,200,4,12.5,2,5,"herb","Perennial",0.001
"Sonchus oleraceus","Asterales","Asteraceae","Sonchus","Sonchus oleraceus","Hermaphrodite","self_compatible","medium",70.91,"Capitulum","actinomorphic",3,3,22.5,22.5,7,12,165,"herb","Short lived",0.001
"Sonchus tenerrinus","Asterales","Asteraceae","Sonchus","Sonchus tenerrimus","Hermaphrodite","self_compatible","none",28.615564361852,"Capitulum","actinomorphic",10,3,14,14,6.5,9.5,100,"herb","Short lived",0.001
"Soulamea terminalioides","Sapindales","Simaroubaceae","Solulamea","Soulamea terminaloides","Dioecious","dioecious","none",0,"Open","actinomorphic",12916.4700555955,15,2.5,2.5,3.3,0.001,1,"tree","Perennial",7.57044200471391
"Spartium junceum","Fabales","Fabaceae","Spartium","Spartium junceum","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",500,5,50,25,25,4,16.9,"shrub","Perennial",1.5
"Spenceria ramalana","Rosales","Rosaceae","Spenceria","Spenceria ramalana","Hermaphrodite","self_compatible","none",23.8127923987411,"Open","actinomorphic",15,10,30,16,1.5,4.5,2,"herb","Perennial",0.001
"Borreria capitata","Gentianales","Rubiaceae","Spermacoce","Spermacoce capitata","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",500,40,12,2,1.9,4.85,2,"shrub","Perennial",0.001
"Borreria ericaefolia","Gentianales","Rubiaceae","Spermacoce","Spermacoce divaricata","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",223.39809059649,25,100,1.5,1.5,0.001,2,"herb","Perennial",0.001
"Borreria eryngioides","Gentianales","Rubiaceae","Spermacoce","Spermacoce eryngioides","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",15,20,10,2,1.9,0.001,2,"herb","Perennial",0.001
"Diodia multiflora","Gentianales","Rubiaceae","Spermacoce","Spermacoce multiflora","Hermaphrodite","self_compatible","medium",33.33,"Tube","actinomorphic",5,25,5,2,4,6,2,"herb","Perennial",0.001
"Spharealcea_miniata","Malvales","Malvaceae","Sphaeralcea","Sphaeralcea miniata","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",50,5,20,20,5,4,168.223258447325,"herb","Perennial",1.25
"Spiraea alba","Rosales","Rosaceae","Spiraea","Spiraea alba","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",100,100,30,5.5,1,0.001,19,"shrub","Perennial",1.2
"Spiraea myrtilloides","Rosales","Rosaceae","Spiraea","Spiraea myrtilloides","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",60,15,30,5.5,2,2,19,"shrub","Perennial",2.5
"Spiranthes gracilis","Asparagales","Orchidaceae","Spiranthes","Spiranthes lacera","Hermaphrodite","partially_self_compatible","low",13,"Tube","zygomorphic",20,20,15,6,6.6,3,287.47071578269,"herb","Perennial",0.001
"Stachys kouyangensis","Lamiales","Lamiaceae","Stachys","Stachys kouyangensis","Hermaphrodite","self_compatible","high",50.9469006299889,"Tube","zygomorphic",6,6,20,11.1,15,11,4,"herb","Perennial",0.001
"Stachys sylvatica","Lamiales","Lamiaceae","Stachys","Stachys sylvatica","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",20,20,35,7,7,4.5,4,"herb","Perennial",0.001
"Stachtarpheta cayanensis","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta cayennensis","Hermaphrodite","self_compatible","high",38.7818817756405,"Tube","actinomorphic",4,4,25,8,11.5,5,2,"herb","Perennial",1.25
"Verbena angustifolia","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta indica","Hermaphrodite","self_compatible","high",85.07,"Tube","actinomorphic",4,4,16,8,9,5,2,"herb","Perennial",1
"Stachytapheta jamaicencis","Lamiales","Verbenaceae","Stachytarpheta","Stachytarpheta jamaicensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",4,4,16,8,8.1,5.1,2,"herb","Perennial",1
"Stachyurus praecox","Crossosomatales","Stachyuraceae","Stachyurus","Stachyurus praecox","Dioecious","self_incompatible","none",0,"Tube","actinomorphic",30000,35,20,7.5,7.5,4.5,12,"shrub","Perennial",2.1
"Stackhousia pulvinaris","Celastrales","Celastraceae","Stackhousia","Stackhousia pulvinaris","Hermaphrodite","self_compatible","none",35.5907063634381,"Tube","actinomorphic",70,1,5.5,5.5,4.45,2,2,"herb","Perennial",0.001
"Staelia thymoides","Gentianales","Rubiaceae","Staelia","Staelia thymoides","Hermaphrodite","self_compatible","none",35.7433874193794,"Tube","actinomorphic",100,5,10,2,4.25,4.75,2,"herb","Perennial",0.001
