"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Knautia arvensis","Dipsacales","Caprifoliaceae","Knautia","Knautia arvensis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",12,4,55,8,9,9,2.5,"herb","Perennial",0.65
"Krigia amplexicaulis","Asterales","Asteraceae","Krigia","Krigia biflora","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,31.5,31.5,11,1.55,55,"herb","Perennial",0.45
"Kunzea muelleri","Myrtales","Myrtaceae","Kunzea","Kunzea muelleri","Hermaphrodite","partially_self_compatible","low",13,"Brush","actinomorphic",1200,20,50,8,3.5,5.25,16,"herb","Perennial",0.5
"Labourdonnaisia callophylloides","Ericales","Sapotaceae","Labourdonnaisia","Labourdonnaisia calophylloides","Hermaphrodite","self_compatible","low",11.85405,"Open","actinomorphic",1000,5,9,9,9,9.5,5.1,"tree","Perennial",10.5
"Lactuca canadensis","Asterales","Asteraceae","Lactuca","Lactuca canadensis","Hermaphrodite","self_compatible","low",22.94155,"Capitulum","actinomorphic",150,5,18,18,3.1,10,22,"herb","Short lived",1.65
"Lactuca floridana","Asterales","Asteraceae","Lactuca","Lactuca floridana","Hermaphrodite","self_compatible","low",19.1949,"Capitulum","actinomorphic",150,5,13.2,13.2,5,10,17.5,"herb","Short lived",1.125
"Lagerstroemia subcostata","Myrtales","Lythraceae","Lagerstroemia","Lagerstroemia subcostata","Hermaphrodite","partially_self_compatible","low",10.660075,"Campanulate","actinomorphic",30000,300,160,3.1,3.1,4,30,"tree","Perennial",7
"Lamium amplexicaule","Lamiales","Lamiaceae","Lamium","Lamium amplexicaule","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,5,6.75,4.5,17.5,18,4,"herb","Short lived",0.2
"Lantana peducularis","Lamiales","Verbenaceae","Lantana","Lantana peduncularis","Hermaphrodite","self_compatible","low",0.3,"Funnelform","zygomorphic",120,15,30,4,3.5,2.2,4,"shrub","Perennial",1.25
"Lappula virginiana","Boraginales","Boraginaceae","Lappula","Lappula virginiana","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",250,15,15,3,1.2,5.1,4,"herb","Short lived",0.9
"Larrea_cuneifolia","Zygophyllales","Zygophyllaceae","Larrea","Larrea cuneifolia","Hermaphrodite","partially_self_compatible","medium",30,"Open","actinomorphic",500,30,6,6,3,5.5,13.8,"shrub","Perennial",1
"Larrea divaricata","Zygophyllales","Zygophyllaceae","Larrea","Larrea divaricata","Hermaphrodite","partially_self_compatible","low",10,"Open","actinomorphic",1000,15,10,10,10,5,20.6,"shrub","Perennial",2
"Larrea nitida","Zygophyllales","Zygophyllaceae","Larrea","Larrea nitida","Hermaphrodite","partially_self_compatible","low",20,"Open","actinomorphic",750,30,24,12,5,2.75,7,"shrub","Perennial",1
"Lasianthus japonicus","Gentianales","Rubiaceae","Lasianthus","Lasianthus japonicus","Hermaphrodite","self_compatible","low",12.3440166666667,"Tube","actinomorphic",15,15,50,10,13.5,6,6,"shrub","Perennial",1.5
"Lathirus clymenum","Fabales","Fabaceae","Lathyrus","Lathyrus clymenum","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",50,3,18,18,18,8,7,"herb","Short lived",0.65
"Lathyrus montanus","Fabales","Fabaceae","Lathyrus","Lathyrus linifolius","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",15,5,22,11,13,4,9.36,"herb","Perennial",0.325
"Lathyrus pratensis","Fabales","Fabaceae","Lathyrus","Lathyrus pratensis","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",8,8,26,13,13,3.9,8.18,"herb","Perennial",0.725
"Lavandula pedunculata","Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","Hermaphrodite","partially_self_compatible","low",13,"Tube","zygomorphic",3000,60,12,5,5.5,5.5,4,"shrub","Perennial",0.445
"Lavandula stoechas","Lamiales","Lamiaceae","Lavandula","Lavandula stoechas","Hermaphrodite","partially_self_compatible","low",13,"Tube","zygomorphic",4000,40,25,7,6.5,5.5,4,"shrub","Perennial",0.75
"Lecanophora heterophylla","Malvales","Malvaceae","Lecanophora","Lecanophora heterophylla","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",50,3,30,30,15,0.5,89.0353214285714,"herb","Perennial",0.15
"Ledum palustre","Ericales","Ericaceae","Ledum","Ledum palustre","Hermaphrodite","self_compatible","medium",51,"Open","actinomorphic",250,15,17.5,17.5,8,8,20,"shrub","Perennial",0.85
"Leontodon longirostris","Asterales","Asteraceae","Leontodon","Leontodon saxatilis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,11.5,11.5,3,3,25,"herb","Short lived",0.25
"Leontopodium andersonii","Asterales","Asteraceae","Leontopodium","Leontopodium andersonii","Hermaphrodite","self_compatible","low",20.21775,"Capitulum","actinomorphic",20,1,12,3.5,2.75,1,42.9786145833333,"herb","Perennial",0.175
"Leonurus cardiaca","Lamiales","Lamiaceae","Leonurus","Leonurus cardiaca","Hermaphrodite","self_compatible","medium",100,"Tube","zygomorphic",75,8,45,5.34,9.17,8.4,4,"herb","Perennial",0.75
"Vernonia bolivariensis","Asterales","Asteraceae","Lepidaploa","Lepidaploa bolivarensis","Hermaphrodite","self_compatible","low",16.95545,"Capitulum","actinomorphic",100,15,100,15,10.266575,10,20,"herb","Perennial",0.99928125
"Lepidaploa pseudomuricata","Asterales","Asteraceae","Lepidaploa","Lepidaploa pseudomuricata","Hermaphrodite","self_compatible","low",16.7167,"Capitulum","actinomorphic",50,10,45,15,10.3686,10,20,"herb","Perennial",0.64244375
"Lepidium virginicum","Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",1000,50,25,3,1.5,0.15,2,"herb","Short lived",0.4
"Cotula pyrethrifolia","Asterales","Asteraceae","Leptinella","Leptinella pyrethrifolia","Dioecious","self_compatible","low",16.00865,"Capitulum","actinomorphic",100,1,10,10,5,3,203.75,"herb","Perennial",0.07
"Leptorhynchos squamatus","Asterales","Asteraceae","Leptorhynchos","Leptorhynchos squamatus","Hermaphrodite","self_compatible","low",19.6468166666667,"Capitulum","actinomorphic",15,1,11,11,11.5,2.5,11.5,"herb","Perennial",0.5
"Leptospermum scoparium","Myrtales","Myrtaceae","Leptospermum","Leptospermum scoparium","Monoecious","self_compatible","low",11.7899064102564,"Open","actinomorphic",1000,300,9.1,9.1,1.1,2.5,500,"shrub","Perennial",1.1
"Lespedeza capitata","Fabales","Fabaceae","Lespedeza","Lespedeza capitata","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",100,15,30,5.1,4.9,2,1,"herb","Perennial",1.05
"Lespedeza procumbens","Fabales","Fabaceae","Lespedeza","Lespedeza procumbens","Hermaphrodite","self_compatible","low",16.8226916666667,"Papilionaceous","zygomorphic",50,9,25,6.5,6.5,2,1,"herb","Perennial",1.1
"Lespedeza virginica","Fabales","Fabaceae","Lespedeza","Lespedeza virginica","Hermaphrodite","self_compatible","low",14.1687666666667,"Papilionaceous","zygomorphic",40,15,40,4,4,2,1,"herb","Perennial",0.5
"Lesquerella arctica","Brassicales","Brassicaceae","Lesquerella","Lesquerella arctica","Hermaphrodite","self_compatible","high",100,"Tube","actinomorphic",100,7,24,8,5.1,2.5,15.5,"herb","Perennial",0.09
"Leucaena leucocephala","Fabales","Fabaceae","Leucaena","Leucaena leucocephala","Hermaphrodite","partially_self_compatible","low",11.9003,"Brush","actinomorphic",7000,120,21,1,1,8.5,1,"shrub","Perennial",6
"Leucanthemum vulgare","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare","Hermaphrodite","self_incompatible","low",2.5,"Open","actinomorphic",4,1,45,45,7.5,1.5,180,"herb","Perennial",0.45
"Helipterum albicans","Asterales","Asteraceae","Leucochrysum","Leucochrysum albicans","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,32.5,32.5,16.25,0.5,168.58087202381,"herb","Perennial",0.25
"Leucogenes grandiceps","Asterales","Asteraceae","Leucogenes","Leucogenes grandiceps","Hermaphrodite","self_compatible","low",17.9562,"Capitulum","actinomorphic",15,1,24.1,24.1,2.5,0.69,31.5,"herb","Perennial",0.1
"Liatris pycnostachya","Asterales","Asteraceae","Liatris","Liatris pycnostachya","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1800,120,50,10,8.8,19,5,"herb","Perennial",1.05
"Liatris scariosa","Asterales","Asteraceae","Liatris","Liatris scariosa","Hermaphrodite","self_compatible","low",17.30385,"Capitulum","actinomorphic",12,12,120,32,11,15,50,"herb","Perennial",0.75
"Ligularia cymbulifera","Asterales","Asteraceae","Ligularia","Ligularia cymbulifera","Hermaphrodite","self_compatible","low",20.2085,"Capitulum","actinomorphic",50,50,40,19.1,6.5,6.5,15,"herb","Perennial",1
"Ligularia dictyoneura","Asterales","Asteraceae","Ligularia","Ligularia dictyoneura","Hermaphrodite","self_compatible","low",19.7925,"Capitulum","actinomorphic",15,15,35,17.5,17.5,6.5,15,"herb","Perennial",0.785
"Ligularia fischerii","Asterales","Asteraceae","Ligularia","Ligularia fischeri","Hermaphrodite","self_compatible","low",14.0895166666667,"Tube","actinomorphic",25,25,150,40,15,15,15,"herb","Perennial",1.4
"Ligularia lankongensis","Asterales","Asteraceae","Ligularia","Ligularia lankongensis","Hermaphrodite","self_compatible","low",18.4425,"Capitulum","actinomorphic",10,10,40,25,10,6.5,15,"herb","Perennial",0.25
"Ligularia tsangchanensis","Asterales","Asteraceae","Ligularia","Ligularia tsangchanensis","Hermaphrodite","self_compatible","low",17.8961,"Capitulum","actinomorphic",10,10,50,2.2,8,10,15,"herb","Perennial",0.675
"Ligustrum joponicum","Lamiales","Oleaceae","Ligustrum","Ligustrum japonicum","Hermaphrodite","partially_self_compatible","low",7.24785,"Tube","actinomorphic",30000,200,40,4,6,6,4,"shrub","Perennial",3
"Ligustrum obtusifolium","Lamiales","Oleaceae","Ligustrum","Ligustrum obtusifolium","Hermaphrodite","partially_self_compatible","low",8.6599,"Tube","actinomorphic",15000,20,30,5,9,1.5,4,"shrub","Perennial",3
"Lilium duchartrei","Liliales","Liliaceae","Lilium","Lilium duchartrei","Hermaphrodite","self_compatible","low",12.4120166666667,"Open","actinomorphic",5,1,110,110,55,35,147,"herb","Perennial",0.8
"Lilium superbum","Liliales","Liliaceae","Lilium","Lilium superbum","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",5,3,68,68,50,40,147,"herb","Perennial",0.9
"Linaria viscosa","Lamiales","Plantaginaceae","Linaria","Linaria viscosa","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",35,3,35,7,25,4.5,188.8,"herb","Short lived",0.35
"Lindera obtusiloba","Laurales","Lauraceae","Lindera","Lindera obtusiloba","Dioecious","dioecious","none",0,"Open","actinomorphic",10000,20,30,6.5,2,1,1,"tree","Perennial",6.5
"Lindera umbellata","Laurales","Lauraceae","Lindera","Lindera umbellata","Dioecious","dioecious","none",0,"Open","actinomorphic",10000,25,30,6,3,1,1,"shrub","Perennial",1.5
"Ilysanthes dubia","Lamiales","Linderniaceae","Lindernia","Lindernia dubia","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",25,1,3.5,3.5,6.5,3,60,"herb","Short lived",0.2
"Linum bienne","Malpighiales","Linaceae","Linum","Linum bienne","Hermaphrodite","self_compatible","low",16.3266166666667,"Open","actinomorphic",15,15,35,35,11,2,2,"herb","Short lived",0.33
"Liparis liliifolia","Asparagales","Orchidaceae","Liparis","Liparis liliifolia","Hermaphrodite","self_incompatible","low",13,"Open","zygomorphic",25,25,35,8,10,3.5,25000,"herb","Perennial",0.17
"Lippia alba","Lamiales","Verbenaceae","Lippia","Lippia alba","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",750,25,40,5,4.1,1.5,2,"shrub","Perennial",1
"Lippia_turbinata","Lamiales","Verbenaceae","Lippia","Lippia turbinata","Hermaphrodite","self_compatible","low",3,"Tube","actinomorphic",5000,15,10,2,2.75,1.5,2,"shrub","Perennial",1.5
"Litsea citriodora","Laurales","Lauraceae","Litsea","Litsea cubeba","Dioecious","dioecious","none",0,"Open","actinomorphic",7500,15,50,3.1,2,0.3,1,"shrub","Perennial",6.5
"Litsea japonica","Laurales","Lauraceae","Litsea","Litsea japonica","Dioecious","dioecious","none",0,"Brush","actinomorphic",1200,15,35,3.1,4,0.3,1,"tree","Perennial",5
"Lobelia cardinalis","Asterales","Campanulaceae","Lobelia","Lobelia cardinalis","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",20,20,90,14.1,27.5,27.5,740,"herb","Perennial",0.9
"Lobelia cardinalis x siphilitica","Asterales","Campanulaceae","Lobelia","Lobelia cardinalis x siphilitica","Hermaphrodite","self_compatible","low",16.1095,"Tube","zygomorphic",20,20,60,30,20,20,530,"herb","Short lived",0.75
"Lobelia inflata","Asterales","Campanulaceae","Lobelia","Lobelia inflata","Hermaphrodite","self_compatible","low",20.38525,"Tube","zygomorphic",15,15,35,7,9,4.5,740,"herb","Short lived",0.45
"Pratia macrodon","Asterales","Campanulaceae","Lobelia","Lobelia macrodon","Hermaphrodite","self_compatible","low",16.8155666666667,"Tube","zygomorphic",5,1,17.5,17.5,12.5,1.75,627,"herb","Perennial",0.7
"Lobelia siphilitica","Asterales","Campanulaceae","Lobelia","Lobelia siphilitica","Dioecious","self_compatible","low",11.96725,"Campanulate","zygomorphic",25,25,30,8,12,5.1,500,"herb","Perennial",1
"Lobelia leptostachys","Asterales","Campanulaceae","Lobelia","Lobelia spicata","Dioecious","partially_self_compatible","low",13,"Tube","zygomorphic",50,50,30,15,10,5,627,"herb","Perennial",0.5
"Alyssum maritimum","Brassicales","Brassicaceae","Lobularia","Lobularia maritima","Hermaphrodite","self_compatible","medium",35,"Open","actinomorphic",750,15,20,4,3.742075,0.45,2,"herb","Perennial",0.25
"Lonicera gracilipes","Dipsacales","Caprifoliaceae","Lonicera","Lonicera gracilipes","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",100,2,7.7,7.7,11.3,15,23,"shrub","Perennial",1.5
"Lonicera sempervirens","Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",600,8,70,1.1,35,3.2,23,"vine","Perennial",3
"Lonicera sullivantii","Dipsacales","Caprifoliaceae","Lonicera","Lonicera sullivantii","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",600,20,50,15.6,24.1,12.5,23,"shrub","Perennial",0.8
"Lotus corniculatus","Fabales","Fabaceae","Lotus","Lotus corniculatus","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",35,5,30,11,11,5,35,"herb","Perennial",0.55
"Lotus uliginosus","Fabales","Fabaceae","Lotus","Lotus pedunculatus","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",60,10,60,15,12,8,49,"herb","Perennial",0.575
"Ludvigia alternifolia","Myrtales","Onagraceae","Ludwigia","Ludwigia alternifolia","Hermaphrodite","self_compatible","low",15.0957166666667,"Open","actinomorphic",10,1,12,12,8,2.5,9,"herb","Perennial",0.75
"Ludwigia decurrens","Myrtales","Onagraceae","Ludwigia","Ludwigia decurrens","Hermaphrodite","self_compatible","low",15.9140166666667,"Open","actinomorphic",15,2,27,27,6.75,2,12,"herb","Perennial",1
"Ludwigia nervosa","Myrtales","Onagraceae","Ludwigia","Ludwigia nervosa","Hermaphrodite","self_compatible","low",19.35,"Open","actinomorphic",20,2,14.1,14.1,5,2.5,10.5,"shrub","Perennial",1.25
"Ludvigia polycarpa","Myrtales","Onagraceae","Ludwigia","Ludwigia polycarpa","Hermaphrodite","self_compatible","low",18.1865,"Open","actinomorphic",35,1,7.1,7.1,4,0.65,9,"herb","Perennial",0.475
"Saxifraga caespitosa","Rosales","Rosaceae","Luetkea","Luetkea pectinata","Hermaphrodite","self_compatible","low",15.993575,"Open","actinomorphic",15,15,11,5.5,1.5,1,5,"shrub","Perennial",0.15
"Lupinus angustifolius","Fabales","Fabaceae","Lupinus","Lupinus angustifolius","Hermaphrodite","self_compatible","none",0,"Papilionaceous","zygomorphic",25,25,35,12.5,12.5,15.2,4,"herb","Short lived",0.45
"Lupinus polyphyllus","Fabales","Fabaceae","Lupinus","Lupinus polyphyllus","Hermaphrodite","self_compatible","low",13.13725,"Papilionaceous","zygomorphic",40,40,65,12.1,13,10.5,7,"herb","Perennial",1
"Lycium chilense","Solanales","Solanaceae","Lycium","Lycium chilense","Hermaphrodite","partially_self_compatible","low",11.9692,"Campanulate","actinomorphic",1000,15,10,10,6.25,8,33,"shrub","Perennial",0.5
"Lycium_gilliesianum","Solanales","Solanaceae","Lycium","Lycium gilliesianum","Hermaphrodite","partially_self_compatible","low",14.7617,"Tube","actinomorphic",1000,30,3,3,12.5,12.8,33,"shrub","Perennial",0.9
"Lycium_tenuispinosum","Solanales","Solanaceae","Lycium","Lycium tenuispinosum","Hermaphrodite","partially_self_compatible","low",11.29225,"Campanulate","actinomorphic",1000,60,10,10,6,12,33,"shrub","Perennial",1.5
"Lycopersicon cheesmanii minor","Solanales","Solanaceae","Lycopersicon","Lycopersicon cheesmanii","Hermaphrodite","self_compatible","low",16.65725,"Open","actinomorphic",20,15,80,22.1,2,5.5,45,"herb","Perennial",1
"Lycopus americanus","Lamiales","Lamiaceae","Lycopus","Lycopus americanus","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",60,10,15,2,2.5,4.5,4,"herb","Perennial",2.15
"Trientalis europaea","Ericales","Primulaceae","Trientalis","Lysimachea europaea","Hermaphrodite","self_compatible","low",15.58425,"Open","actinomorphic",5,1,13.1,13.1,1.1,5,19,"herb","Perennial",0.12
"Steironema ciliatum","Ericales","Primulaceae","Lysimachia","Lysimachia ciliata","Hermaphrodite","self_compatible","low",14.0169,"Open","actinomorphic",15,2,75,25,5.1,5,30,"herb","Perennial",0.4
"Steironema lanceolatum","Ericales","Primulaceae","Lysimachia","Lysimachia lanceolatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,2,19.1,19.1,31.12,5,30,"herb","Perennial",0.55
"Lysimachia mauiriana","Ericales","Primulaceae","Lysimachia","Lysimachia mauritiana","Hermaphrodite","self_compatible","low",20.76745,"Campanulate","actinomorphic",100,5,40,10.1,4,5,30,"herb","Short lived",0.3
"Lysimachia vulgaris","Ericales","Primulaceae","Lysimachia","Lysimachia vulgaris","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",30,5,70,17.5,9.5,4.5,30,"herb","Perennial",0.9
"Lythrum alatum","Myrtales","Lythraceae","Lythrum","Lythrum alatum","Hermaphrodite","partially_self_compatible","low",12.6654833333333,"Tube","zygomorphic",20,20,50,10.5,7.8,0.6,80,"herb","Perennial",0.5
"Lythrum salicaria","Myrtales","Lythraceae","Lythrum","Lythrum salicaria","Hermaphrodite","partially_self_compatible","low",13,"Tube","actinomorphic",75,75,45,15,8.5,7,107,"herb","Perennial",1.25
"Maackia tashiroi","Fabales","Fabaceae","Maackia","Maackia tashiroi","Hermaphrodite","self_compatible","low",14.13685,"Tube","zygomorphic",1200,85,25,4,6.5,1.65,2,"shrub","Perennial",1.90323
"Macairea pachyphylla","Myrtales","Melastomataceae","Macairea","Macairea pachyphylla","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",700,100,70,15,10,4,49.07,"tree","Perennial",6
"Macairea parvifolia","Myrtales","Melastomataceae","Macairea","Macairea parvifolia","Hermaphrodite","partially_self_compatible","low",3.7,"Open","actinomorphic",700,50,40,16.5,10,4,49.07,"shrub","Perennial",1.6
"Machitus thunbergii","Laurales","Lauraceae","Machilus","Machilus thunbergii","Hermaphrodite","self_compatible","medium",50.5,"Open","actinomorphic",500,15,30,5,2,2,1,"tree","Perennial",15
"Macleaya cordata","Ranunculales","Papaveraceae","Macleaya","Macleaya cordata","Hermaphrodite","self_compatible","low",13.7511,"Brush","actinomorphic",250,250,100,20,10,1,5,"tree","Perennial",1.5
"Macraea laricifolia","Asterales","Asteraceae","Macraea","Macraea laricifolia","Hermaphrodite","self_compatible","low",21.28055,"Capitulum","actinomorphic",35,1,9,9,4,4,60,"shrub","Perennial",2
"Maesa tenera","Ericales","Primulaceae","Maesa","Maesa tenera","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",4917.025,80,30,2,2,0.5,50,"shrub","Perennial",2.5
"Smilacina racemosa","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",60,60,75,2.25,0.75,0.2,8,"herb","Perennial",0.6
"Smilacina stellata","Asparagales","Asparagaceae","Maianthemum","Maianthemum stellatum","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,15,5.1,0.75,1,5.1,"herb","Perennial",0.4
"Smilacina trifolia","Asparagales","Asparagaceae","Maianthemum","Maianthemum trifolium","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",8,8,15,3.25,2.25,1,3,"herb","Perennial",0.1
"Mallotus japonicus","Malpighiales","Euphorbiaceae","Mallotus","Mallotus japonicus","Dioecious","dioecious","none",0,"Brush","actinomorphic",24000,80,40,4.1,5,4,4,"shrub","Perennial",3
"Pyrus coronaria","Rosales","Rosaceae","Malus","Malus coronaria","Hermaphrodite","partially_self_compatible","low",5.74740833333333,"Open","actinomorphic",40000,5,120,32.5,5.5,12,4,"tree","Perennial",6.25
"Lavatera cretica","Malvales","Malvaceae","Malva","Malva multiflora","Hermaphrodite","self_compatible","low",22.492,"Open","actinomorphic",20,2,100,40,7,7,9,"herb","Short lived",0.8
"Malva rotundifolia","Malvales","Malvaceae","Malva","Malva pusilla","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,2,40,11,3.1,3,11,"herb","Short lived",0.35
"Malvastrum coromandelianum","Malvales","Malvaceae","Malvastrum","Malvastrum coromandelianum","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",15,1,17,17,5,4,11,"herb","Short lived",0.4
"Mandevilla benthamii","Gentianales","Apocynaceae","Mandevilla","Mandevilla benthamii","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",3,3,15,15,20,10,16.82,"herb","Perennial",0.67895
"Marcetia taxifolia","Myrtales","Melastomataceae","Marcetia","Marcetia taxifolia","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",75,8,25,3.2,2,9.4,118.45,"herb","Perennial",1.575
"Marrubium vulgare","Lamiales","Lamiaceae","Marrubium","Marrubium vulgare","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",85,20,30,4.9,2.3,0.7,1.1,"herb","Perennial",0.6
"Martynia louisiana","Lamiales","Martyniaceae","Martynia","Martynia louisiana","Hermaphrodite","self_compatible","low",14.9377666666667,"Tube","zygomorphic",8,8,28.2,28.2,60,27.5,4,"herb","Short lived",0.45
"Maytenus octogona","Celastrales","Celastraceae","Maytenus","Maytenus octogona","Hermaphrodite","self_compatible","low",11.39885,"Open","actinomorphic",1000,30,20,3.5,3,1,5,"shrub","Perennial",4.05
"Medusagyne oppositifolia","Theales","Ochnaceae","Medusagyne","Medusagyne oppositifolia","Monoecious","partially_self_compatible","low",10,"Brush","actinomorphic",1800,18,20,4,4,2.5,2,"tree","Perennial",9
"Meehania urticifolia","Lamiales","Lamiaceae","Meehania","Meehania urticifolia","Hermaphrodite","self_compatible","high",88,"Campanulate","zygomorphic",10,10,40.909,10,45,45,8,"herb","Perennial",0.3
"Melampyrum pratense","Lamiales","Orobanchaceae","Melampyrum","Melampyrum pratense","Hermaphrodite","self_compatible","low",25,"Tube","zygomorphic",5,5,15,5,15,15,4,"herb","Short lived",0.25
"Melanthium virginicum","Liliales","Melanthiaceae","Melanthium","Melanthium virginicum","Hermaphrodite","self_compatible","low",15.16565,"Open","actinomorphic",75,75,100,20,2,3,21,"herb","Perennial",1.1
"Melastoma candidum","Myrtales","Melastomataceae","Melastoma","Melastoma malabathricum","Hermaphrodite","partially_self_compatible","none",0,"Open","zygomorphic",75,10,180,60,15,25,2172.9,"shrub","Perennial",1
"Euodia chapelieri","Sapindales","Rutaceae","Melicope","Melicope chapelieri","Dioecious","dioecious","none",0,"Open","actinomorphic",8000,20,200,3,0.5,0.5,8,"tree","Perennial",15
"Euodia obtusifolia","Sapindales","Rutaceae","Melicope","Melicope lunu-ankenda","Dioecious","dioecious","none",0,"Open","actinomorphic",8000,200,200,3,0.5,0.5,8,"tree","Perennial",15
"Melilotus alba","Fabales","Fabaceae","Melilotus","Melilotus alba","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",60,20,15,3,4.5,2,5,"herb","Short lived",1.5
"Meliosma oldhamii","Proteales","Sabiaceae","Meliosma","Meliosma oldhamii","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30000,300,200,4,2,0.5,4,"tree","Perennial",10
"Meliosma rigida","Proteales","Sabiaceae","Meliosma","Meliosma rigida","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",10000,150,100,3,2.1,0.5,4,"tree","Perennial",3.5
"Meliosma tenuis","Proteales","Sabiaceae","Meliosma","Meliosma tenuis","Hermaphrodite","self_incompatible","low",1.8,"Open","actinomorphic",2500,80,50,5,2,0.5,9.9,"tree","Perennial",2.5
"Melochia pyramidata","Malvales","Malvaceae","Melochia","Melochia pyramidata","Hermaphrodite","self_compatible","medium",62.7,"Tube","actinomorphic",25,3,15,5.3,6.5,3.1,5.5,"herb","Perennial",0.6
"Melochia villosa","Malvales","Malvaceae","Melochia","Melochia villosa","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",60,2,20,6.7,7.7,6,9,"herb","Perennial",1.15
"Memecylon elaeagni","Myrtales","Melastomataceae","Memecylon","Memecylon eleagni","Hermaphrodite","partially_self_compatible","low",8.09585,"Open","actinomorphic",2234.205,15,30,6,3,4.5,7,"shrub","Perennial",7.5
"Memecylon ovatifolium","Myrtales","Melastomataceae","Memecylon","Memecylon ovatifolium","Hermaphrodite","self_compatible","low",14.2729333333333,"Open","actinomorphic",1329.12,15,10,4.1,2.52668333333334,0.5,10,"shrub","Perennial",1.1
"Menodora decemfida","Lamiales","Oleaceae","Menodora","Menodora decemfida","Hermaphrodite","partially_self_compatible","low",12.8571666666667,"Campanulate","actinomorphic",300,5,14.5,14.5,6,12.5,8,"shrub","Perennial",0.5
"Mentha aquatica","Lamiales","Lamiaceae","Mentha","Mentha aquatica","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",100,30,20,2.5,5,9,4,"herb","Perennial",0.85
"Mentha arvensis","Lamiales","Lamiaceae","Mentha","Mentha arvensis","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",80,25,30,3.4,5.5,6.25,4,"herb","Perennial",0.5
"Mentha haplocalyx","Lamiales","Lamiaceae","Mentha","Mentha canadensis","Hermaphrodite","self_compatible","low",15.31235,"Tube","zygomorphic",150,35,15,3.4,5.5,6.25,4,"herb","Perennial",0.5
"Mentha pulegium","Lamiales","Lamiaceae","Mentha","Mentha pulegium","Hermaphrodite","self_compatible","low",17.0456,"Tube","zygomorphic",300,30,30,2.5,6,6,4,"herb","Perennial",0.25
