"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Argemone_subfusiformis","Ranunculales","Papaveraceae","Argemone","Argemone subfusiformis","Hermaphrodite","self_compatible","low",23.0280125,"Open","actinomorphic",5,1,50,50,25,1,225,"herb","Short lived",0.75
"Argusia argentea","Boraginales","Boraginaceae","Argusia","Argusia argentea","Hermaphrodite","self_compatible","low",11.14905,"Open","actinomorphic",4000,250,250,7,3,1,4,"shrub","Perennial",2.5
"Arisaema triphyllum","Alismatales","Araceae","Arisaema","Arisaema triphyllum","Dioecious","dioecious","none",0,"Open","zygomorphic",50,50,60,60,120,1,5,"herb","Perennial",0.45
"Aristolochia tomentosa","Piperales","Aristolochiaceae","Aristolochia","Aristolochia tomentosa","Hermaphrodite","self_compatible","low",16.35295,"Tube","zygomorphic",50,1,13.2,13.2,42.5,0.1,43,"vine","Perennial",12.5
"Arjona_longifolia","Saxifragales","Schoepfiaceae","Arjona","Arjona longifolia","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",100,20,7,7,14.5,13,133.9304,"shrub","Perennial",0.4
"Armeria scabra","Caryophyllales","Plumbaginaceae","Armeria","Armeria scabra","Hermaphrodite","self_compatible","low",15.3228,"Campanulate","actinomorphic",500,60,20,5,6.1,5,5,"shrub","Perennial",0.175
"Armeria velutina","Caryophyllales","Plumbaginaceae","Armeria","Armeria velutina","Hermaphrodite","self_compatible","low",17.2364,"Open","actinomorphic",250,50,35,7,2,0.1,1,"herb","Perennial",0.4
"Arnica alpina","Asterales","Asteraceae","Arnica","Arnica alpina","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",6,1,35,35,8.75,5.1,40,"herb","Perennial",0.175
"Arnica angustifolia","Asterales","Asteraceae","Arnica","Arnica angustifolia","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",6,1,35,35,9.1,6,40,"herb","Perennial",0.175
"Arnica montana","Asterales","Asteraceae","Arnica","Arnica montana","Hermaphrodite","self_incompatible","none",1.3,"Capitulum","actinomorphic",5,1,50,7,11.9248166666667,10,40,"herb","Perennial",0.4
"Cacalia atriplicifolia","Asterales","Asteraceae","Arnoglossum","Arnoglossum atriplicifolium","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,300,9,9,24,8,4.5,"herb","Perennial",1.5
"Cacalia tuberosa","Asterales","Asteraceae","Arnoglossum","Arnoglossum plantagineum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",200,200,15,15,10,9,6,"herb","Perennial",0.8
"Aronia melanocarpa","Rosales","Rosaceae","Aronia","Aronia melanocarpa","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",3000,15,45,9.1,3.3,4,1.1,"shrub","Perennial",1.35
"Aruncus sylvester","Rosales","Rosaceae","Aruncus","Aruncus dioicus","Dioecious","dioecious","none",0,"Brush","actinomorphic",14000,7000,50,5,31.12,0.55,3,"herb","Perennial",1.15
"Ascerates floridana","Gentianales","Apocynaceae","Asclepias","Asclepias floridana","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",250,25,45.66075,13.0374,11.3523,7.875925,100,"shrub","Perennial",1.76268125
"Asclepias incarnata","Gentianales","Apocynaceae","Asclepias","Asclepias incarnata","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3500,100,40,5.1,10,0.1,58,"herb","Perennial",1.05
"Asclepias purpurascens","Gentianales","Apocynaceae","asclepias","Asclepias purpurascens","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",300,70,55,9,10,0.1,166,"herb","Perennial",0.5
"Asclepias sullivantii","Gentianales","Apocynaceae","Asclepias","Asclepias sullivantii","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",250,60,40,2.4,5.8,0.1,60,"herb","Perennial",0.9
"Asclepias syriaca","Gentianales","Apocynaceae","Asclepias","Asclepias syriaca","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",400,100,40,4.5,4.5,0.1,208,"herb","Perennial",1.35
"Asclepias tuberosa","Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",1000,100,40,6.5,8,0.1,70,"herb","Perennial",0.45
"Asclepias verticillata","Gentianales","Apocynaceae","Asclepias","Asclepias verticillata","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",80,80,40,5.5,9,0.1,48,"herb","Perennial",0.3
"Ascerates viridiflora","Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",250,25,45.0965,11.6262,10.27425,6.52230833333333,75.1,"shrub","Perennial",1.75818125
"Asiminia triloba","Magnoliales","Annonaceae","Asimina","Asimina triloba","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,2,100,20,20,2,50,"herb","Perennial",0.85
"Asparagus officinalis","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2000,2,2.6,2.6,4.5,0.5,5,"vine","Perennial",0.55
"Asperula gunnii","Gentianales","Rubiaceae","Asperula","Asperula gunnii","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,10,20,3,2.5,0.5,2,"herb","Perennial",0.1
"Asphodelus fistulosus","Asparagales","Asphodelaceae","Asphodelus","Asphodelus fistulosus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",500,50,20,8.5,1.5,5.5,6,"herb","Short lived",0.4
"Aster ageratoides","Asterales","Asteraceae","Aster","Aster ageratoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",8,8,17.5,17.5,8,3,25,"herb","Perennial",0.75
"Aster asa-grayi","Asterales","Asteraceae","Aster","Aster asa-grayi","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,1,22.5,22.5,10,3,100,"herb","Perennial",0.24
"Aster diplostephioides","Asterales","Asteraceae","Aster","Aster diplostephioides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,15.3,15.3,30,5,200,"herb","Perennial",0.35
"Aster glehni","Asterales","Asteraceae","Aster","Aster glehnii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",75,75,30,30,9.76767499999999,3,35,"herb","Perennial",1.35
"Kalimeris pinnatifida","Asterales","Asteraceae","Aster","Aster iinumae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,29.1,29.1,1.5,1,75,"herb","Perennial",0.75
"Aster oreophilus","Asterales","Asteraceae","Aster","Aster oreophilus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,29.1,29.1,11.1466443181818,5,75,"herb","Perennial",0.4
"Aster salicifolius","Asterales","Asteraceae","Aster","Aster salicifolius","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,4,4,7,3,40,"herb","Perennial",1.05
"Aster ageratoides amplexifolius","Asterales","Asteraceae","Aster","Aster satsumensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,19.1,19.1,8.72336038961039,3,75,"herb","Perennial",0.5
"Aster souliei","Asterales","Asteraceae","Aster","Aster souliei","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,1,13.2,13.2,10,5,200,"herb","Perennial",0.235
"Aster subulatus","Asterales","Asteraceae","Aster","Aster subulatus","Hermaphrodite","self_compatible","low",20.3261,"Capitulum","actinomorphic",100,20,13,13,13,3,35,"herb","Short lived",0.15
"Aster vestitus","Asterales","Asteraceae","Aster","Aster vestitus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,80,80,15,5,75,"herb","Perennial",0.95
"Aster yunnanensis","Asterales","Asteraceae","Aster","Aster yunnanensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,62.5,62.5,9.1,5,75,"herb","Perennial",0.525
"Astilbe thunbergii","Saxifragales","Saxifragaceae","Astilbe","Astilbe thunbergii","Hermaphrodite","self_compatible","low",14.9319730769231,"Brush","actinomorphic",300,300,25,6,2,1.8,100,"herb","Perennial",0.9
"Astragalus alpinus","Fabales","Fabaceae","Astragalus","Astragalus alpinus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,15,24,9,12,12,7,"herb","Perennial",0.14
"Astragalus canadensis","Fabales","Fabaceae","Astragalus","Astragalus canadensis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,60,30,5,12.1,7.5,12,"herb","Perennial",0.9
"Astragalus mexicanus","Fabales","Fabaceae","Astragalus","Astragalus mexicanus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,15,35,10,16,7.5,12,"herb","Perennial",0.45
"Astragalus pullus","Fabales","Fabaceae","Astragalus","Astragalus pullus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,20,30,5,10,10,16,"shrub","Perennial",0.15
"Capparis atamisquea","Brassicales","Capparaceae","Atamisquea","Atamisquea emarginata","Hermaphrodite","self_incompatible","none",3.5,"Open","zygomorphic",10000,6,40,13,9.13805,6,23,"shrub","Perennial",4.5
"Gerardia grandiflora","Lamiales","Orobanchaceae","Aureolaria","Aureolaria grandiflora","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",15,15,60,33,47.5,18,100,"herb","Perennial",1.05
"Avicennia germinans","Lamiales","Acanthaceae","Avicennia","Avicennia germinans","Hermaphrodite","self_compatible","low",10,"Tube","actinomorphic",5000,25,50,10,6,4,4,"tree","Perennial",14
"Ayenia tomentosa","Malvales","Malvaceae","Ayenia","Ayenia tomentosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,20,10.8873083333333,4.6800625,0.5,10,"herb","Perennial",0.55
"Azorina vidalii","Asterales","Campanulaceae","Azorina","Azorina vidalii","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",50,12,50,11,24,15,239.5867,"shrub","Perennial",1.2
"Bacopa monniera","Lamiales","Plantaginaceae","Bacopa","Bacopa monnieri","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",10,1,7.5,7.5,10,4.1,178,"herb","Perennial",0.25
"Badula insularis","Ericales","Primulaceae","Badula","Badula insularis","Hermaphrodite","partially_self_compatible","low",9.37561666666667,"Open","actinomorphic",300,30,30,5.91615,4.14063333333333,0.1,4,"tree","Perennial",3.5
"Badula platiphylla","Ericales","Primulaceae","Badula","Badula platyphylla","Hermaphrodite","self_compatible","low",14.7257333333333,"Tube","actinomorphic",300,30,30,6.00469999999999,6.35838333333333,0.1,4,"shrub","Perennial",1.5
"Baeckia gunniana","Myrtales","Myrtaceae","Baeckea","Baeckea gunniana","Hermaphrodite","self_compatible","low",12.9535,"Open","actinomorphic",1500,15,35,4.5,1.3,0.6,19,"shrub","Perennial",0.75
"Bakerella hoyifolia","Santalales","Loranthaceae","Bakerella","Bakerella hoyifolia","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",400,40,50,4.1,24.5,25,8,"herb","Perennial",0.75
"Baptisia leucantha","Fabales","Fabaceae","Baptisia","Baptisia alba","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",500,85,60,13.2894166666667,12.78405,6,30,"herb","Perennial",0.9
"Baptisia bracteata","Fabales","Fabaceae","Baptisia","Baptisia bracteata","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",600,30,60,14,16,12,18.5,"herb","Perennial",0.25
"Barringtonia racemosa","Ericales","Lecythidaceae","Barringtonia","Barringtonia racemosa","Hermaphrodite","self_compatible","low",11.8738,"Brush","actinomorphic",2000,30,120,20,23.3433833333333,41,5,"tree","Perennial",6
"Bartsia alpina","Lamiales","Orobanchaceae","Bartsia","Bartsia alpina","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",10,10,35,5,17.5,17,94,"herb","Perennial",0.23
"Bastardia viscosa","Malvales","Malvaceae","Bastardia","Bastardia viscosa","Hermaphrodite","self_compatible","medium",35,"Open","actinomorphic",20,20,7.1,7.1,2,1,5,"herb","Perennial",1
"Bauhinia japonica","Fabales","Fabaceae","Bauhinia","Bauhinia japonica","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",100,5,60,19.1,23.37625,50,8,"vine","Perennial",6
"Befaria glauca","Ericales","Ericaceae","Bejaria","Bejaria aestuans","Hermaphrodite","self_compatible","low",9.7262,"Campanulate","actinomorphic",100,10,100,35,25,28.1,100,"tree","Perennial",7.1
"Bertiera zaluzania","Gentianales","Rubiaceae","Bertiera","Bertiera zaluzania","Dioecious","dioecious","none",0,"Tube","actinomorphic",300,50,75,15,15,15,100,"shrub","Perennial",1
"Beta maritima","Caryophyllales","Chenopodiaceae","Beta","Beta vulgaris","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",150,150,10,2.5,4,2.01,1,"herb","Perennial",0.5
"Bidens aristosa","Asterales","Asteraceae","Bidens","Bidens aristosa","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,60,60,24.1,6,56.5,"herb","Short lived",0.75
"Bidens bipinnata","Asterales","Asteraceae","Bidens","Bidens bipinnata","Hermaphrodite","self_compatible","medium",58.0631053030303,"Capitulum","actinomorphic",5,5,7.5,7.5,2.1,2,19.5,"herb","Short lived",0.3
"Bidens connata","Asterales","Asteraceae","Bidens","Bidens connata","Hermaphrodite","self_compatible","high",100,"Capitulum","actinomorphic",15,3,14,14,3,6,70,"herb","Short lived",0.8
"Bidens laevis","Asterales","Asteraceae","Bidens","Bidens laevis","Hermaphrodite","self_incompatible","low",9.87385714285714,"Capitulum","actinomorphic",3,3,40,40,10,6,80,"herb","Perennial",0.5
"Bidens pilosa","Asterales","Asteraceae","Bidens","Bidens pilosa","Hermaphrodite","self_compatible","high",67,"Capitulum","actinomorphic",5,5,11,11,8,6,50,"herb","Short lived",0.85
"Polygonum macrophyllum","Caryophyllales","Polygonaceae","Bistorta","Bistorta macrophylla","Hermaphrodite","self_compatible","low",19.49145,"Tube","actinomorphic",500,100,12.5,1,2.75,6,1,"herb","Perennial",0.15
"Polygonum sinomontanum","Caryophyllales","Polygonaceae","Bistorta","Bistorta sinomontana","Hermaphrodite","self_compatible","low",16.6779,"Tube","actinomorphic",100,100,10,3,4.5,3.6,1,"herb","Perennial",0.7
"Bistorta tenuicaulis","Caryophyllales","Polygonaceae","Bistorta","Bistorta tenuicaulis","Dioecious","self_compatible","low",13.3542,"Tube","actinomorphic",200,50,15,2,4.5,8,1,"herb","Perennial",0.5
"Psoralea bituminosa","Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","Hermaphrodite","self_compatible","low",20.75805,"Tube","zygomorphic",200,30,10,2.5,11.5,9,1,"herb","Short lived",0.275
"Blainvillea dichotoma","Asterales","Asteraceae","Blainvillea","Blainvillea dichotoma","Hermaphrodite","self_compatible","medium",60.2066233333334,"Capitulum","actinomorphic",15,3,20,5.1,2.1,0.5,10,"herb","Short lived",0.5
"Blastus cochinchinensis","Myrtales","Melastomataceae","Blastus","Blastus cochinchinensis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",150,6,35,8,3,10,100,"shrub","Perennial",2
"Blephilia ciliata","Lamiales","Lamiaceae","Blephilia","Blephilia ciliata","Hermaphrodite","self_compatible","low",16.03855,"Tube","zygomorphic",80,80,55,8.63858333333333,12.36235,12,4,"herb","Perennial",0.45
"Blephilia hirsuta","Lamiales","Lamiaceae","Blephilia","Blephilia hirsuta","Hermaphrodite","self_compatible","low",16.04155,"Tube","zygomorphic",75,25,55,7.1,10.1,10,4,"herb","Perennial",0.6
"Arabis laevigata","Brassicales","Brassicaceae","Boechera","Boechera stricta","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",35,5,10,2.1,1.1,0.175,163,"herb","Short lived",0.575
"Boerhaavia caribaea","Boraginales","Nyctaginaceae","Boerhaavia","Boerhavia caribaea","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",500,25,5,0.5,0.5,2.65,1,"herb","Perennial",0.9
"Boerhaavia erecta","Caryophyllales","Nyctaginaceae","Boerhavia","Boerhavia erecta","Hermaphrodite","self_compatible","low",21.86635,"Campanulate","actinomorphic",50,15,10,2,2,1.625,1,"herb","Short lived",0.5
"Commicarpus tuberosus","Fabales","Nyctaginaceae","Boerhavia","Boerhavia tuberosa","Hermaphrodite","self_compatible","low",19.2027083333333,"Campanulate","actinomorphic",10,10,5,0.5,0.5,2.65,1,"herb","Perennial",0.9
"Boltonia asteroides","Asterales","Asteraceae","Boltonia","Boltonia asteroides","Hermaphrodite","self_compatible","low",18.8607416666667,"Capitulum","actinomorphic",15,15,67.5,67.5,9.1,3,90,"herb","Perennial",1.15
"Bonnetia sessilis","Malpighiales","Bonnetiaceae","Bonnetia","Bonnetia sessilis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",100,3,60,60,15.6,15,100,"shrub","Perennial",1.5
"Bougainvillea_spinosa","Caryophyllales","Nyctaginaceae","Bougainvillea","Bougainvillea spinosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",5000,100,28,14,10,1,1,"shrub","Perennial",5
"Senecio bellidioides","Asterales","Asteraceae","Brachyglottis","Brachyglottis bellidioides","Hermaphrodite","partially_self_compatible","medium",35,"Capitulum","actinomorphic",1,1,30,30,6.85,5,25,"herb","Perennial",0.05
"Senecio bidwilli","Asterales","Asteraceae","Brachyglottis","Brachyglottis bidwillii","Hermaphrodite","partially_self_compatible","low",14.3478333333333,"Capitulum","actinomorphic",500,20,14.1,14.1,5.1,3,15,"shrub","Perennial",0.5
"Brachycome scapiformis","Asterales","Asteraceae","Brachyscome","Brachyscome scapiformis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1,1,15,15,3,2,35,"herb","Perennial",0.3
"Brachycome scapigera","Asterales","Asteraceae","Brachyscome","Brachyscome scapigera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,12,12,4.1,2,90,"herb","Perennial",0.2
"Brachyome sinclairii","Asterales","Asteraceae","Brachyscome","Brachyscome sinclairii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,20,20,2.5,2,60,"herb","Perennial",0.09
"Brachycome stolonifera","Asterales","Asteraceae","Brachyscome","Brachyscome stolonifera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,12.5,12.5,4.5,2,60,"herb","Perennial",0.15
"Brassica fruticulosa","Brassicales","Brassicaceae","Brassica","Brassica fruticulosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",20,5,30,15,5.5,1.96,20.2,"shrub","Perennial",2
"Brassica campestris","Brassicales","Brassicaceae","Brassica","Brassica rapa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",50,15,40,10,5,1,26,"herb","Short lived",0.75
"Bredemeyera_microphylla","Fabales","Polygalaceae","Bredemeyera","Bredemeyera microphylla","Hermaphrodite","self_compatible","low",17.09085,"Papilionaceous","zygomorphic",50,5,15,6,6.72333333333333,1.5,3.5,"shrub","Perennial",0.25
"Bredia hirsuta","Myrtales","Melastomataceae","Bredia","Bredia hirsuta","Hermaphrodite","self_compatible","low",5.63,"Open","actinomorphic",30,5,120,29.1,0.5,10,100,"shrub","Perennial",1
"Brocchinia acuminata","Poales","Bromeliaceae","Brocchinia","Brocchinia acuminata","Hermaphrodite","self_compatible","low",14.3686,"Open","actinomorphic",30,30,30,10.5,10.5,8,67.641,"herb","Perennial",2
"Rhus javanica","Sapindales","Simaroubaceae","Brucea","Brucea javanica","Monoecious","monoecious","none",0,"Open","actinomorphic",5000,200,15,1.75,0.9,1,4,"tree","Perennial",2.5
"Buddleja mendozensis","Lamiales","Scrophulariaceae","Buddleja","Buddleja mendozensis","Hermaphrodite","self_compatible","high",71,"Tube","actinomorphic",500,20,8,2,4,2.25,143,"shrub","Perennial",1.1
"Bursera graveolens","Sapindales","Burseraceae","Bursera","Bursera graveolens","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,50,20,4.8,4,1,2,"tree","Perennial",6
"Caesalpinia pulcherrima","Fabales","Fabaceae","Caesalpinia","Caesalpinia pulcherrima","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",2000,60,50,50,10,50,6,"shrub","Perennial",1.5
"Calamagrostis arundinacea","Poales","Poaceae","Calamagrostis","Calamagrostis arundinacea","Hermaphrodite","self_compatible","low",17.20065,"Open","zygomorphic",60,60,15,1,4,1,1,"herb","Perennial",0.45
"Calea lucidivenia","Asterales","Asteraceae","Calea","Calea lucidivenia","Hermaphrodite","self_compatible","low",18.4399,"Capitulum","actinomorphic",50,10,10,15.56525,9.7595,3,90,"herb","Perennial",0.742125
"Calendula arvensis","Asterales","Asteraceae","Calendula","Calendula arvensis","Hermaphrodite","self_compatible","medium",74.2,"Capitulum","actinomorphic",10,1,24.1,24.1,6,3,30,"herb","Short lived",0.25
"Callicarpa japonica","Lamiales","Lamiaceae","Callicarpa","Callicarpa japonica","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",5000,100,30,4,4,2.1,9,"shrub","Perennial",1
"Calluna vulgaris","Ericales","Ericaceae","Calluna","Calluna vulgaris","Hermaphrodite","partially_self_compatible","low",10.9,"Campanulate","actinomorphic",2500,40,18,6,6,5,3.1,"shrub","Perennial",0.5
"Calophyllum eputamen","Malpighiales","Clusiaceae","Calophyllum","Calophyllum eputamen","Hermaphrodite","self_compatible","low",9.8145,"Open","actinomorphic",2000,50,100,15,6.3064,10,1,"tree","Perennial",6.87145
"Calopogon pulchellus","Asparagales","Orchidaceae","Calopogon","Calopogon tuberosus","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",10,10,37.5,37.5,17,10,7600,"herb","Perennial",0.7
"Calystegia hederacea","Solanales","Convolvulaceae","Calystegia hederacea","Calystegia hederacea","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,28.5,28.5,38.5,9.5,4,"vine","Perennial",0.3
"Convolvulus sepium","Solanales","Convolvulaceae","Calystegia","Calystegia sepium","Hermaphrodite","self_compatible","low",5.3,"Campanulate","actinomorphic",10,1,60,60,55,22.5,4,"herb","Perennial",3
"Camassia esculenta","Asparagales","Asparagaceae","Camassia","Camassia quamash","Hermaphrodite","self_compatible","low",9,"Open","zygomorphic",100,30,100,35,19,15,21,"herb","Perennial",0.45
"Camassia scilloides","Asparagales","Asparagaceae","Camassia","Camassia scilloides","Hermaphrodite","self_compatible","low",13.85535,"Open","actinomorphic",40,40,100,20,13.5,0.5,30,"herb","Perennial",0.6
"Campanula americana","Asterales","Campanulaceae","Campanula","Campanula americana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,30,75,25,8,13.5,90,"herb","Short lived",1
"Campanula gieseckiana","Asterales","Campanulaceae","Campanula","Campanula giesekiana","Hermaphrodite","self_incompatible","low",0.03,"Campanulate","actinomorphic",10,3,20,20,32.5,15,259.2,"herb","Perennial",0.2
"Campanula rotundifolia","Asterales","Campanulaceae","Campanula","Campanula rotundifolia","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",5,1,22.5,22.5,22.5,10.5,112,"herb","Perennial",0.45
