motif,motif_functional_ID,counts_observed,motif_observed_probability
11,11_2_1_Lizards_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_1_Lizards_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_1_Non-bee-Hymenoptera_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_1_Non-bee-Hymenoptera_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_1_Non-syrphids-diptera_Bee_Lizards,1,4.2159120324658953e-7
11,11_2_1_Non-syrphids-diptera_Birds_Lizards,1,4.2159120324658953e-7
11,11_2_1_Non-syrphids-diptera_Birds_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_1_Syrphids_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_2_1_Syrphids_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_1_Syrphids_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Bee_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Bee_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_2_Bee_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Bee_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Birds_Birds_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Birds_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Birds_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_2_2_Birds_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Birds_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_2_Birds_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Birds_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Lepidoptera_Non-bee-Hymenoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Lepidoptera_Other_insects_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Lizards_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Lizards_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_2_2_Lizards_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Lizards_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Lizards_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Non-bee-Hymenoptera_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Non-bee-Hymenoptera_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_2_Non-bee-Hymenoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Non-bee-Hymenoptera_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_2_2_Non-syrphids-diptera_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Non-syrphids-diptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_2_Other_insects_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Bee_NA,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Coleoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Non-bee-Hymenoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_2_Syrphids_Syrphids_NA,1,4.2159120324658953e-7
11,11_2_3_Bee_Bee_Birds,1,4.2159120324658953e-7
11,11_2_3_Bee_Birds_Lizards,1,4.2159120324658953e-7
11,11_2_3_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_3_Bee_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_3_Bee_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_2_3_Birds_Bee_Lizards,1,4.2159120324658953e-7
11,11_2_3_Birds_Bee_Syrphids,1,4.2159120324658953e-7
11,11_2_3_Coleoptera_Bee_NA,1,4.2159120324658953e-7
11,11_2_3_Coleoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_2_3_Lepidoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_3_Lepidoptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_3_Lepidoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_2_3_NA_Bee_Bee,1,4.2159120324658953e-7
11,11_2_3_Non-bee-Hymenoptera_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_3_Non-syrphids-diptera_Lepidoptera_Syrphids,1,4.2159120324658953e-7
11,11_2_3_Syrphids_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_4_Bee_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_4_Bee_Birds_Lepidoptera,1,4.2159120324658953e-7
11,11_2_4_Bee_Lizards_Lizards,1,4.2159120324658953e-7
11,11_2_4_Birds_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_2_4_Birds_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_4_Birds_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_4_Coleoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_4_Coleoptera_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_2_4_Lepidoptera_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_4_Lepidoptera_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_2_4_Lepidoptera_Coleoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_4_Lizards_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_2_4_Lizards_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_2_4_Lizards_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_2_4_NA_Coleoptera_NA,1,4.2159120324658953e-7
11,11_2_4_NA_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_2_4_NA_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_2_4_NA_Non-syrphids-diptera_Syrphids,1,4.2159120324658953e-7
11,11_2_4_NA_Syrphids_NA,1,4.2159120324658953e-7
11,11_2_4_Non-syrphids-diptera_Bee_Other_insects,1,4.2159120324658953e-7
11,11_2_4_Non-syrphids-diptera_Lepidoptera_Other_insects,1,4.2159120324658953e-7
11,11_2_4_Non-syrphids-diptera_Non-syrphids-diptera_Other_insects,1,4.2159120324658953e-7
11,11_2_4_Other_insects_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_2_4_Other_insects_Bee_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_4_Other_insects_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_5_Coleoptera_Bee_Bee,1,4.2159120324658953e-7
11,11_2_5_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_2_5_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_1_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_1_Birds_Bee_Bee,1,4.2159120324658953e-7
11,11_3_1_Birds_Bee_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_3_1_Coleoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_1_Non-syrphids-diptera_Bee_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_3_1_Non-syrphids-diptera_Bee_Syrphids,1,4.2159120324658953e-7
11,11_3_1_Non-syrphids-diptera_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_1_Syrphids_Bee_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Bee_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Birds_Bee_Lizards,1,4.2159120324658953e-7
11,11_3_2_Birds_Birds_Lizards,1,4.2159120324658953e-7
11,11_3_2_Birds_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Coleoptera_Birds_Lizards,1,4.2159120324658953e-7
11,11_3_2_Coleoptera_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Coleoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_2_Lepidoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_2_Lepidoptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_2_Lepidoptera_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_3_2_Lizards_Bee_Lizards,1,4.2159120324658953e-7
11,11_3_2_Non-bee-Hymenoptera_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Non-bee-Hymenoptera_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_2_Non-syrphids-diptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_3_2_Non-syrphids-diptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_3_2_Other_insects_Lepidoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_2_Syrphids_Bee_Lizards,1,4.2159120324658953e-7
11,11_3_2_Syrphids_Birds_Lizards,1,4.2159120324658953e-7
11,11_3_2_Syrphids_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_3_Bee_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_3_Birds_Bee_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_3_3_Birds_Bee_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_3_Non-bee-Hymenoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_3_3_Non-bee-Hymenoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_3_Syrphids_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_3_3_Syrphids_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_3_3_Syrphids_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Bee_Bee_Birds,1,4.2159120324658953e-7
11,11_3_4_Bee_Birds_Lizards,1,4.2159120324658953e-7
11,11_3_4_Bee_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Bee_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Coleoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Lepidoptera_Bee_Lizards,1,4.2159120324658953e-7
11,11_3_4_Lepidoptera_Birds_Lizards,1,4.2159120324658953e-7
11,11_3_4_Lepidoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_4_Lepidoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Lizards_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_NA_Bee_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Non-bee-Hymenoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_4_Non-bee-Hymenoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Other_insects_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_3_4_Syrphids_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_4_Syrphids_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_5_Bee_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_3_5_Birds_Bee_Bee,1,4.2159120324658953e-7
11,11_3_5_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_3_5_Non-syrphids-diptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_3_5_Non-syrphids-diptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_3_5_Non-syrphids-diptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_1_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_4_1_Coleoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_4_1_Coleoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_1_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_1_Non-syrphids-diptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_1_Syrphids_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_2_Bee_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Bee_Lizards_Lizards,1,4.2159120324658953e-7
11,11_4_2_Birds_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_2_Birds_Lizards_Lizards,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Birds_Lepidoptera,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Coleoptera_NA,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Lizards_Lizards,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_2_Coleoptera_Syrphids_NA,1,4.2159120324658953e-7
11,11_4_2_Lepidoptera_Birds_Lepidoptera,1,4.2159120324658953e-7
11,11_4_2_Lepidoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Lizards_Birds_Lizards,1,4.2159120324658953e-7
11,11_4_2_Lizards_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Lizards_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_4_2_Lizards_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_2_Lizards_Non-bee-Hymenoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_2_Non-bee-Hymenoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_4_2_Non-bee-Hymenoptera_Lizards_Lizards,1,4.2159120324658953e-7
11,11_4_2_Non-syrphids-diptera_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Syrphids_Birds_Coleoptera,1,4.2159120324658953e-7
11,11_4_2_Syrphids_Birds_Lepidoptera,1,4.2159120324658953e-7
11,11_4_2_Syrphids_Lizards_Lizards,1,4.2159120324658953e-7
11,11_4_2_Syrphids_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Bee_Bee_Lizards,1,4.2159120324658953e-7
11,11_4_3_Bee_Birds_Lizards,1,4.2159120324658953e-7
11,11_4_3_Bee_Lepidoptera_NA,1,4.2159120324658953e-7
11,11_4_3_Birds_Bee_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Birds_Non-syrphids-diptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Coleoptera_Bee_Birds,1,4.2159120324658953e-7
11,11_4_3_Coleoptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_4_3_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_3_Coleoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_3_Lepidoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Lepidoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_3_Lepidoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Lizards_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_3_Non-bee-Hymenoptera_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_4_3_Non-bee-Hymenoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Non-bee-Hymenoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Non-syrphids-diptera_Birds_Lizards,1,4.2159120324658953e-7
11,11_4_3_Syrphids_Bee_Birds,1,4.2159120324658953e-7
11,11_4_3_Syrphids_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_3_Syrphids_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
11,11_4_3_Syrphids_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Birds_Coleoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_4_Coleoptera_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_4_Coleoptera_Birds_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Lepidoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_4_4_Lepidoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_4_Lepidoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Lizards_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_4_Lizards_Birds_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Lizards_Coleoptera_Lizards,1,4.2159120324658953e-7
11,11_4_4_Lizards_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_4_Lizards_Lizards_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Lizards_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Non-bee-Hymenoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
11,11_4_4_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Non-bee-Hymenoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_4_4_Syrphids_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_4_4_Syrphids_Birds_Syrphids,1,4.2159120324658953e-7
11,11_4_5_Bee_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_4_5_Birds_Bee_Lizards,1,4.2159120324658953e-7
11,11_4_5_Lepidoptera_Bee_Coleoptera,1,4.2159120324658953e-7
11,11_5_1_Bee_Syrphids_Syrphids,1,4.2159120324658953e-7
11,11_5_1_Non-syrphids-diptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_5_2_Coleoptera_Bee_Lizards,1,4.2159120324658953e-7
11,11_5_2_Lizards_Bee_Birds,1,4.2159120324658953e-7
11,11_5_2_Lizards_Bee_Lizards,1,4.2159120324658953e-7
11,11_5_2_Lizards_Birds_Lizards,1,4.2159120324658953e-7
11,11_5_2_Non-bee-Hymenoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_5_2_Non-syrphids-diptera_Birds_Lizards,1,4.2159120324658953e-7
11,11_5_2_Other_insects_Bee_Syrphids,1,4.2159120324658953e-7
11,11_5_2_Syrphids_Bee_Lizards,1,4.2159120324658953e-7
11,11_5_3_Lepidoptera_Bee_Coleoptera,1,4.2159120324658953e-7
11,11_5_3_Lepidoptera_Bee_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_5_3_Lepidoptera_Bee_Syrphids,1,4.2159120324658953e-7
11,11_5_3_Lepidoptera_Non-syrphids-diptera_Syrphids,1,4.2159120324658953e-7
11,11_5_3_Lizards_Bee_Bee,1,4.2159120324658953e-7
11,11_5_3_Non-bee-Hymenoptera_Coleoptera_Syrphids,1,4.2159120324658953e-7
11,11_5_3_Non-bee-Hymenoptera_Non-syrphids-diptera_Syrphids,1,4.2159120324658953e-7
11,11_5_3_Non-syrphids-diptera_Bee_Lepidoptera,1,4.2159120324658953e-7
11,11_5_3_Non-syrphids-diptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_5_3_Non-syrphids-diptera_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_5_3_Non-syrphids-diptera_Lepidoptera_Syrphids,1,4.2159120324658953e-7
11,11_5_3_Syrphids_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_5_4_Bee_Bee_Lizards,1,4.2159120324658953e-7
11,11_5_4_Non-bee-Hymenoptera_Bee_Bee,1,4.2159120324658953e-7
11,11_5_4_Non-bee-Hymenoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
11,11_5_4_Syrphids_Bee_Lizards,1,4.2159120324658953e-7
11,11_5_5_Coleoptera_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
11,11_5_5_Non-bee-Hymenoptera_Bee_Bee,1,4.2159120324658953e-7
12,12_1_1_Bee_Bee_Lepidoptera,1,4.2159120324658953e-7
12,12_1_1_Bee_Bee_Syrphids,1,4.2159120324658953e-7
12,12_1_1_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_1_2_Bee_Bee_Lizards,1,4.2159120324658953e-7
12,12_1_2_Bee_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_1_2_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_1_2_Birds_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_1_2_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_1_2_Coleoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_1_3_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_1_4_Bee_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_1_4_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_1_4_Coleoptera_Coleoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
12,12_1_4_Coleoptera_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_1_4_Lepidoptera_Lepidoptera_Syrphids,1,4.2159120324658953e-7
12,12_1_4_Non-syrphids-diptera_Non-syrphids-diptera_Syrphids,1,4.2159120324658953e-7
12,12_1_5_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_2_2_Bee_Coleoptera_Lizards,1,4.2159120324658953e-7
12,12_2_2_Bee_Lepidoptera_NA,1,4.2159120324658953e-7
12,12_2_2_Bee_Lizards_Lizards,1,4.2159120324658953e-7
12,12_2_2_Bee_Syrphids_NA,1,4.2159120324658953e-7
12,12_2_2_Birds_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Birds_Lizards_Lizards,1,4.2159120324658953e-7
12,12_2_2_Birds_Lizards_Syrphids,1,4.2159120324658953e-7
12,12_2_2_Birds_Non-bee-Hymenoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
12,12_2_2_Birds_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Birds_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_2_2_Coleoptera_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Coleoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Coleoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_2_2_Lepidoptera_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Lepidoptera_Syrphids_NA,1,4.2159120324658953e-7
12,12_2_2_Lizards_Lizards_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_2_Non-bee-Hymenoptera_Non-bee-Hymenoptera_Syrphids,1,4.2159120324658953e-7
12,12_2_3_Bee_Bee_Lizards,1,4.2159120324658953e-7
12,12_2_3_Bee_Bee_NA,1,4.2159120324658953e-7
12,12_2_3_Bee_Birds_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_3_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_2_3_Lepidoptera_Non-syrphids-diptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_4_Bee_Lepidoptera_Other_insects,1,4.2159120324658953e-7
12,12_2_4_Bee_Non-syrphids-diptera_Other_insects,1,4.2159120324658953e-7
12,12_2_4_Birds_Coleoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_4_Birds_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
12,12_2_4_Birds_Lepidoptera_Syrphids,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Coleoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Coleoptera_Lizards,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Coleoptera_NA,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Lizards_Non-bee-Hymenoptera,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Lizards_Syrphids,1,4.2159120324658953e-7
12,12_2_4_Coleoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_2_4_Lepidoptera_Lepidoptera_Syrphids,1,4.2159120324658953e-7
12,12_2_4_Lepidoptera_Non-syrphids-diptera_Other_insects,1,4.2159120324658953e-7
12,12_2_4_Lizards_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_2_5_Bee_Bee_Birds,1,4.2159120324658953e-7
12,12_2_5_Bee_Bee_Lizards,1,4.2159120324658953e-7
12,12_2_5_Coleoptera_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_2_5_Syrphids_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_3_3_Coleoptera_Coleoptera_Non-bee-Hymenoptera,1,4.2159120324658953e-7
12,12_3_4_Bee_Bee_Birds,1,4.2159120324658953e-7
12,12_3_4_Bee_Bee_NA,1,4.2159120324658953e-7
12,12_3_4_Coleoptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_3_4_Lepidoptera_Lepidoptera_Lepidoptera,1,4.2159120324658953e-7
12,12_3_4_Lepidoptera_Lepidoptera_Syrphids,1,4.2159120324658953e-7
12,12_3_4_Non-bee-Hymenoptera_Syrphids_Syrphids,1,4.2159120324658953e-7
12,12_3_5_Bee_Coleoptera_Coleoptera,1,4.2159120324658953e-7
12,12_3_5_Bee_Lepidoptera_Non-syrphids-diptera,1,4.2159120324658953e-7
