Network_id,Motif_pattern_id,Nodes,Motif_number,Plant_species,Pollinator_species
15_4_peralta_2006_mendoza_site_4,3,3,4,Buddleja mendozensis,Ammophila sp.
15_4_peralta_2006_mendoza_site_4,3,3,5,Buddleja mendozensis,Melectoides cockerelli
15_4_peralta_2006_mendoza_site_4,3,3,5,Buddleja mendozensis,Ammophila sp.
15_4_peralta_2006_mendoza_site_4,3,3,6,Buddleja mendozensis,Melectoides cockerelli
15_4_peralta_2006_mendoza_site_4,3,3,6,Buddleja mendozensis,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,7,Buddleja mendozensis,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,7,Buddleja mendozensis,Melectoides cockerelli
15_4_peralta_2006_mendoza_site_4,3,3,8,Buddleja mendozensis,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,8,Buddleja mendozensis,Ammophila sp.
15_4_peralta_2006_mendoza_site_4,3,3,9,Buddleja mendozensis,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,9,Buddleja mendozensis,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,10,Buddleja mendozensis,Ammophila sp.
15_4_peralta_2006_mendoza_site_4,3,3,10,Buddleja mendozensis,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,11,Clematis campestris,Ammophila sp.
15_4_peralta_2006_mendoza_site_4,3,3,11,Clematis campestris,Camponotus mus
15_4_peralta_2006_mendoza_site_4,3,3,12,Condalia microphylla,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,12,Condalia microphylla,Camponotus mus
15_4_peralta_2006_mendoza_site_4,3,3,13,Condalia microphylla,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,13,Condalia microphylla,Camponotus mus
15_4_peralta_2006_mendoza_site_4,3,3,14,Condalia microphylla,Camponotus mus
15_4_peralta_2006_mendoza_site_4,3,3,14,Condalia microphylla,Compsomyiops fulvicrura
15_4_peralta_2006_mendoza_site_4,3,3,15,Condalia microphylla,Camponotus mus
15_4_peralta_2006_mendoza_site_4,3,3,15,Condalia microphylla,Syrphus sp.1
15_4_peralta_2006_mendoza_site_4,3,3,16,Condalia microphylla,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,16,Condalia microphylla,Syrphus sp.1
15_4_peralta_2006_mendoza_site_4,3,3,17,Condalia microphylla,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,17,Condalia microphylla,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,18,Condalia microphylla,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,18,Condalia microphylla,Compsomyiops fulvicrura
15_4_peralta_2006_mendoza_site_4,3,3,19,Condalia microphylla,Syrphus sp.1
15_4_peralta_2006_mendoza_site_4,3,3,19,Condalia microphylla,Compsomyiops fulvicrura
15_4_peralta_2006_mendoza_site_4,3,3,20,Condalia microphylla,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,20,Condalia microphylla,Compsomyiops fulvicrura
15_4_peralta_2006_mendoza_site_4,3,3,21,Condalia microphylla,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,21,Condalia microphylla,Syrphus sp.1
15_4_peralta_2006_mendoza_site_4,3,3,22,Echinopsis candicans,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,22,Echinopsis candicans,Dialictus sp.
15_4_peralta_2006_mendoza_site_4,3,3,23,Echinopsis candicans,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,23,Echinopsis candicans,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,24,Echinopsis candicans,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,24,Echinopsis candicans,Nitidulidae sp.1
15_4_peralta_2006_mendoza_site_4,3,3,25,Echinopsis candicans,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,25,Echinopsis candicans,Nitidulidae sp.1
15_4_peralta_2006_mendoza_site_4,3,3,26,Echinopsis candicans,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,26,Echinopsis candicans,Dialictus sp.
15_4_peralta_2006_mendoza_site_4,3,3,27,Echinopsis candicans,Dialictus sp.
15_4_peralta_2006_mendoza_site_4,3,3,27,Echinopsis candicans,Nitidulidae sp.1
15_4_peralta_2006_mendoza_site_4,3,3,28,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,28,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,29,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,29,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,30,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,30,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,31,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,31,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,32,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,32,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,33,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,33,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,34,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,34,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,35,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,35,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,36,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,36,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,37,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,37,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,38,Larrea divaricata,Augochloropsis sp.
15_4_peralta_2006_mendoza_site_4,3,3,38,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,39,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,39,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,40,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,40,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,41,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,41,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,42,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,42,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,43,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,43,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,44,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,44,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,45,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,45,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,46,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,46,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,47,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,47,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,48,Larrea divaricata,Copestilum aricia
15_4_peralta_2006_mendoza_site_4,3,3,48,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,49,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,49,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,50,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,50,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,51,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,51,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,52,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,52,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,53,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,53,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,54,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,54,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,55,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,55,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,56,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,56,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,57,Larrea divaricata,Hirmoneura sp.
15_4_peralta_2006_mendoza_site_4,3,3,57,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,58,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,58,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,59,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,59,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,60,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,60,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,61,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,61,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,62,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,62,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,63,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,63,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,64,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,64,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,65,Larrea divaricata,Chrysanthrax sp.1
15_4_peralta_2006_mendoza_site_4,3,3,65,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,66,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,66,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,67,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,67,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,68,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,68,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,69,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,69,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,70,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,70,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,71,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,71,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,72,Larrea divaricata,Lepidoptera sp.4
15_4_peralta_2006_mendoza_site_4,3,3,72,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,73,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,73,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,74,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,74,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,75,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,75,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,76,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,76,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,77,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,77,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,78,Larrea divaricata,Bombus opifex
15_4_peralta_2006_mendoza_site_4,3,3,78,Larrea divaricata,Leioproctus abdominalis
15_4_peralta_2006_mendoza_site_4,3,3,79,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,79,Larrea divaricata,Centris brethesi
15_4_peralta_2006_mendoza_site_4,3,3,80,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,80,Larrea divaricata,Megachile obscurior
15_4_peralta_2006_mendoza_site_4,3,3,81,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,81,Larrea divaricata,Xylocopa atamisquensis
15_4_peralta_2006_mendoza_site_4,3,3,82,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,82,Larrea divaricata,Apis mellifera
15_4_peralta_2006_mendoza_site_4,3,3,83,Larrea divaricata,Megachile leucographa
15_4_peralta_2006_mendoza_site_4,3,3,83,Larrea divaricata,Bombus opifex
